idstudy,n,author,elasticity,se,invse,tstat,weight,sqrtweight,inst,cells,lcells,high_cell,annual_freq,all_workers,high_exp,low_exp,high_educ,low_educ,EN,biling,top5_lang,top6_lang,male,female,both,farmers,north_america,immi,DV_log mean wage,annual,monthly,weekly,daily,hourly,national,ols_method2,experiment,time_FE,person_FE,skill_FE,impact_factor,cit_per_year,lcit_per_year,published,topfive,toptwenty,unpublished_old,journal,pub_year,lpub_year,pubyear_minyear,minyear,maxyear,country,idcountry,midyear
1,48,Akbari & Aydede (2013),0.008,0.026,38.46153846153846,0.3076923076923077,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.102,0.036,27.77777777777778,-2.8333333333333335,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.012,0.012,83.33333333333333,-1.0,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.025,0.008,125.0,-3.125,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.043,0.025,40.0,-1.7199999999999998,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.127,0.035,28.57142857142857,-3.628571428571428,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),0.007,0.024,41.666666666666664,0.2916666666666667,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.032,0.002,500.0,-16.0,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.075,0.029,34.48275862068965,-2.5862068965517238,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.088,0.028,35.714285714285715,-3.142857142857143,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.02,0.016,62.5,-1.25,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.026,0.008,125.0,-3.25,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.053,0.025,40.0,-2.1199999999999997,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.113,0.036,27.77777777777778,-3.1388888888888893,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,1,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.043,0.007,142.85714285714286,-6.142857142857142,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.042,0.004,250.0,-10.5,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.062,0.274,3.64963503649635,-0.2262773722627737,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.134,0.043,23.255813953488374,-3.1162790697674425,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.001,0.013,76.92307692307692,-0.07692307692307693,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.029,0.008,125.0,-3.625,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.046,0.023,43.47826086956522,-2.0,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.112,0.032,31.25,-3.5,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,1,0,0,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.045,0.006,166.66666666666666,-7.5,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.036,0.004,250.0,-9.0,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.057,0.024,41.666666666666664,-2.375,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.123,0.041,24.390243902439025,-3.0,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.009,0.011,90.90909090909092,-0.8181818181818181,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.023,0.007,142.85714285714286,-3.2857142857142856,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.039,0.023,43.47826086956522,-1.6956521739130435,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.106,0.031,32.25806451612903,-3.4193548387096775,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,1,0,0,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.058,0.005,200.0,-11.6,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.039,0.004,250.0,-9.75,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.068,0.025,40.0,-2.72,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.119,0.037,27.027027027027028,-3.2162162162162162,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.021,0.013,76.92307692307692,-1.6153846153846156,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.028,0.006,166.66666666666666,-4.666666666666667,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.052,0.023,43.47826086956522,-2.260869565217391,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
1,48,Akbari & Aydede (2013),-0.094,0.033,30.3030303030303,-2.848484848484848,0.020833333333333332,0.14433756729740643,0.03125,1024,3.010299956639812,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.176,1,0,0,0,0,1,0,0,0,0,1,1,0.128,1.8333333333333333,0.2632414347745814,1,0,0,0,Education Economics,2013,3.3038437748886547,12,2001,2001,Canada,2,2001.0
2,6,Albert & Monras (2022),-0.0355,0.015,66.66666666666667,-2.3666666666666667,0.16666666666666666,0.408248290463863,0.08838834764831843,128,2.1072099696478683,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.095,1,0,0,1,0,0,1,1,0,1,0,1,2.884,26.333333333333332,1.420505836570779,1,1,1,0,American Economic Review,2022,3.3057811512549824,42,1980,2011,US,10,1995.5
2,6,Albert & Monras (2022),-0.0199,0.015,66.66666666666667,-1.3266666666666669,0.16666666666666666,0.408248290463863,0.08838834764831843,128,2.1072099696478683,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.095,0,0,0,1,0,0,1,1,0,1,0,1,2.884,26.333333333333332,1.420505836570779,1,1,1,0,American Economic Review,2022,3.3057811512549824,42,1980,2011,US,10,1995.5
2,6,Albert & Monras (2022),-0.0308,0.00622,160.77170418006432,-4.951768488745981,0.16666666666666666,0.408248290463863,0.08980265101338746,124,2.093421685162235,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.095,0,0,0,1,0,0,0,0,0,1,1,1,2.884,26.333333333333332,1.420505836570779,1,1,1,0,American Economic Review,2022,3.3057811512549824,22,2000,2000,US,10,2000.0
2,6,Albert & Monras (2022),-0.0529,0.00398,251.25628140703517,-13.291457286432161,0.16666666666666666,0.408248290463863,0.012141073279465802,6784,3.8314858392486575,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.095,0,0,0,1,0,0,0,0,0,1,1,1,2.884,26.333333333333332,1.420505836570779,1,1,1,0,American Economic Review,2022,3.3057811512549824,42,1980,2011,US,10,1995.5
2,6,Albert & Monras (2022),-0.0135,0.00555,180.18018018018017,-2.4324324324324325,0.16666666666666666,0.408248290463863,0.012141073279465802,6784,3.8314858392486575,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.095,0,0,0,1,0,0,0,0,0,1,1,1,2.884,26.333333333333332,1.420505836570779,1,1,1,0,American Economic Review,2022,3.3057811512549824,42,1980,2011,US,10,1995.5
2,6,Albert & Monras (2022),-0.00571,0.00712,140.4494382022472,-0.8019662921348315,0.16666666666666666,0.408248290463863,0.012141073279465802,6784,3.8314858392486575,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.095,0,0,0,1,0,0,0,0,0,1,1,1,2.884,26.333333333333332,1.420505836570779,1,1,1,0,American Economic Review,2022,3.3057811512549824,42,1980,2011,US,10,1995.5
3,6,Aydemir and Borjas (2007) ,0.016,0.015,66.66666666666667,1.0666666666666667,0.16666666666666666,0.408248290463863,0.06454972243679027,240,2.380211241711606,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0.156,0,1,0,0,0,0,1,1,0,1,0,1,2.167,23.27777777777778,1.3669415178629893,1,0,1,0,Journal of the European Economic Association ,2007,3.3025473724874854,36,1971,2001,Canada,2,1986.0
3,6,Aydemir and Borjas (2007) ,0.005,0.013,76.92307692307692,0.38461538461538464,0.16666666666666666,0.408248290463863,0.07071067811865475,200,2.3010299956639813,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0.111,0,1,0,0,0,0,1,1,0,1,0,1,2.167,23.27777777777778,1.3669415178629893,1,0,1,0,Journal of the European Economic Association ,2007,3.3025473724874854,47,1960,2000,US,10,1980.0
3,6,Aydemir and Borjas (2007) ,-0.03,0.017,58.8235294117647,-1.764705882352941,0.16666666666666666,0.408248290463863,0.06454972243679027,240,2.380211241711606,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0.156,0,1,0,0,0,0,1,1,0,0,0,0,2.167,23.27777777777778,1.3669415178629893,1,0,1,0,Journal of the European Economic Association ,2007,3.3025473724874854,36,1971,2001,Canada,2,1986.0
3,6,Aydemir and Borjas (2007) ,-0.003,0.006,166.66666666666666,-0.5,0.16666666666666666,0.408248290463863,0.07071067811865475,200,2.3010299956639813,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0.111,0,1,0,0,0,0,1,1,0,0,0,0,2.167,23.27777777777778,1.3669415178629893,1,0,1,0,Journal of the European Economic Association ,2007,3.3025473724874854,47,1960,2000,US,10,1980.0
3,6,Aydemir and Borjas (2007) ,0.02,0.035,28.57142857142857,0.5714285714285714,0.16666666666666666,0.408248290463863,0.06454972243679027,240,2.380211241711606,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0.156,0,1,0,0,0,0,1,1,0,1,0,1,2.167,23.27777777777778,1.3669415178629893,1,0,1,0,Journal of the European Economic Association ,2007,3.3025473724874854,36,1971,2001,Canada,2,1986.0
3,6,Aydemir and Borjas (2007) ,0.024,0.032,31.25,0.75,0.16666666666666666,0.408248290463863,0.07071067811865475,200,2.3010299956639813,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0.111,0,1,0,0,0,0,1,1,0,1,0,1,2.167,23.27777777777778,1.3669415178629893,1,0,1,0,Journal of the European Economic Association ,2007,3.3025473724874854,47,1960,2000,US,10,1980.0
4,20,Boateng (2019),-0.072,0.011,90.90909090909092,-6.545454545454545,0.05,0.22360679774997896,0.07216878364870323,192,2.2833012287035497,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0.0705,0,0,0,1,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0,0,0,0,PhD Thesis,2019,3.305136318943639,59,1960,2010,US,10,1985.0
4,20,Boateng (2019),-0.072,0.012,83.33333333333333,-5.999999999999999,0.05,0.22360679774997896,0.07216878364870323,192,2.2833012287035497,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0.0705,0,0,0,1,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0,0,0,0,PhD Thesis,2019,3.305136318943639,59,1960,2010,US,10,1985.0
4,20,Boateng (2019),-0.057,0.008,125.0,-7.125,0.05,0.22360679774997896,0.07216878364870323,192,2.2833012287035497,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0.0705,0,0,0,1,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,PhD Thesis,2019,3.305136318943639,59,1960,2010,US,10,1985.0
4,20,Boateng (2019),-0.107,0.041,24.390243902439025,-2.6097560975609753,0.05,0.22360679774997896,0.07216878364870323,192,2.2833012287035497,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0.0705,0,0,0,1,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0,0,0,0,PhD Thesis,2019,3.305136318943639,59,1960,2010,US,10,1985.0
4,20,Boateng (2019),-0.069,0.017,58.8235294117647,-4.0588235294117645,0.05,0.22360679774997896,0.07216878364870323,192,2.2833012287035497,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0705,0,0,0,1,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0,0,0,0,PhD Thesis,2019,3.305136318943639,59,1960,2010,US,10,1985.0
4,20,Boateng (2019),-0.067,0.021,47.61904761904761,-3.1904761904761907,0.05,0.22360679774997896,0.07216878364870323,192,2.2833012287035497,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0705,0,0,0,1,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0,0,0,0,PhD Thesis,2019,3.305136318943639,59,1960,2010,US,10,1985.0
4,20,Boateng (2019),-0.061,0.023,43.47826086956522,-2.652173913043478,0.05,0.22360679774997896,0.07216878364870323,192,2.2833012287035497,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0705,0,0,0,1,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,PhD Thesis,2019,3.305136318943639,59,1960,2010,US,10,1985.0
