id,Studyid,Study,e,tstat,Published,Pubyear,Australia,Canada,France,Germany,Japan,Sweden,usa,Developing,Start,End,Datayear,Timespan,Observations,Cross_section,Timeseries,Quarterly,Monthly,Carstock,Static,ols,iv,sur,ml,ecm,gls
111,22,And79qD&S90b,0.14,0.12,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,1,1,1,0,0,0,0,0
112,22,And79qD&S90b,0.14,0.5,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,1,1,1,0,0,0,0,0
113,22,And79qD&S90b,0.41,7.07,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
114,22,And79qD&S90b,0.6,3.8,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
115,22,And79qD&S90b,0.45,9.8,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
116,22,And79qD&S90b,0.68,10.91,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
117,22,And79qD&S90b,0.35,2.45,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
118,22,And79qD&S90b,0.69,16.25,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
119,22,And79qD&S90b,1.17,19.72,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
120,22,And79qD&S90b,0.88,15.89,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
121,22,And79qD&S90b,0.83,15.9,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
123,22,And79qD&S90b,0.65,6.41,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
124,22,And79qD&S90b,0.67,16.65,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
125,22,And79qD&S90b,1.16,30.92,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
126,22,And79qD&S90b,0.71,12.44,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
127,22,And79qD&S90b,0.79,18.7,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
128,22,And79qD&S90b,0.42,7.32,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
129,22,And79qD&S90b,0.89,8.2,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
130,22,And79qD&S90b,0.89,5.89,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
131,22,And79qD&S90b,0.87,17.0,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
132,22,And79qD&S90b,1.48,9.59,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
133,22,And79qD&S90b,0.84,4.14,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
135,22,And79qD&S90b,0.2,1.55,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
136,22,And79qD&S90b,0.44,6.92,0,1979,0,0,0,0,0,1,0,0,1972,1976,1974.0,5,60,0,1,0,1,0,1,1,0,0,0,0,0
143,24,Aus91qH&Y91,-0.18,-3.92,0,1991,1,0,0,0,0,0,0,0,1970,1988,1979.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
144,25,AZK08,0.357522877207917,-2.368,1,2008,0,0,0,0,0,0,0,1,1978,2005,1991.5,28,28,0,1,0,0,0,0,1,0,0,0,0,0
157,29,B&G83,0.39,5.1,1,1983,0,1,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
158,29,B&G83,0.11,0.8,1,1983,0,0,0,0,0,0,1,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
159,29,B&G83,-0.05,-0.3,1,1983,0,0,0,0,1,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
160,29,B&G83,0.76,3.6,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
161,29,B&G83,0.85,5.0,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
162,29,B&G83,0.93,0.4,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
163,29,B&G83,1.14,6.9,1,1983,0,0,1,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
164,29,B&G83,0.4,3.5,1,1983,0,0,0,1,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
165,29,B&G83,0.59,1.1,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
166,29,B&G83,0.35,1.6,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
167,29,B&G83,0.12,0.7,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
168,29,B&G83,0.36,1.3,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
169,29,B&G83,0.8,3.6,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
170,29,B&G83,0.83,1.6,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
171,29,B&G83,-0.71,-1.8,1,1983,0,0,0,0,0,1,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
172,29,B&G83,1.07,5.2,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
173,29,B&G83,0.32,1.2,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
174,29,B&G83,0.56,2.6,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,1,0,0,1,1,1,0,0,0,0,0
175,29,B&G83,0.89,24.8,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,1,1,0,0,0,0,0
176,29,B&G83,0.66,9.3,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,1,0,0,0,0,1,0
177,29,B&G83,0.97,6.2,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,0,1,0,0,0,0,0
178,29,B&G83,0.6,9.2,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,0,1,0,0,0,0,0
179,29,B&G83,0.54,9.9,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,0,0,0,0,0,1,0
180,29,B&G83,0.55,9.4,1,1983,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,0,0,0,0,0,1,0
181,29,B&G83,0.6,9.2,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,0,0,0,0,0,0
182,29,B&G83,0.54,9.7,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,0,0,0,0,0,0
190,29,B&G83,0.89,24.3,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,1,0,0,0,0,0
191,29,B&G83,0.54,6.8,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,0,0,0,0,1,0
192,29,B&G83,0.54,8.6,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,1,0,0,0,0,0
193,29,B&G83,0.57,10.3,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,0,0,0,0,1,0
194,29,B&G83,0.55,9.2,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,0,0,0,0,1,0
195,29,B&G83,0.54,8.6,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,0,0,0,0,0,0
196,29,B&G83,0.55,9.7,1,1983,0,0,0,0,0,0,0,0,1964,1978,1971.0,15,15,0,0,0,0,1,0,0,0,0,0,0,0
197,30,B&G84,0.89,24.3,1,1984,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,0,1,0,0,0,0,0
198,30,B&G84,0.55,9.2,1,1984,0,0,0,0,0,0,0,0,1960,1978,1969.0,19,19,0,0,0,0,1,0,0,0,0,0,0,1
293,33,B&R99,0.805,10.0625,1,1999,0,0,0,0,0,0,0,0,1974,1993,1983.5,20,80,0,0,1,0,0,0,0,1,0,0,0,0
294,33,B&R99,0.866,7.801801801801802,1,1999,0,0,0,0,0,0,0,0,1974,1993,1983.5,20,80,0,0,1,0,0,0,0,1,0,0,0,0
332,39,Ber82,0.362,9.1183879093199,1,1982,0,0,0,0,0,0,1,0,1972,1976,1974.0,5,20,0,0,1,0,0,1,0,0,0,0,1,0
333,40,BFG88=BFG86,0.247,0.97,1,1987,0,0,0,1,0,0,0,0,1968,1983,1975.5,16,192,0,1,0,1,1,1,0,0,0,0,0,0
335,40,BFG88=BFG86,0.381,1.73,1,1987,0,0,0,1,0,0,0,0,1968,1983,1975.5,16,192,0,1,0,1,1,1,0,0,0,0,0,0
336,40,BFG88=BFG86,0.198,0.72,1,1987,0,0,0,1,0,0,0,0,1968,1983,1975.5,16,192,0,1,0,1,1,1,0,0,0,0,0,0
337,40,BFG88=BFG86,0.193,1.01,1,1987,0,0,0,1,0,0,0,0,1968,1983,1975.5,16,192,0,1,0,1,1,1,0,0,0,0,0,0
354,46,Blo84,0.2174,2.42,1,1984,0,0,0,0,0,0,1,0,1936,1972,1954.0,37,37,0,1,0,0,1,1,0,0,0,0,0,1
355,46,Blo84,0.2219,2.54,1,1984,0,0,0,0,0,0,1,0,1936,1975,1955.5,40,40,0,1,0,0,1,1,0,0,0,0,0,1
356,46,Blo84,0.2228,2.47,1,1984,0,0,0,0,0,0,1,0,1936,1975,1955.5,40,40,0,1,0,0,1,1,0,0,0,0,0,1
358,48,Cas76qD&S90b,0.55,4.44,0,1976,0,0,0,0,0,0,0,0,1973,1976,1974.5,4,48,0,1,0,1,0,1,0,0,0,0,0,0
388,54,Cop03,0.165,9.166666666666668,1,2003,0,0,0,0,0,0,1,0,1994,1994,1994.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
389,54,Cop03,0.22,1.4666666666666668,1,2003,0,0,0,0,0,0,1,0,1994,1994,1994.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
390,54,Cop03,0.181,0.7869565217391303,1,2003,0,0,0,0,0,0,1,0,1994,1994,1994.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
393,57,D&H85,1.604,73.83,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
394,57,D&H85,1.565,42.41,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
395,57,D&H85,0.653,1.74,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
396,57,D&H85,1.032,7.71,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
397,57,D&H85,1.178,14.39,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
398,57,D&H85,2.38,25.66,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
399,57,D&H85,1.115,9.82,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
400,57,D&H85,1.66,33.12,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
401,57,D&H85,1.843,40.23,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
402,57,D&H85,1.728,50.61,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
403,57,D&H85,1.157,23.56,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
404,57,D&H85,1.115,9.82,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
405,57,D&H85,0.053,0.15,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
406,57,D&H85,1.753,3.22,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
407,57,D&H85,-0.001,-0.002,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
408,57,D&H85,0.718,3.05,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
409,57,D&H85,0.693,7.13,0,1985,0,0,0,0,0,0,0,1,1965,1979,1972.0,15,15,0,1,0,0,0,1,1,0,0,0,0,0
410,57,D&H85,1.66,33.12,0,1985,0,0,0,0,0,0,0,1,1965,1979,1972.0,15,15,0,0,0,0,0,1,1,0,0,0,0,0
411,57,D&H85,0.995,29.89,0,1985,0,0,0,0,0,0,0,1,1965,1979,1972.0,15,15,0,0,0,0,0,1,1,0,0,0,0,0
412,57,D&H85,0.954,2.26,0,1985,0,0,0,0,0,0,0,1,1965,1979,1972.0,15,15,0,1,0,0,0,1,1,0,0,0,0,0
413,57,D&H85,0.048,0.17,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
414,57,D&H85,1.407,10.03,0,1985,0,0,0,0,0,0,0,1,1970,1981,1975.5,12,12,0,1,0,0,0,1,1,0,0,0,0,0
415,57,D&H85,1.237,18.88,0,1985,0,0,0,0,1,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
416,57,D&H85,0.734,0.6,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
417,57,D&H85,0.573,1.57,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
418,57,D&H85,1.446,5.01,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
419,57,D&H85,2.322,7.46,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
420,57,D&H85,1.843,40.23,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
421,57,D&H85,1.58,8.46,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
422,57,D&H85,0.135,0.71,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
423,57,D&H85,1.827,9.99,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
424,57,D&H85,1.296,17.43,0,1985,0,0,1,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
425,57,D&H85,1.952,9.81,0,1985,0,0,0,1,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
426,57,D&H85,2.072,20.73,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
427,57,D&H85,1.602,7.49,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
428,57,D&H85,1.593,4.7,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
429,57,D&H85,1.191,4.91,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
430,57,D&H85,2.466,10.09,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
431,57,D&H85,0.339,0.78,0,1985,0,0,0,0,0,1,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
432,57,D&H85,1.952,10.33,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
433,57,D&H85,1.566,8.28,0,1985,0,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
434,57,D&H85,1.679,9.59,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
435,57,D&H85,0.855,14.07,0,1985,0,1,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
436,57,D&H85,1.127,3.52,0,1985,0,0,0,0,0,0,0,1,1970,1981,1975.5,12,12,0,1,0,0,0,1,1,0,0,0,0,0
437,57,D&H85,1.094,2.05,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
438,57,D&H85,1.253,10.65,0,1985,0,0,0,0,0,0,0,0,1965,1979,1972.0,15,15,0,1,0,0,0,1,1,0,0,0,0,0
439,57,D&H85,1.199,3.62,0,1985,0,0,0,0,0,0,0,1,1965,1979,1972.0,15,15,0,1,0,0,0,1,1,0,0,0,0,0
440,57,D&H85,1.118,5.84,0,1985,0,0,0,0,0,0,1,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
441,57,D&H85,1.157,23.56,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,0,0,0,0,1,1,0,0,0,0,0
442,57,D&H85,0.659,1.41,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
443,57,D&H85,2.448,9.47,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
444,57,D&H85,0.835,3.56,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
445,57,D&H85,1.167,5.24,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
446,57,D&H85,0.892,13.48,0,1985,0,0,0,0,0,0,0,1,1965,1970,1967.5,6,6,0,1,0,0,0,1,1,0,0,0,0,0
447,57,D&H85,1.234,2.31,0,1985,0,0,0,0,0,0,0,1,1970,1980,1975.0,11,11,0,1,0,0,0,1,1,0,0,0,0,0
448,57,D&H85,1.463,2.48,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
449,57,D&H85,1.064,1.71,0,1985,0,0,0,0,0,0,0,1,1965,1980,1972.5,16,16,0,1,0,0,0,1,1,0,0,0,0,0
450,57,D&H85,1.271,12.7,0,1985,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
451,57,D&H85,1.068,5.45,0,1985,1,0,0,0,0,0,0,0,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
452,57,D&H85,-0.226,-6.6,0,1985,0,0,0,0,0,0,0,1,1965,1982,1973.5,18,18,0,0,0,0,1,1,1,0,0,0,0,0
453,57,D&H85,-0.673,-4.37,0,1985,0,0,0,0,0,0,0,1,1965,1982,1973.5,18,18,0,0,0,0,1,1,1,0,0,0,0,0
454,57,D&H85,-0.091,-0.44,0,1985,0,0,0,0,0,0,0,1,1965,1982,1973.5,18,18,0,0,0,0,1,1,1,0,0,0,0,0
455,57,D&H85,-0.541,-6.37,0,1985,0,0,0,0,0,0,0,0,1965,1982,1973.5,18,18,0,0,0,0,1,1,1,0,0,0,0,0
456,57,D&H85,0.591,9.09,0,1985,0,0,0,0,0,0,0,1,1965,1982,1973.5,18,18,0,0,0,0,1,1,1,0,0,0,0,0
457,57,D&H85,0.287,1.45,0,1985,0,0,0,0,0,0,0,1,1965,1980,1972.5,16,16,0,0,0,0,0,1,1,0,0,0,0,0
458,57,D&H85,0.395,4.01,0,1985,0,0,0,0,0,0,0,1,1965,1982,1973.5,18,18,0,0,0,0,1,1,1,0,0,0,0,0
468,61,Dah78,0.322,2.21,1,1978,0,0,0,0,0,0,1,0,1936,1972,1954.0,37,37,0,1,0,0,1,1,0,1,0,0,0,0
469,61,Dah78,0.334,8.14,1,1978,0,1,0,0,0,0,0,0,1954,1973,1963.5,20,20,0,0,0,0,1,1,0,1,0,0,0,0
470,61,Dah78,0.48,7.42,1,1978,0,0,0,0,0,0,0,0,1960,1970,1965.0,11,11,0,0,0,0,1,1,0,1,0,0,0,0
471,62,Dah79,0.322,2.213,1,1979,0,0,0,0,0,0,1,0,1936,1972,1954.0,37,37,0,1,0,0,1,1,0,1,0,0,0,0
476,65,DAM87,1.021,24.303,0,1987,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
478,65,DAM87,0.582,2.723,0,1987,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,0,1,1,0,0,0,0,0
479,65,DAM87,1.911,0.699,0,1987,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,1,1,1,0,0,0,0,0
480,65,DAM87,0.162,0.318,0,1987,0,0,0,0,0,0,0,1,1965,1981,1973.0,17,17,0,1,0,0,1,1,1,0,0,0,0,0
481,66,Dap84,1.06,26.1,0,1984,0,0,0,0,0,0,0,1,1970,1983,1976.5,14,14,0,1,0,0,0,0,1,0,0,0,0,0
499,68,Dar88,1.91,43.9,0,1988,0,0,0,0,0,0,0,0,1960,1985,1972.5,26,26,0,1,0,0,0,1,1,0,0,0,0,0
514,71,Des85qd&s90b,1.45,69.0,0,1985,0,0,1,0,0,0,0,0,1962,1983,1972.5,22,22,0,1,0,0,0,1,1,0,0,0,0,0
515,71,Des85qd&s90b,1.35,77.0,0,1985,0,0,1,0,0,0,0,0,1962,1983,1972.5,22,22,0,1,0,0,0,1,1,0,0,0,0,0
517,71,Des85qd&s90b,0.54,5.0,0,1985,0,0,1,0,0,0,0,0,1962,1983,1972.5,22,22,0,1,0,0,1,1,1,0,0,0,0,0
518,71,Des85qd&s90b,0.86,7.0,0,1985,0,0,1,0,0,0,0,0,1962,1983,1972.5,22,22,0,1,0,0,1,1,1,0,0,0,0,0
519,71,Des85qd&s90b,1.53,60.0,0,1985,0,0,1,0,0,0,0,0,1962,1983,1972.5,22,22,0,1,0,0,0,1,1,0,0,0,0,0
520,72,DGL85,0.012,0.03,0,1985,0,1,0,0,0,0,0,0,1956,1971,1963.5,16,192,0,1,0,1,0,1,0,0,0,1,0,0
521,72,DGL85,-0.108,-0.18,0,1985,0,1,0,0,0,0,0,0,1956,1971,1963.5,16,192,0,1,0,1,0,1,0,0,0,1,0,0
522,72,DGL85,-0.256,-0.42,0,1985,0,1,0,0,0,0,0,0,1956,1971,1963.5,16,192,0,1,0,1,0,1,0,0,0,1,0,0
523,73,DHW74,0.88,8.8,0,1974,0,1,0,0,0,0,0,0,1956,1974,1965.0,19,19,0,0,0,0,1,1,1,0,0,0,0,0
524,73,DHW74,0.69,7.5,0,1974,0,1,0,0,0,0,0,0,1956,1974,1965.0,19,19,0,0,0,0,1,1,1,0,0,0,0,0
525,73,DHW74,0.69,7.5,0,1974,0,1,0,0,0,0,0,0,1956,1974,1965.0,19,19,0,0,0,0,1,1,1,0,0,0,0,0
