id,idstudy,study,country,habit,se,observations,no_cross,no_years,avg_year,micro,dsge,monthly,annual,external,durable_other,food,OLS,GMM,TSLS,bayes,min_distance,ML,panel,pub_year,citations,top,impact,deep,open,secord,exact,asset_returns,mp_match,n_matched,matched,n_observables,observables,seven_observ,no_cons,no_wage
13,3,Ferson and Constantides (1991),US,0.85,0.16,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
14,3,Ferson and Constantides (1991),US,0.79,1.16,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
15,3,Ferson and Constantides (1991),US,0.92,0.01,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
16,3,Ferson and Constantides (1991),US,0.62,0.18,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
17,3,Ferson and Constantides (1991),US,0.12,0.06,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
18,3,Ferson and Constantides (1991),US,0.74,0.64,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
19,3,Ferson and Constantides (1991),US,0.791,0.113,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
20,3,Ferson and Constantides (1991),US,0.621,0.261,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
21,3,Ferson and Constantides (1991),US,0.772,0.338,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
22,3,Ferson and Constantides (1991),US,0.652,0.639,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
23,3,Ferson and Constantides (1991),US,0.7,0.102,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
24,3,Ferson and Constantides (1991),US,0.62,0.24,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
25,3,Ferson and Constantides (1991),US,0.442,0.366,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
26,3,Ferson and Constantides (1991),US,0.225,0.703,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
27,3,Ferson and Constantides (1991),US,0.903,0.906,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
28,3,Ferson and Constantides (1991),US,-0.36,4.066,153,1.0,39,1967.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
29,3,Ferson and Constantides (1991),US,0.293,0.819,53,1.0,53,1958.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
30,3,Ferson and Constantides (1991),US,-0.375,0.784,153,1.0,39,1967.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
31,3,Ferson and Constantides (1991),US,-0.352,0.803,153,1.0,39,1967.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
32,3,Ferson and Constantides (1991),US,-0.476,19.42,53,1.0,53,1958.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1991,571,0,1.986,0,0,0,1,1,0,0,,0,,0,0,0
1,4,Bover (1991),US,0.3478,0.1,7065,785.0,9,1972.5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1991,52,0,1.991,0,0,0,0,0,0,0,,0,,0,0,0
2,4,Bover (1991),US,0.2205,0.09,7065,785.0,9,1972.5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1991,52,0,1.991,0,0,0,0,0,0,0,,0,,0,0,0
1,5,Braun et al. (1993),US,0.92,0.4,73,1.0,18,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
2,5,Braun et al. (1993),UK,0.82,3.08,73,1.0,18,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
3,5,Braun et al. (1993),France,0.69,5.67,73,1.0,18,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
4,5,Braun et al. (1993),Canada,0.93,5.04,73,1.0,18,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
5,5,Braun et al. (1993),Germany,0.63,20.4,73,1.0,18,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
6,5,Braun et al. (1993),Germany,0.74,0.19,68,1.0,27,1979.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
7,5,Braun et al. (1993),Japan,0.64,0.42,69,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
8,5,Braun et al. (1993),Japan,0.57,0.08,64,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
9,5,Braun et al. (1993),US,0.94,0.32,73,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
10,5,Braun et al. (1993),UK,0.72,5.61,73,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
11,5,Braun et al. (1993),France,0.6,1.52,73,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
12,5,Braun et al. (1993),Canada,-0.99,1002.4,73,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
13,5,Braun et al. (1993),Germany,0.57,1.27,73,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
14,5,Braun et al. (1993),Germany,0.72,0.16,68,1.0,27,1979.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
15,5,Braun et al. (1993),Japan,0.75,1.7,69,1.0,28,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
16,5,Braun et al. (1993),Japan,0.72,0.19,64,1.0,27,1979.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993,109,0,0.648,0,0,0,1,1,0,0,,0,,0,0,0
1,6,Heaton (1993),US,0.438,0.308,336,1.0,28,1972.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1993,268,1,3.445,0,0,0,0,0,0,0,,0,,0,0,0
2,6,Heaton (1993),US,0.754,0.069,336,1.0,28,1972.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1993,268,1,3.445,0,0,0,0,0,0,0,,0,,0,0,0
1,7,Naik and Moore (1996),US,0.486,0.006,22610,2261.0,10,1982.0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1996,112,0,1.17,0,0,0,0,0,0,0,,0,,0,0,0
2,7,Naik and Moore (1996),US,0.103,0.008,22610,2261.0,10,1982.0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1996,112,0,1.17,0,0,0,0,0,0,0,,0,,0,0,0
3,7,Naik and Moore (1996),US,0.081,0.006,22610,2261.0,10,1982.0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1996,112,0,1.17,0,0,0,0,0,0,0,,0,,0,0,0
4,7,Naik and Moore (1996),US,0.089,0.008,22610,2261.0,10,1982.0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1996,112,0,1.17,0,0,0,0,0,0,0,,0,,0,0,0
1,8,Dynan (2000),US,-0.039,0.069,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
2,8,Dynan (2000),US,-0.046,0.07,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
3,8,Dynan (2000),US,-0.038,0.078,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
4,8,Dynan (2000),US,-0.046,0.07,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
5,8,Dynan (2000),US,-0.085,0.076,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
6,8,Dynan (2000),US,-0.096,0.109,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
7,8,Dynan (2000),US,0.633,0.38,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
8,8,Dynan (2000),US,-0.058,0.069,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
9,8,Dynan (2000),US,-0.054,0.07,27188,3153.0,13,1980.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
10,8,Dynan (2000),US,-0.049,0.064,27188,3153.0,13,1980.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
11,8,Dynan (2000),US,-0.024,0.084,27188,3153.0,13,1980.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
12,8,Dynan (2000),US,-0.06,0.074,27188,3153.0,13,1980.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
13,8,Dynan (2000),US,-0.025,0.087,27188,3153.0,13,1980.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,352,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
1,9,Fuhrer (2000),US,0.8,0.19,120,1.0,30,1980.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,952,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
2,9,Fuhrer (2000),US,0.9,1.83,120,1.0,30,1980.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,952,1,1.543,0,0,0,0,0,0,0,,0,,0,0,0
1,10,Stock and Wright (2000),US,-0.116,0.187,123,1.0,123,1932.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
2,10,Stock and Wright (2000),US,-0.112,0.187,123,1.0,123,1932.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
3,10,Stock and Wright (2000),US,-0.082,0.318,123,1.0,123,1932.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
4,10,Stock and Wright (2000),US,-0.286,0.258,123,1.0,123,1932.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
5,10,Stock and Wright (2000),US,-0.443,0.074,64,1.0,32,1974.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
6,10,Stock and Wright (2000),US,-2.111,0.482,64,1.0,32,1974.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
7,10,Stock and Wright (2000),US,0.336,0.359,64,1.0,32,1974.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
8,10,Stock and Wright (2000),US,0.332,0.275,64,1.0,32,1974.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,562,1,3.445,0,0,0,1,1,0,0,,0,,0,0,0
1,11,Guariglia and Rossi (2002),UK,-0.382,0.01831255992329818,6386,1349.0,3,1996.0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2002,87,0,0.319,0,0,1,0,0,0,0,,0,,0,0,0
2,11,Guariglia and Rossi (2002),UK,-0.47,0.01727306137449467,6386,1349.0,3,1996.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2002,87,0,0.319,0,0,1,0,0,0,0,,0,,0,0,0
3,11,Guariglia and Rossi (2002),UK,-0.262,0.022072451558550973,6386,1349.0,3,1996.0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2002,87,0,0.319,0,0,1,0,0,0,0,,0,,0,0,0
4,11,Guariglia and Rossi (2002),UK,-0.272,0.021570182394924666,6386,1349.0,3,1996.0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2002,87,0,0.319,0,0,1,0,0,0,0,,0,,0,0,0
5,11,Guariglia and Rossi (2002),UK,-0.25,0.034387895460797804,6386,1349.0,3,1996.0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2002,87,0,0.319,0,0,1,0,0,0,0,,0,,0,0,0
6,11,Guariglia and Rossi (2002),UK,-0.252,0.02448979591836735,6386,1349.0,3,1996.0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2002,87,0,0.319,0,0,1,0,0,0,0,,0,,0,0,0
1,12,Baltagi et al. (2003),France,0.968,0.08486017357762778,504,21.0,24,1986.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
2,12,Baltagi et al. (2003),France,0.787,0.02550144194938596,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
3,12,Baltagi et al. (2003),France,0.822,0.023426144945709482,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
4,12,Baltagi et al. (2003),France,0.797,0.05493899496794651,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
5,12,Baltagi et al. (2003),France,0.716,0.07755632582322357,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
6,12,Baltagi et al. (2003),France,0.738,0.020022790167670522,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
7,12,Baltagi et al. (2003),France,0.788,0.029523060207560604,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
8,12,Baltagi et al. (2003),France,0.727,0.11794289422452953,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
9,12,Baltagi et al. (2003),France,0.721,0.022164156163541344,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
10,12,Baltagi et al. (2003),France,0.735,0.029712576302704453,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
11,12,Baltagi et al. (2003),France,0.902,0.09526827207435573,504,21.0,24,1986.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
12,12,Baltagi et al. (2003),France,0.58,0.13208836255978137,504,21.0,24,1986.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
13,12,Baltagi et al. (2003),France,0.096,0.14014598540145984,504,21.0,24,1986.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
14,12,Baltagi et al. (2003),France,0.59,0.03510859863135971,504,21.0,24,1986.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
15,12,Baltagi et al. (2003),France,0.807,0.061995851578704776,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
16,12,Baltagi et al. (2003),France,0.656,0.08316430020283976,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
17,12,Baltagi et al. (2003),France,0.4,0.07843137254901962,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
18,12,Baltagi et al. (2003),France,0.828,0.07906044113434545,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
19,12,Baltagi et al. (2003),France,0.641,0.11059351276742581,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
20,12,Baltagi et al. (2003),France,0.303,0.10455486542443064,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
21,12,Baltagi et al. (2003),France,0.812,0.04490902051877662,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
22,12,Baltagi et al. (2003),France,0.669,0.05780696448630433,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
23,12,Baltagi et al. (2003),France,0.529,0.05494391358537599,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
24,12,Baltagi et al. (2003),France,0.738,0.027494225467550853,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
25,12,Baltagi et al. (2003),France,0.662,0.030624045889808948,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
26,12,Baltagi et al. (2003),France,0.59,0.029130048385504096,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
