idstudy,study,depvar,real_pc_gdp,pc_gdp,gdp,real_gdp,ft,seft,pcc,sepcc,prec,tstat,n,t,samsize,ln_samsize,len,fddepth,fdacti1,fdacti2,fdbank,fdpricr,fdmktc,fdmkta,fdmkttr,fdother,fdnonl,fdchg,fdjoint,OLS,DOLS,IV,FE,RE,GMM,GMMSYS,GMMlev,GMM_all,Homo,Start,1960s,1970s,1980s,1990s,2000s,End,regcnt,endo,Year,Year_adj,regeap,regsa,regasi,regeu,reglac,regmena,regssa,regrow,macro,polstab,Trade,Income,Human,invest,fincri,timdum,Log,Panel,xsec,timser,journal impact,Notes,depvar_se,real_pc_gdp_se,pc_gdp_se,gdp_se,real_gdp_se,ft_se,seft_se,pcc_se,Unnamed: 81,prec_se,Unnamed: 83,n_se,t_se,samsize_se,ln_samsize_se,len_se,fddepth_se,fdacti1_se,fdacti2_se,fdbank_se,fdpricr_se,fdmktc_se,fdmkta_se,fdmkttr_se,fdother_se,fdnonl_se,fdchg_se,fdjoint_se,ols_se,dols_se,iv_se,fe_se,re_se,gmm_se,gmmsys_se,gmmlev_se,gmm_all_se,homo_se,start_se,sixtys_se,seventys_se,eightys_se,ninetys_se,mill_se,end_se,regcnt_se,endo_se,year _se,year_adj_se,regeap_se,regsa_se,regasi_se,regeu_se,reglac_se,regmena_se,regssa_se,regrow_se,macro_se,polstab_se,trade_se,income_se,human_se,invest_se,fincri_se,timdum_se,log _se,panel_se,xsec_se,timser_se,journal impact_se
2,Andersen (2003),2,0,1,0,0,0.270053097,0.141421356,0.263674241,0.132499619,7.547191531,1.99,60,1,60,4.0943445622221,35.0,,,1.0,,,,,,,,,,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,1,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.094383062,0.0,7.547191531,0.0,0.0,2.0381424465987217,1.067334060305736,1.9899999986180528,1.0000000023775268,56.96010000559813,15.01891114669,452.83149186,7.547191531,452.83149186,30.90080260499854,264.151703585,0.0,0.0,7.547191531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.547191531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14830.231358415,7.547191531,7.547191531,7.547191531,7.547191531,0.0,15086.835870469,45.283149186,7.547191531,15117.024636593,-20.75477671025,7.547191531,7.547191531,7.547191531,7.547191531,7.547191531,7.547191531,7.547191531,7.547191531,7.547191531,0.0,7.547191531,7.547191531,7.547191531,0.0,0.0,0.0,0.0,0.0,7.547191531,0.0,0.143396639089
2,Andersen (2003),2,0,1,0,0,0.268727869,0.141421356,0.262440719,0.132545818,7.544560955,1.98,60,1,60,4.0943445622221,35.0,,1.0,,,,,,,,,,,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,1,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.08912191,0.0,7.544560955,0.0,0.0,2.027433787977755,1.066962040680755,1.9800000015695265,1.0000000032313363,56.920400003710505,14.9382306909,452.6736573,7.544560955,452.6736573,30.890032120457427,264.059633425,0.0,7.544560955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.544560955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14825.062276575,7.544560955,7.544560955,7.544560955,7.544560955,0.0,15081.577349045,45.267365729999995,7.544560955,15111.755592865,-20.74754262625,7.544560955,7.544560955,7.544560955,7.544560955,7.544560955,7.544560955,7.544560955,7.544560955,7.544560955,0.0,7.544560955,7.544560955,7.544560955,0.0,0.0,0.0,0.0,0.0,7.544560955,0.0,0.143346658145
2,Andersen (2003),2,0,1,0,0,0.228765173,0.141421356,0.224856284,0.133843026,7.471438951,1.68,60,1,60,4.0943445622221,35.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,14.942877902,0.0,7.471438951,0.0,0.0,1.7092050241844534,1.0566210277216375,1.6799999986547178,0.9999999977761057,55.82239999851998,12.552017437679998,448.28633706,7.471438951,448.28633706,30.590645441001243,261.500363285,7.471438951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.471438951,0.0,7.471438951,7.471438951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14681.377538715,7.471438951,7.471438951,7.471438951,7.471438951,0.0,14935.406463049,44.828633706,0.0,14965.292218853,-20.54645711525,7.471438951,7.471438951,7.471438951,7.471438951,7.471438951,7.471438951,7.471438951,7.471438951,7.471438951,0.0,7.471438951,7.471438951,7.471438951,0.0,0.0,0.0,0.0,0.0,7.471438951,0.0,0.141957340069
2,Andersen (2003),2,0,1,0,0,0.28987494,0.141421356,0.282019703,0.131784908,7.588122297,2.14,60,1,60,4.0943445622221,35.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.176244594,0.0,7.588122297,0.0,0.0,2.1996064955555372,1.0731225447355748,2.1399999965276177,0.9999999988028937,57.57959999422856,16.23858171558,455.28733782,7.588122297,455.28733782,31.068387264198225,265.584280395,7.588122297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.588122297,0.0,7.588122297,7.588122297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14910.660313605,7.588122297,7.588122297,7.588122297,7.588122297,0.0,15168.656471703,45.528733782,0.0,15199.008960891,-20.86733631675,7.588122297,7.588122297,7.588122297,7.588122297,7.588122297,7.588122297,7.588122297,7.588122297,7.588122297,0.0,7.588122297,7.588122297,7.588122297,0.0,0.0,0.0,0.0,0.0,7.588122297,0.0,0.144174323643
2,Andersen (2003),2,0,1,0,0,0.3769898,0.141421356,0.36009043,0.128146061,7.803595325,2.81,60,1,60,4.0943445622221,35.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.60719065,0.0,7.803595325,0.0,0.0,2.941875840852685,1.1035950325367607,2.80999999612524,1.0000000025367648,60.896099996361855,21.92810286325,468.2157195,7.803595325,468.2157195,31.950608084695553,273.125836375,7.803595325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.803595325,0.0,7.803595325,7.803595325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15334.064813625,7.803595325,7.803595325,7.803595325,7.803595325,0.0,15599.387054675,46.82157195,0.0,15630.601435974999,-21.45988714375,7.803595325,7.803595325,7.803595325,7.803595325,7.803595325,7.803595325,7.803595325,7.803595325,7.803595325,0.0,7.803595325,7.803595325,7.803595325,0.0,0.0,0.0,0.0,0.0,7.803595325,0.0,0.148268311175
2,Andersen (2003),2,0,1,0,0,0.348656917,0.141421356,0.335183891,0.12941463,7.727101656,2.59,60,1,60,4.0943445622221,35.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.454203312,0.0,7.727101656,0.0,0.0,2.6941074407265546,1.0927771941413655,2.5899999992106237,1.0000000017836272,59.70810000215795,20.01319328904,463.62609936,7.727101656,463.62609936,31.637416646980988,270.44855796,7.727101656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.727101656,0.0,7.727101656,7.727101656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15183.754754040001,7.727101656,7.727101656,7.727101656,7.727101656,0.0,15446.476210344,46.362609936,0.0,15477.384616968,-21.249529554000002,7.727101656,7.727101656,7.727101656,7.727101656,7.727101656,7.727101656,7.727101656,7.727101656,7.727101656,0.0,7.727101656,7.727101656,7.727101656,0.0,0.0,0.0,0.0,0.0,7.727101656,0.0,0.14681493146400001
2,Andersen (2003),2,0,1,0,0,0.277994675,0.141421356,0.271048093,0.132218582,7.563233436,2.05,60,1,60,4.0943445622221,35.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.126466872,0.0,7.563233436,0.0,0.0,2.1025386209899537,1.069602728263659,2.0499999997416376,1.0000000002429077,57.20250000742836,15.504628543799999,453.79400616,7.563233436,453.79400616,30.966483691502972,264.71317026,0.0,0.0,7.563233436,0.0,0.0,0.0,0.0,0.0,0.0,7.563233436,0.0,7.563233436,7.563233436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14861.753701739999,7.563233436,7.563233436,7.563233436,7.563233436,0.0,15118.903638564,45.379400616,0.0,15149.156572308,-20.798891949,7.563233436,7.563233436,7.563233436,7.563233436,7.563233436,7.563233436,7.563233436,7.563233436,7.563233436,0.0,7.563233436,7.563233436,7.563233436,0.0,0.0,0.0,0.0,0.0,7.563233436,0.0,0.143701435284
2,Andersen (2003),2,0,1,0,0,0.382110899,0.141421356,0.364539258,0.127908512,7.818088002,2.85,60,1,60,4.0943445622221,35.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.636176004,0.0,7.818088002,0.0,0.0,2.987376634905334,1.1056446065701706,2.8499999992277822,1.0000000030208729,61.12250000701635,22.2815508057,469.08528012,7.818088002,469.08528012,32.00994609796255,273.63308007,0.0,0.0,7.818088002,0.0,0.0,0.0,0.0,0.0,0.0,7.818088002,0.0,7.818088002,7.818088002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15362.54292393,7.818088002,7.818088002,7.818088002,7.818088002,0.0,15628.357915998,46.908528012,0.0,15659.630268006,-21.4997420055,7.818088002,7.818088002,7.818088002,7.818088002,7.818088002,7.818088002,7.818088002,7.818088002,7.818088002,0.0,7.818088002,7.818088002,7.818088002,0.0,0.0,0.0,0.0,0.0,7.818088002,0.0,0.14854367203799998
2,Andersen (2003),2,0,1,0,0,0.351244084,0.141421356,0.3374784,0.129302069,7.733828289,2.61,60,1,60,4.0943445622221,35.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.467656578,0.0,7.733828289,0.0,0.0,2.7164614331830923,1.0937284837015397,2.6099999968464576,0.9999999990584298,59.81210000373667,20.18529183429,464.02969734,7.733828289,464.02969734,31.6649578002266,270.683990115,0.0,0.0,7.733828289,0.0,0.0,0.0,0.0,0.0,0.0,7.733828289,0.0,7.733828289,7.733828289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15196.972587885,7.733828289,7.733828289,7.733828289,7.733828289,0.0,15459.922749711,46.402969733999996,0.0,15490.858062866999,-21.26802779475,7.733828289,7.733828289,7.733828289,7.733828289,7.733828289,7.733828289,7.733828289,7.733828289,7.733828289,0.0,7.733828289,7.733828289,7.733828289,0.0,0.0,0.0,0.0,0.0,7.733828289,0.0,0.14694273749099998
2,Andersen (2003),2,0,1,0,0,0.329182391,0.141421356,0.317785927,0.130240134,7.678124771,2.44,60,1,60,4.0943445622221,35.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,15.356249542,0.0,7.678124771,0.0,0.0,2.5275034705141075,1.0858508166520096,2.439999997973898,0.9999999990437594,58.9535999990438,18.73462444124,460.68748626,7.678124771,460.68748626,31.436888404206663,268.734366985,0.0,0.0,7.678124771,0.0,0.0,0.0,0.0,0.0,0.0,7.678124771,0.0,7.678124771,7.678124771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15087.515175015,7.678124771,7.678124771,7.678124771,7.678124771,0.0,15348.571417229,46.068748626,0.0,15379.283916313001,-21.11484312025,7.678124771,7.678124771,7.678124771,7.678124771,7.678124771,7.678124771,7.678124771,7.678124771,7.678124771,0.0,7.678124771,7.678124771,7.678124771,0.0,0.0,0.0,0.0,0.0,7.678124771,0.0,0.145884370649
2,Andersen (2003),2,0,1,0,0,0.232778642,0.141421356,0.228663375,0.133721272,7.478241772,1.71,60,1,60,4.0943445622221,35.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,0,0.0,1965,1.0,1.0,1.0,1.0,,1999,6,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.0,,1.0,,0.019,,14.956483544,0.0,7.478241772,0.0,0.0,1.7407749642338335,1.0575830918920828,1.7100000026515005,1.0000000020753739,55.924100000485694,12.787793430119999,448.69450631999996,7.478241772,448.69450631999996,30.618498534170364,261.73846202,0.0,7.478241772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.478241772,0.0,7.478241772,7.478241772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14694.74508198,7.478241772,7.478241772,7.478241772,7.478241772,0.0,14949.005302227999,44.869450631999996,0.0,14978.918269316,-20.565164873,7.478241772,7.478241772,7.478241772,7.478241772,7.478241772,7.478241772,7.478241772,7.478241772,7.478241772,0.0,7.478241772,7.478241772,7.478241772,0.0,0.0,0.0,0.0,0.0,7.478241772,0.0,0.142086593668
