idstudy,idcountry,author,elasticity,se,precision,tstat,weight,instrument_se,instrument_sec,inverted_estimate,direct_estimate,higher_frequency,annual_frequency,lower_frequency,micro_data,sectoral_data,aggregated_data,country_estimate,region_estimate,cross_section,data_midyear,united_states,europe,developed_country,developing_country,manufacturing_sector,onelevel_ces_function,multilevel_ces_function,other_function,time_control,location_control,macro_control,age_control,capital_control,dynamic_model,unit_fixed_effects,time_fixed_effects,ols_method2,iv_method2,natural_experiment,impact_factor,citations,published_study,top_journal,publication_year,midyear,pubyear,country,reference
66,1,Reshef (2007),-1.37,3.605263157894737,0.2773722627737226,-0.38,0.005434782608695652,0.8321168,,0,1,0,1,0,0,1,0,1,0,0,4.143134726391533,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1991.0,2007,Brazil,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,1,Reshef (2007),4.42,4.9111111111111105,0.20361990950226247,0.9,0.005434782608695652,0.6108598,,0,1,0,1,0,0,1,0,1,0,0,4.143134726391533,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1991.0,2007,Brazil,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,1,Reshef (2007),-32.06,534.3333333333334,0.0018714909544603866,-0.06,0.005434782608695652,0.6108598,,0,1,0,1,0,0,1,0,1,0,0,4.143134726391533,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1991.0,2007,Brazil,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
20,2,Card & Lemieux (2001),-14.492753623188404,51.87985717286284,0.019275303643724696,-0.27935222672064774,0.2,,17.17668,1,0,0,1,0,0,0,1,1,0,0,3.8918202981106265,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,5.106,4.316747098311591,1,1,3.4657359027997265,1977.0,2001,Canada,"Card, D. & T. Lemieux (2001): Can falling supply explain the rising return to college for younger men? A cohort-based analysis. The Quarterly Journal of Economics 116(2): pp. 705-746."
62,2,Murphy et al. (1998),1.36986301369863,0.24394820791893418,4.099230769230768,5.615384615384614,0.3333333333333333,,,1,0,0,1,0,0,0,1,1,0,0,4.0943445622221,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.511,2.7331298854992334,0,0,3.367295829986474,1988.0,1998,Canada,"Murphy, K. M., W. C. Riddell, & P. M. Romer (1998): Wages, skills, and technology in the United States and Canada. Working Paper 6638, National Bureau of Economic Research."
35,3,Gallego (2012),1.7,0.6296296296296295,1.5882352941176472,2.7,0.5,,28.66454,1,0,0,1,0,0,1,0,1,0,0,3.9512437185814275,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.143,1.9859154836690125,1,0,3.7612001156935624,1980.0,2012,Chile,"Gallego, F. A. (2012): Skill premium in Chile: Studying skill upgrading in the South. World Development 40(3): pp. 594-609."
35,3,Gallego (2012),1.4,0.36082474226804123,2.7714285714285714,3.88,0.5,,33.92283,1,0,0,1,0,0,1,0,1,0,0,3.9512437185814275,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.143,1.9859154836690125,1,0,3.7612001156935624,1980.0,2012,Chile,"Gallego, F. A. (2012): Skill premium in Chile: Studying skill upgrading in the South. World Development 40(3): pp. 594-609."
66,3,Reshef (2007),0.79,0.43169398907103823,2.3164556962025316,1.83,0.005434782608695652,29.48367,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.69,0.3709677419354838,2.695652173913044,1.86,0.005434782608695652,11.43668,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.65,0.5038759689922481,1.9846153846153847,1.29,0.005434782608695652,16.84002,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.32,0.27350427350427353,3.6562499999999996,1.17,0.005434782608695652,15.51215,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.1,0.2,5.0,0.5,0.005434782608695652,51.7204,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),1.62,0.2887700534759358,3.4629629629629632,5.61,0.005434782608695652,14.69211,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.17,0.25,4.0,0.68,0.005434782608695652,27.71281,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.57,0.3630573248407643,2.754385964912281,1.57,0.005434782608695652,11.68587,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.46,0.20087336244541484,4.978260869565218,2.29,0.005434782608695652,36.5826,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.19,0.10795454545454546,9.263157894736842,1.76,0.005434782608695652,39.30025,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.54,0.2297872340425532,4.351851851851852,2.35,0.005434782608695652,31.97945,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
