Idstudy,IdEstimate,Title,Author,Author_Affiliation,Journal_Name,Num_Citations,Year,Model_Class,Model_Paradigm,Publication_Status,Augmented_base_model,Augmentation_Description,Augmentation_Category,Ramsey_Rule,HH_Included,Firms_Included,Banks_Included,Government_Included,HH_Maximization_Type,HH_Maximized_Vars,Producer_Type,Producer_Assumption,Other_Agent_Included,Other_Agent_Assumptions,Empirical_Research,Country,Calibration_Frequency,Nominal_Friction_Type,Wage_Rigidity_Type,Money_Demand_Tech,Indexation_Type,Flexible_Price_Assumption,Exogenous_Inflation,Growth_Included,Households_discount_factor,Consumption_curvature_parameter,Disutility_of_labor,Inverse_of_labor_supply_elastici,Money_curvature_parameter,Loan_to_value_ratio,Labor_share_of_output,Depositors_discount_factor,Price_adjustment_cost,Elasticity_of_substitution_betwe,AR1_coefficient_of_TFP,Std_dev_to_TFP_shock,Zero_Lower_Bound,Results_Table,Results_Inflation,Inflation_Unit,Horizon,Results_Inflation_CI_Low,Results_Inflation_CI_High,Results_Inflation_CI_Level,Results_Inflation_Assumption,Preferred_Estimate,Reason_for_Preferred,Std_Dev_Inflation,SE_Derivation,Interest_Rate,Impact_Factor,Policy_Regime,Shock_Type,Welfare_Criterion,Steady_State_Type,Sensitivity_Type,Expectations,Sample_Size,Sample_Period_Start,Sample_Period_End,Estimator_Type,Impact_Factor_Source,Num_Citations_Source,Results_Inflation_Annualized_Pct,Unit_Mixed_In_Paper,Outlier_Flag,Manual_Review_Required,Affiliation_Class,Estimate,SE_from_CI,SE_reported,SE_bootstrap,SE,SE_source,se_is_genuine,Estimate_win,SE_win,tstat,precision,PR_Estimated_policy,PR_Friedman_rule,PR_Inflation_targeting,PR_Laissez_faire,PR_Optimized_Taylor_rule,PR_Other,PR_Ramsey,PR_Ramsey_discretion,PR_Taylor_rule,PR_Zero_inflation,SHK_Cost_push,SHK_Financial,SHK_Government_spending,SHK_Markup,SHK_Multiple,SHK_Preference,SHK_Risk_premium,SHK_TFP,SHK_Wage_markup,WC_conditional_efficient_SS,WC_consumption_equivalent,WC_first_order_approx,WC_second_order_approx,WC_unconditional,SST_deterministic,SST_stochastic,SST_transition,SEN_baseline,SEN_comparison,SEN_extension,SEN_robustness_mechanism,SEN_robustness_parameter,EXP_adaptive,EXP_boundedly_rational,EXP_heterogeneous,EXP_learning,EXP_rational,EST_Bayesian,EST_GMM,EST_calibration,NFT_Calvo_prices,NFT_Calvo_prices_and_wages,NFT_Rotemberg_prices,NFT_Taylor_contracts,NFT_flexible,NFT_information_friction,NFT_menu_cost,NFT_other,WRT_Calvo_wages,WRT_DNWR,WRT_Rotemberg_wages,WRT_Taylor_wages,WRT_none,WRT_other,WRT_search_and_matching,WRT_sticky_real_wages,MDT_CIA,MDT_MIU,MDT_cashless,MDT_none,MDT_transactions_technology,IND_hybrid,IND_none,IND_past_inflation,IND_trend_inflation,PUB_NBER_WP,PUB_preprint,PUB_published,PUB_working_paper,MC_DSGE,MP_New_Keynesian,AUG_ZLB,AUG_financial_frictions,AUG_fiscal_policy,AUG_heterogeneous_agents,AUG_labor_market_frictions,AUG_open_economy,AUG_other,HZ_long_run,HZ_short_run,FlexiblePrices,StickyPrices,ZLB,ExogInfl,Growth,Ramsey,Preferred,LCitations,LIF
9002,23,Optimal long-run inflation with occasionally binding financial constraints,"Abo-Zaid, S.",Texas Tech University,European Economic Review,21.0,2015.0,DSGE,New Keynesian,published,1.0,New Keynesian model with occasionally binding collateral constraints on intermediate-good firms hiring labor. Entrepreneurs face hold-up problem requiring collateral to back wage payments. Financial friction arises from constraint that hiring l,financial_frictions,1.0,1.0,1.0,0.0,1.0,expected utility,"consumption, labor (disutility)","intermediate-good firms (entrepreneurs), final-good firms","intermediate-good firms: linear production in labor, face collateral constraint on hiring; final-good firms: monopolistic competition, Rotemberg quadratic price adjustment costs",1.0,"Entrepreneurs: more impatient than households (additional discount factor delta), accumulate net worth via share purchases, remit profits to households lump-sum",0.0,US,Q,Rotemberg_prices,none,cashless,none,0.0,0.0,0.0,0.99,1.5,,0.2,13.33,0.89,,0.99,18.47,6.0,,,0.0,Section 6.3 p.34,2.07,annual_pct,long_run,,,,"Robustness: with money demand (MIU), markup shock",0,,,,,2.669,Ramsey,Markup,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,2.07,0,,,university,2.07,,,0.25804915995329275,0.25804915995329275,bootstrap,0,2.07,0.25804915995329275,8.021727334336886,3.875230596298013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,3.091042453358316,1.299919145373145
9002,24,Optimal long-run inflation with occasionally binding financial constraints,"Abo-Zaid, S.",Texas Tech University,European Economic Review,21.0,2015.0,DSGE,New Keynesian,published,1.0,New Keynesian model with occasionally binding collateral constraints on intermediate-good firms hiring labor. Entrepreneurs face hold-up problem requiring collateral to back wage payments. Financial friction arises from constraint that hiring l,financial_frictions,1.0,1.0,1.0,0.0,1.0,expected utility,"consumption, labor (disutility)","intermediate-good firms (entrepreneurs), final-good firms","intermediate-good firms: linear production in labor, face collateral constraint on hiring; final-good firms: monopolistic competition, Rotemberg quadratic price adjustment costs",1.0,"Entrepreneurs: more impatient than households (additional discount factor delta), accumulate net worth via share purchases, remit profits to households lump-sum",0.0,US,Q,Rotemberg_prices,none,cashless,none,0.0,0.0,0.0,0.99,1.5,,0.2,,0.89,,0.99,18.47,6.0,0.95,,1.0,Section 6.4 p.34,1.55,annual_pct,long_run,,,,"Robustness: with ZLB constraint, TFP shock",0,,,,,2.669,Ramsey,TFP,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,1.55,0,,,university,1.55,,,0.25804915995329275,0.25804915995329275,bootstrap,0,1.55,0.25804915995329275,6.0066074242619205,3.875230596298013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,1,0,3.091042453358316,1.299919145373145
9002,25,Optimal long-run inflation with occasionally binding financial constraints,"Abo-Zaid, S.",Texas Tech University,European Economic Review,21.0,2015.0,DSGE,New Keynesian,published,1.0,New Keynesian model with occasionally binding collateral constraints on intermediate-good firms hiring labor. Entrepreneurs face hold-up problem requiring collateral to back wage payments. Financial friction arises from constraint that hiring l,financial_frictions,1.0,1.0,1.0,0.0,1.0,expected utility,"consumption, labor (disutility)","intermediate-good firms (entrepreneurs), final-good firms","intermediate-good firms: linear production in labor, face collateral constraint on hiring; final-good firms: monopolistic competition, Rotemberg quadratic price adjustment costs",1.0,"Entrepreneurs: more impatient than households (additional discount factor delta), accumulate net worth via share purchases, remit profits to households lump-sum",0.0,US,Q,Rotemberg_prices,none,cashless,none,0.0,0.0,0.0,0.99,1.5,,0.2,,0.89,,0.99,18.47,6.0,,,1.0,Section 6.4 p.34,2.58,annual_pct,long_run,,,,"Robustness: with ZLB constraint, markup shock",0,,,,,2.669,Ramsey,Markup,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,2.58,0,,,university,2.58,,,0.25804915995329275,0.25804915995329275,bootstrap,0,2.58,0.25804915995329275,9.998094938448874,3.875230596298013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,1,0,3.091042453358316,1.299919145373145
9002,26,Optimal long-run inflation with occasionally binding financial constraints,"Abo-Zaid, S.",Texas Tech University,European Economic Review,21.0,2015.0,DSGE,New Keynesian,published,1.0,New Keynesian model with occasionally binding collateral constraints on intermediate-good firms hiring labor. Entrepreneurs face hold-up problem requiring collateral to back wage payments. Financial friction arises from constraint that hiring l,financial_frictions,1.0,1.0,1.0,0.0,1.0,expected utility,"consumption, labor (disutility)","intermediate-good firms (entrepreneurs), final-good firms","intermediate-good firms: linear production in labor, face collateral constraint on hiring; final-good firms: monopolistic competition, Rotemberg quadratic price adjustment costs",1.0,"Entrepreneurs: more impatient than households (additional discount factor delta), accumulate net worth via share purchases, remit profits to households lump-sum",0.0,US,Q,Rotemberg_prices,none,cashless,none,0.0,0.0,0.0,0.99,1.5,,0.2,,0.89,,0.99,18.47,6.0,0.95,,0.0,Section 5.1 p.28,0.0,annual_pct,long_run,,,,Deterministic steady state optimal inflation (no shocks),0,,,,,2.669,Ramsey,,,deterministic,comparison,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,0.0,0,,,university,0.0,,,0.25804915995329275,0.25804915995329275,bootstrap,0,0.0,0.25804915995329275,0.0,3.875230596298013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,3.091042453358316,1.299919145373145
9002,27,Optimal long-run inflation with occasionally binding financial constraints,"Abo-Zaid, S.",Texas Tech University,European Economic Review,21.0,2015.0,DSGE,New Keynesian,published,1.0,New Keynesian model with occasionally binding collateral constraints on intermediate-good firms hiring labor. Entrepreneurs face hold-up problem requiring collateral to back wage payments. Financial friction arises from constraint that hiring l,financial_frictions,1.0,1.0,1.0,0.0,1.0,expected utility,"consumption, labor (disutility)","intermediate-good firms (entrepreneurs), final-good firms","intermediate-good firms: linear production in labor, face collateral constraint on hiring; final-good firms: monopolistic competition, Rotemberg quadratic price adjustment costs",1.0,"Entrepreneurs: more impatient than households (additional discount factor delta), accumulate net worth via share purchases, remit profits to households lump-sum",0.0,US,Q,Rotemberg_prices,none,cashless,none,0.0,0.0,0.0,0.99,1.5,,0.2,,,,0.99,18.47,6.0,0.95,,0.0,Section 5.2 p.29,0.0,annual_pct,long_run,,,,"No credit frictions case (α=0 or μ=0), optimal inflation is zero",0,,,,,2.669,Ramsey,Multiple,unconditional,stochastic,comparison,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,0.0,0,,,university,0.0,,,0.25804915995329275,0.25804915995329275,bootstrap,0,0.0,0.25804915995329275,0.0,3.875230596298013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,3.091042453358316,1.299919145373145
9003,1,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,1.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,0.0,11.0,0.95,0.0063,0.0,Table 2 p.290,-3.9333,annual_pct,long_run,,,,"Perfect competition in deposit market, flexible deposits, flexible prices",0,,0.0246,,0.0,1.781,Ramsey,TFP,unconditional,stochastic,comparison,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-3.9333,0,,,university,-3.9333,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-3.85,0.30889126044098547,-12.46393308280586,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,2.3978952727983707,1.0228105752518277
9003,2,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,0.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,,11.0,0.95,0.0063,0.0,Table 2 p.290,-0.8022,annual_pct,long_run,,,,"Perfect competition in deposit market, flexible deposits, sticky prices",0,,0.0068,,3.2025,1.781,Ramsey,TFP,unconditional,stochastic,comparison,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-0.8022,0,,,university,-0.8022,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-0.8022,0.30889126044098547,-2.5970304205264574,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,2.3978952727983707,1.0228105752518277
9003,3,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,1.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,0.0,11.0,0.95,0.0063,0.0,Table 2 p.290,-1.976,annual_pct,long_run,,,,"Imperfect competition in deposit market, flexible deposits, flexible prices",0,,0.0084,,2.0353,1.781,Ramsey,TFP,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-1.976,0,,,university,-1.976,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-1.976,0.30889126044098547,-6.397073187434904,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,2.3978952727983707,1.0228105752518277
9003,4,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,0.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,,11.0,0.95,0.0063,0.0,Table 2 p.290,-0.6904,annual_pct,long_run,,,,"Imperfect competition in deposit market, flexible deposits, sticky prices",0,,0.0041,,3.3769,1.781,Ramsey,TFP,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-0.6904,0,,,university,-0.6904,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-0.6904,0.30889126044098547,-2.2350907533426407,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,2.3978952727983707,1.0228105752518277
9003,5,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,1.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,0.0,11.0,0.95,0.0063,0.0,Table 2 p.290,-1.9204,annual_pct,long_run,,,,"Imperfect competition in deposit market, sticky deposits, flexible prices",0,,0.2138,,2.0364,1.781,Ramsey,TFP,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-1.9204,0,,,university,-1.9204,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-1.9204,0.30889126044098547,-6.21707456940789,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,2.3978952727983707,1.0228105752518277
9003,6,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,0.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,,11.0,0.95,0.0063,0.0,Table 2 p.290,-0.7593,annual_pct,long_run,,,,"Imperfect competition in deposit market, sticky deposits, sticky prices; perfect competition in loan market",0,,0.0679,,3.3112,1.781,Ramsey,TFP,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-0.7593,0,,,university,-0.7593,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-0.7593,0.30889126044098547,-2.4581465947466206,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,2.3978952727983707,1.0228105752518277
9003,7,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,1.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,0.0,11.0,0.95,0.0063,0.0,Table 3 p.291,-1.8617,annual_pct,long_run,,,,"Imperfect competition in deposit and loan markets, flexible deposits, sticky loans, flexible prices",0,,0.3979,,2.0354,1.781,Ramsey,TFP,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-1.8617,0,,,university,-1.8617,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-1.8617,0.30889126044098547,-6.027040057210304,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,2.3978952727983707,1.0228105752518277
9003,8,Optimal monetary policy with the cost channel and monopolistically-competitive banks,"Abo-Zaid, S. (2015)",Texas Tech University,Journal of Macroeconomics,10.0,2015.0,DSGE,New Keynesian,published,1.0,"New Keynesian model with cost channel (working capital), monopolistically-competitive banking sector with market power in deposit and loan markets, deposit and loan adjustment costs, and money-in-the-utility function with cash and deposits as i",financial_frictions,1.0,1.0,1.0,1.0,0.0,expected utility,"consumption, labor, real money balances (cash and deposits)","intermediate firms, final firms",intermediate firms: monopolistic competition with Rotemberg price adjustment costs; final firms: perfect competition with CES aggregation,0.0,,0.0,US,Q,Rotemberg_prices,none,MIU,none,0.0,0.0,0.0,0.99,1.0,,0.333,1.0,,,,,11.0,0.95,0.0063,0.0,Table 3 p.291,-0.8602,annual_pct,long_run,,,,"Imperfect competition in deposit and loan markets, flexible deposits, sticky loans, sticky prices",0,,0.0062,,3.2006,1.781,Ramsey,TFP,unconditional,stochastic,robustness_mechanism,rational,,,,calibration,OpenAlex_2yr_mean_citedness,OpenAlex,-0.8602,0,,,university,-0.8602,,,0.30889126044098547,0.30889126044098547,bootstrap,0,-0.8602,0.30889126044098547,-2.7847987630726236,3.2373852163132106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,2.3978952727983707,1.0228105752518277
