author,pub_year,idstudy,dep_var,exp_var,tuition,tuition_se,no_exp_var,no_obs,no_df,est_per_study,startyear,endyear,midyear,timespan,ln_timespan,cit_google,cit_repec,model,endogeneity,unemployment,income,shortrun,linear,doublelog,semilog,boxcox,country,idcountry,usa,published,ln_pub_year,ln_google,tstat,pcc,pcc_se,pcc_precsq,pcc_prec,tseries,panel,cross,instrument,ols,fe,male,female,private,public,invperst,invperstsq
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-2.836,0.352,3,17,14,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-8.056818181818182,-0.9069663187756233,0.1125712779298376,78.91231921487604,8.883260618425874,1,0,0,0.2672612419124244,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-2.278,0.279,3,17,14,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-8.164874551971325,-0.9090891456515505,0.11134147130675269,80.66517644942894,8.981379429098235,1,0,0,0.2672612419124244,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,0.725,0.475,3,17,14,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,1.5263157894736843,0.37770792149620563,0.24746381063544506,16.32963988919668,4.040994913285178,1,0,0,0.2672612419124244,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-2.997,1.238,3,17,14,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-2.4208400646203554,-0.5432145253315761,0.22439091837186895,19.860466618471087,4.456508343812573,1,0,0,0.2672612419124244,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,0.547,0.537,3,17,14,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,1.0186219739292366,0.2626781266465827,0.2578759671100821,15.03759072577149,3.877833251413925,1,0,0,0.2672612419124244,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.749,0.217,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-3.4516129032258065,-0.6653282006644865,0.19275863757569234,26.91363163371489,5.1878349659289364,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-2.206,0.924,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-2.3874458874458875,-0.5247463610502647,0.21979403336828857,20.69989786548228,4.549714042165978,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.427,0.167,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-2.55688622754491,-0.5509498549880918,0.21547687537004998,21.53766718060884,4.640869226837666,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-1.082,0.15,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-7.213333333333334,-0.8810373848264141,0.12214011804432727,67.03217777777779,8.18731810654611,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-1.516,0.194,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-7.814432989690721,-0.8959917285276802,0.1146585721202968,76.06536295036669,8.721545903701172,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.654,0.123,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-5.317073170731708,-0.8083004684950774,0.1520198128821017,43.27126710291494,6.578089928156572,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.524,0.353,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-1.4844192634560909,-0.3578888504704711,0.2410968782749547,17.20350054971952,4.1477102779388435,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.699,0.11,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-6.3545454545454545,-0.8539000573522146,0.13437626081365323,55.38024793388432,7.441790640288419,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-5.338,1.191,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-4.481947942905122,-0.7566384091088382,0.168819098023347,35.08785736291144,5.9235004315785655,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-1.85,0.171,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-10.818713450292398,-0.9414892378136163,0.08702414036006939,132.04456071953766,11.49106438584075,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,0.152,0.367,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,0.4141689373297003,0.1063316979726682,0.25673508655242916,15.171535908648814,3.8950655846402396,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.276,0.102,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-2.705882352941177,-0.5727225864764728,0.21165834717608772,22.32179930795848,4.724595147518831,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.699,0.137,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-5.102189781021897,-0.7965140910544384,0.1561122038261203,41.03234056156427,6.405649113209704,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-1.864,0.769,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-2.423927178153446,-0.5305202020921178,0.21886804474723098,20.875422964990925,4.568963007619008,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Agarwal & Winkler (1985),1985,1,enrollment,tuition,-0.167,0.213,2,17,15,30,1954,1973,1963.5,20,2.995732273553991,105,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.593374,4.663439,-0.7840375586854461,-0.198412869595195,0.2530655163100391,15.614714893429436,3.9515458865397775,1,0,0,0.2581988897471611,1,0,0,0,0,0,0.03333333333333333,0.0011111111111111111
Alexander & Frey (1984),1984,2,enrollment,tuition,-0.64,0.296296296296296,3,13,10,4,1964,1976,1970.0,13,2.5649493574615367,12,0,OLS,0,1,1,0,0,0,1,0,USA,1,1,1,7.59287,2.564949,-2.1600000000000024,-0.5640321159281498,0.26112597959636535,14.66560000000001,3.829569166368459,0,1,0,0.31622776601683794,1,0,0,0,0,0,0.25,0.0625
Alexander & Frey (1984),1984,2,enrollment,tuition,-0.22,0.134969325153374,3,13,10,4,1964,1976,1970.0,13,2.5649493574615367,12,0,OLS,0,1,1,0,1,0,0,0,USA,1,1,1,7.59287,2.564949,-1.6300000000000028,-0.45816713141158505,0.28108412970035845,12.65690000000001,3.5576537212044697,0,1,0,0.31622776601683794,1,0,0,0,0,0,0.25,0.0625
Alexander & Frey (1984),1984,2,enrollment,tuition,-0.33,0.277310924369748,3,13,10,4,1964,1976,1970.0,13,2.5649493574615367,12,0,OLS,0,1,1,0,0,0,1,0,USA,1,1,1,7.59287,2.564949,-1.1899999999999995,-0.35219896811101287,0.29596551942101934,11.416099999999998,3.3787719662622986,0,1,0,0.31622776601683794,1,0,0,0,0,0,0.25,0.0625
Alexander & Frey (1984),1984,2,enrollment,tuition,-0.48,0.296296296296296,3,13,10,4,1964,1976,1970.0,13,2.5649493574615367,12,0,OLS,0,1,1,0,0,1,0,0,USA,1,1,1,7.59287,2.564949,-1.6200000000000014,-0.45594204338033384,0.2814457057903293,12.624400000000001,3.553083168179434,0,1,0,0.31622776601683794,1,0,0,0,0,0,0.25,0.0625
Allen & Shen (1999),1999,3,enrollment,tuition,-0.636,0.310243902439024,4,1802,1798,5,1959,1993,1976.0,35,3.5553480614894135,59,7,2SLS,1,1,1,0,0,1,0,0,USA,1,1,1,7.600402,4.094345,-2.0500000000000025,-0.04828942867233185,0.023555818864552096,1802.2024999999996,42.45235564724294,0,1,0,0.023583331531828913,0,0,0,0,1,0,0.2,0.04
Allen & Shen (1999),1999,3,enrollment,tuition,-1.082,0.351298701298701,6,1802,1796,5,1959,1993,1976.0,35,3.5553480614894135,59,7,2SLS,1,1,1,0,0,1,0,0,USA,1,1,1,7.600402,4.094345,-3.0800000000000027,-0.07248591172133317,0.02353438692251075,1805.4864,42.49101552093101,0,1,0,0.023596458909150436,0,0,0,0,1,0,0.2,0.04
Allen & Shen (1999),1999,3,enrollment,tuition,-1.086,0.310285714285714,5,1802,1797,5,1959,1993,1976.0,35,3.5553480614894135,59,7,2SLS,1,1,1,0,0,1,0,0,USA,1,1,1,7.600402,4.094345,-3.5000000000000036,-0.0822846362646551,0.023509896075615717,1809.2499999999998,42.53527947480773,0,1,0,0.023589892481053584,0,0,0,0,1,0,0.2,0.04
Allen & Shen (1999),1999,3,enrollment,tuition,-1.054,0.327329192546584,5,954,949,5,1975,1993,1984.0,19,2.9444389791664403,59,7,2SLS,1,1,1,0,0,1,0,0,USA,1,1,1,7.600402,4.094345,-3.219999999999999,-0.10395925701390725,0.032285483544691705,959.3684,30.97367269149721,0,1,0,0.032461373658059775,0,0,0,0,1,0,0.2,0.04
Allen & Shen (1999),1999,3,enrollment,tuition,-1.53,0.475155279503106,5,954,949,5,1975,1993,1984.0,19,2.9444389791664403,59,7,2SLS,1,1,1,0,0,1,0,0,USA,1,1,1,7.600402,4.094345,-3.2199999999999975,-0.10395925701390721,0.032285483544691705,959.3684,30.97367269149721,0,1,0,0.032461373658059775,0,0,0,0,1,0,0.2,0.04
Berger & Kostal (2002),2002,4,enrollment,tuition,-0.00631,0.00109,10,288,278,2,1990,1995,1992.5,6,1.791759469228055,0,0,2SLS,1,1,1,1,1,0,0,0,USA,1,1,1,7.601902,0.0,-5.788990825688073,-0.32799345803236873,0.05665814092793692,311.5124147799006,17.649714297401548,0,1,0,0.05997601439040672,0,0,0,0,1,0,0.5,0.25
Berger & Kostal (2002),2003,4,enrollment,tuition,-0.0003,0.00022,10,288,278,2,1990,1995,1992.5,6,1.791759469228055,0,0,2SLS,1,1,1,1,1,0,0,0,USA,1,1,1,7.601902,0.0,-1.3636363636363635,-0.08151331279981441,0.05977642938653058,279.8595041322314,16.729001886909792,0,1,0,0.05997601439040672,0,0,0,0,0,1,0.5,0.25
Bezmen & Depken (1998),1998,5,enrollment,tuition,-0.217,0.0348538387407645,13,1134,1121,3,1994,1994,1994.0,1,0.0,25,5,OLS,0,0,1,1,0,1,0,0,USA,1,1,1,7.599902,3.258096,-6.226000000000005,-0.18282032534125445,0.029364009852434033,1159.763076,34.0552943901532,0,0,1,0.029867384554474945,1,0,0,0,0,0,0.3333333333333333,0.1111111111111111
Bezmen & Depken (1998),1998,5,enrollment,tuition,0.2108,0.0411317073170732,12,1134,1122,3,1994,1994,1994.0,1,0.0,25,5,OLS,0,0,1,1,0,1,0,0,USA,1,1,1,7.599902,3.258096,5.1249999999999964,0.1512420961397187,0.029510652905310988,1148.265625,33.88606830247499,0,0,1,0.029854071701326607,1,0,0,0,1,0,0.3333333333333333,0.1111111111111111
Bezmen & Depken (1998),1998,5,enrollment,tuition,-0.0419,0.0462472406181015,13,1134,1121,3,1994,1994,1994.0,1,0.0,25,5,OLS,0,0,1,1,0,1,0,0,USA,1,1,1,7.599902,3.258096,-0.9060000000000008,-0.027049948752179264,0.02985645557635678,1121.8208359999999,33.493593954665414,0,0,1,0.029867384554474945,1,0,0,0,0,1,0.3333333333333333,0.1111111111111111
Bruckmeier et al. (2013),2013,6,enrollment,tuition,-0.56,0.179,10,344,334,4,2003,2010,2006.5,8,2.0794415416798357,2,0,OLS,0,1,1,1,1,0,0,0,Germany,4,0,1,7.607381,1.098612,-3.128491620111732,-0.16872909630678778,0.05393305042663395,343.7874598171094,18.54150640636055,0,1,0,0.054717565516458275,1,0,1,0,0,1,0.25,0.0625
Bruckmeier et al. (2013),2013,6,enrollment,tuition,-0.296,0.102,8,344,336,4,2003,2010,2006.5,8,2.0794415416798357,2,0,FE,0,1,1,1,1,0,0,0,Germany,4,0,1,7.607381,1.098612,-2.9019607843137254,-0.15636749913195835,0.053883394971147816,344.4213763936947,18.558593060727816,0,1,0,0.0545544725589981,0,1,1,0,0,1,0.25,0.0625
Bruckmeier et al. (2013),2013,6,enrollment,tuition,-0.634,0.262,10,344,334,4,2003,2010,2006.5,8,2.0794415416798357,2,0,OLS,0,1,1,1,1,0,0,0,Germany,4,0,1,7.607381,1.098612,-2.4198473282442747,-0.13126251233728603,0.05424412970405196,339.8556610920109,18.435174560931365,0,1,0,0.054717565516458275,1,0,0,1,0,1,0.25,0.0625
Bruckmeier et al. (2013),2013,6,enrollment,tuition,-0.27,0.0887,8,344,336,4,2003,2010,2006.5,8,2.0794415416798357,2,0,FE,0,1,1,1,1,0,0,0,Germany,4,0,1,7.607381,1.098612,-3.043968432919955,-0.16381867115382673,0.05381746715312752,345.2657438206132,18.58132782716599,0,1,0,0.0545544725589981,0,1,0,1,0,1,0.25,0.0625
Buss et al. (2004),2004,7,enrollment,tuition,-0.6,0.361,18,138,120,6,1988,1998,1993.0,11,2.3978952727983707,42,3,OLS,0,0,1,0,0,1,0,0,USA,1,1,1,7.602901,3.7612,-1.6620498614958448,-0.15000693798132614,0.0902541743520979,122.76240974209837,11.079819932747029,1,0,0,0.09128709291752768,1,0,0,0,1,0,0.16666666666666666,0.027777777777777776
Buss et al. (2004),2004,7,enrollment,tuition,-0.761,0.157,7,333,326,6,1988,1998,1993.0,11,2.3978952727983707,42,3,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.602901,3.7612,-4.8471337579617835,-0.25927742433432616,0.05349087466555743,349.4947056675727,18.694777497140016,1,0,0,0.05538487756217113,1,0,0,0,1,0,0.16666666666666666,0.027777777777777776
Buss et al. (2004),2004,7,enrollment,tuition,-0.6,0.361,16,138,122,6,1988,1998,1993.0,11,2.3978952727983707,42,3,OLS,0,0,0,0,0,0,1,0,USA,1,1,1,7.602901,3.7612,-1.6620498614958448,-0.1487997396268722,0.08952784334216812,124.76240974209833,11.16970947438197,1,0,0,0.09053574604251853,1,0,0,0,1,0,0.16666666666666666,0.027777777777777776
Buss et al. (2004),2004,7,enrollment,tuition,-1.27,0.228,20,168,148,6,1988,1998,1993.0,11,2.3978952727983707,42,3,OLS,0,0,1,0,0,1,0,0,USA,1,1,1,7.602901,3.7612,-5.5701754385964914,-0.41630323285183224,0.0747379032206439,179.02685441674356,13.380091719294885,1,0,0,0.08219949365267865,1,0,0,0,1,0,0.16666666666666666,0.027777777777777776
Buss et al. (2004),2004,7,enrollment,tuition,-1.18,0.127,10,356,346,6,1988,1998,1993.0,11,2.3978952727983707,42,3,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.602901,3.7612,-9.291338582677165,-0.4468596241550734,0.04809421378618163,432.32897265794537,20.792522036971498,1,0,0,0.053760333057047034,1,0,0,0,1,0,0.16666666666666666,0.027777777777777776
Buss et al. (2004),2004,7,enrollment,tuition,-0.069,0.0082,10,356,346,6,1988,1998,1993.0,11,2.3978952727983707,42,3,OLS,0,0,0,0,0,0,1,0,USA,1,1,1,7.602901,3.7612,-8.414634146341463,-0.4121622593089711,0.048981601830921206,416.8060678167756,20.415828854513247,1,0,0,0.053760333057047034,1,0,0,0,1,0,0.16666666666666666,0.027777777777777776
Campbell & Siegel (1967),1967,8,enrollment,tuition,-0.44,0.1506,2,450,448,1,1927,1963,1945.2222222222222,9,2.1972245773362196,293,0,OLS,0,0,1,1,0,1,0,0,USA,1,1,1,7.584265,5.68358,-2.921646746347941,-0.13673830136393697,0.046801791330474796,456.53601971044554,21.366703529333805,0,1,0,0.0472455591261534,1,0,0,0,0,1,1.0,1.0
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.143,0.192,6,48,42,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-0.7447916666666666,-0.11417235718570623,0.1532943537038853,42.55471462673611,6.523397475758786,0,1,0,0.1543033499620919,1,0,1,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.377,0.292,6,47,41,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-1.291095890410959,-0.19765727707177558,0.15309263900519485,42.666928598236076,6.531992697350179,0,1,0,0.15617376188860607,1,0,1,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.228,0.131,7,48,41,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-1.7404580152671756,-0.2622969153030529,0.15070568379254354,44.029194102907766,6.63544980411334,0,1,0,0.15617376188860607,1,0,1,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.318,0.154,7,47,40,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-2.064935064935065,-0.3103711049581332,0.15030550365897016,44.26395682239837,6.6531163241294955,0,1,0,0.15811388300841897,1,0,1,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.044,0.13,7,47,40,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-0.3384615384615384,-0.05343900068554487,0.15788795657092805,40.11455621301774,6.333605309222998,0,1,0,0.15811388300841897,1,0,1,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.01,0.136,6,48,42,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-0.07352941176470588,-0.01134510436345406,0.15429341934297522,42.00540657439446,6.481157811255213,0,1,0,0.1543033499620919,1,0,0,1,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.076,0.159,6,47,41,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-0.4779874213836478,-0.07444196842491539,0.1557404339415993,41.228471975000986,6.42094011613572,0,1,0,0.15617376188860607,1,0,0,1,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.149,0.142,7,48,41,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-1.0492957746478875,-0.1617154846903434,0.1541181129263675,42.101021622693914,6.48853000476178,0,1,0,0.15617376188860607,1,0,0,1,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.185,0.143,7,47,40,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-1.2937062937062938,-0.20040326166765035,0.15490630496472432,41.673675974375286,6.455515159487683,0,1,0,0.15811388300841897,1,0,0,1,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,0.026,0.121,7,47,40,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,0.21487603305785125,0.03395529243041842,0.1580227070800242,40.046171709582666,6.328204461739733,0,1,0,0.15811388300841897,1,0,0,1,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.102,0.167,6,48,42,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-0.6107784431137724,-0.09382937776455498,0.1536226086929479,42.37305030657247,6.509458526373178,0,1,0,0.1543033499620919,1,0,0,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.294,0.247,6,47,41,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-1.1902834008097165,-0.1827601713600817,0.1535434092719054,42.416774574243135,6.512816178447165,0,1,0,0.15617376188860607,1,0,0,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.201,0.13,7,48,41,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-1.5461538461538462,-0.234722606288286,0.15181064088297105,43.39059171597633,6.5871535366937,0,1,0,0.15617376188860607,1,0,0,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.287,0.147,7,47,40,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-1.9523809523809523,-0.2949640287769784,0.1510791366906475,43.81179138321995,6.619047619047619,0,1,0,0.15811388300841897,1,0,0,0,0,0,0.05,0.0025
