e_w,Forward,Horizontal,Lagged,Quadratic,Differences,No_of_firms,Data_year,Year_FE,Sector_FE,Competition,Fully_owned,Joint_ventures,Services,Assets,Output,POLS,Random,GMM,Real_linkages,Impact_factor,Citations,Pub_year
0.046,1,0,0,0,0,6.102558594613569,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
0.473,0,0,1,0,0,6.42648845745769,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
-0.062,1,0,1,0,0,6.42648845745769,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
0.793,0,0,1,0,0,5.950642552587727,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
0.01,1,0,1,0,0,5.950642552587727,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
0.326,0,0,0,0,0,6.568077911411976,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
-0.047,1,0,0,0,0,6.568077911411976,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
0.358,0,0,0,0,0,6.102558594613569,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
0.052,1,0,0,0,0,6.102558594613569,3.5,1,1,0,0,0,0,0,1,1,0,0,1,0.038,1.5714285714285714,7
0.258,0,0,0,0,0,6.568077911411976,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.024,1,0,0,0,0,6.568077911411976,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.356,0,0,0,0,0,6.102558594613569,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.08,1,0,0,0,0,6.102558594613569,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.109,0,0,0,0,0,5.579729825986222,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
-0.265,1,0,0,0,0,5.579729825986222,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.104,0,0,0,0,1,6.406879986069314,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
-0.03,1,0,0,0,1,6.406879986069314,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.181,0,0,1,0,1,6.238324625039508,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
-0.022,1,0,1,0,1,6.238324625039508,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.026,0,0,0,0,1,5.932245187448011,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
-0.034,1,0,0,0,1,5.932245187448011,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.224,0,0,1,0,1,5.75890177387728,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
-0.034,1,0,1,0,1,5.75890177387728,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.348,0,0,0,0,0,6.568077911411976,3.5,0,0,0,0,0,0,0,1,0,0,1,1,0.038,1.5714285714285714,7
0.333,1,0,0,0,0,6.568077911411976,3.5,0,0,0,0,0,0,0,1,0,0,1,1,0.038,1.5714285714285714,7
0.658,0,0,0,0,0,6.102558594613569,3.5,0,0,0,0,0,0,0,1,0,0,1,1,0.038,1.5714285714285714,7
0.151,1,0,0,0,0,6.102558594613569,3.5,0,0,0,0,0,0,0,1,0,0,1,1,0.038,1.5714285714285714,7
0.608,0,0,0,0,0,6.095824562432225,3.5,0,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.122,1,0,0,0,0,6.095824562432225,3.5,0,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.732,0,0,0,0,0,6.5638555265321274,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.044,1,0,0,0,0,6.5638555265321274,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.718,0,0,0,0,0,6.5638555265321274,3.5,1,1,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
-0.0002,1,0,0,0,0,6.5638555265321274,3.5,1,1,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
0.875,0,0,0,0,0,6.095824562432225,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.068,1,0,0,0,0,6.095824562432225,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.86,0,0,0,0,0,6.095824562432225,3.5,1,1,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
0.043,1,0,0,0,0,6.095824562432225,3.5,1,1,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
0.378,0,0,0,0,1,6.400257445308821,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.102,1,0,0,0,1,6.400257445308821,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.466,0,0,1,0,1,6.2324480165505225,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.127,1,0,1,0,1,6.2324480165505225,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.208,0,0,0,0,1,5.921578419643816,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.136,1,0,0,0,1,5.921578419643816,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.493,0,0,1,0,1,5.749392985908253,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.052,1,0,1,0,1,5.749392985908253,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.947,0,0,0,0,0,5.820082930352362,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.038,1,0,0,0,0,5.820082930352362,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
1.275,0,0,0,0,0,5.4638318050256105,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.056,1,0,0,0,0,5.4638318050256105,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.965,0,0,0,0,1,5.655991810819852,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.122,1,0,0,0,1,5.655991810819852,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.429,0,0,1,0,1,5.493061443340548,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.032,1,0,1,0,1,5.493061443340548,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.818,0,0,0,0,1,5.303304908059076,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.06,1,0,0,0,1,5.303304908059076,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.525,0,0,1,0,1,5.147494476813453,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.197,1,0,1,0,1,5.147494476813453,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.574,0,0,0,0,0,6.4457198193855785,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.057,1,0,0,0,0,6.4457198193855785,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.654,0,0,0,0,0,5.937536205082426,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.128,1,0,0,0,0,5.937536205082426,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.778,0,0,0,0,0,5.659482215759621,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.071,1,0,0,0,0,5.659482215759621,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.776,0,0,0,0,0,5.659482215759621,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
-0.019,1,0,0,0,0,5.659482215759621,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
0.704,0,0,1,0,0,6.401917196727186,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0.038,1.5714285714285714,7
-0.378,1,0,1,0,0,6.401917196727186,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0.038,1.5714285714285714,7
0.726,0,0,1,0,0,5.921578419643816,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0.038,1.5714285714285714,7
-0.469,1,0,1,0,0,5.921578419643816,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0.038,1.5714285714285714,7
0.753,0,0,1,0,0,5.8888779583328805,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0.038,1.5714285714285714,7
-0.372,1,0,1,0,0,5.8888779583328805,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0.038,1.5714285714285714,7
0.7,0,0,0,0,0,6.522092798170152,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.025,1,0,0,0,0,6.522092798170152,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.715,0,0,0,0,0,6.249975242259483,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.138,1,0,0,0,0,6.249975242259483,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.888,0,0,0,0,0,6.068425588244111,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.076,1,0,0,0,0,6.068425588244111,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.6,0,0,0,0,0,5.786897381366708,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.097,1,0,0,0,0,5.786897381366708,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.839,0,0,0,0,0,5.6240175061873385,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
-0.043,1,0,0,0,0,5.6240175061873385,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0.038,1.5714285714285714,7
0.808,0,0,0,0,0,5.351858133476067,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
-0.167,1,0,0,0,0,5.351858133476067,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
0.233,0,0,0,0,0,5.4680601411351315,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
-0.032,1,0,0,0,0,5.4680601411351315,3.5,1,0,0,0,0,0,0,1,0,0,0,1,0.038,1.5714285714285714,7
0.75,0,0,0,0,0,5.659482215759621,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
0.03,1,0,0,0,0,5.659482215759621,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
0.845,0,0,0,0,0,5.351858133476067,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.038,1.5714285714285714,7
-0.075,1,0,0,0,0,5.351858133476067,3.5,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0.1,4
1.186,0,0,0,0,0,8.80926561216931,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.037,1,0,0,0,0,8.80926561216931,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.058,0,1,0,0,0,8.80926561216931,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
1.097,0,0,0,0,0,8.80926561216931,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.064,1,0,0,0,0,8.80926561216931,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.033,0,1,0,0,0,8.80926561216931,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.123,0,0,1,0,0,8.480529207044645,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.013,1,0,1,0,0,8.480529207044645,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.027,0,1,1,0,0,8.480529207044645,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.142,0,0,1,0,0,8.480529207044645,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.013,1,0,1,0,0,8.480529207044645,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.015,0,1,1,0,0,8.480529207044645,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
1.275,0,0,0,0,0,8.448700194970938,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.04,1,0,0,0,0,8.448700194970938,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.069,0,1,0,0,0,8.448700194970938,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.993,0,0,0,0,0,8.448700194970938,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.038,1,0,0,0,0,8.448700194970938,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.038,0,1,0,0,0,8.448700194970938,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
-0.01,0,0,1,0,0,8.108021221376747,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.004,1,0,1,0,0,8.108021221376747,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.032,0,1,1,0,0,8.108021221376747,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.059,0,0,1,0,0,8.108021221376747,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.044,1,0,1,0,0,8.108021221376747,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.041,0,1,1,0,0,8.108021221376747,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.1,4
0.092,0,0,0,0,1,8.094073148069352,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
0.105,1,0,0,0,1,8.094073148069352,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
0.048,0,1,0,0,1,8.094073148069352,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
0.047,0,0,0,0,1,7.71333788887187,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
0.181,1,0,0,0,1,7.71333788887187,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
0.058,0,1,0,0,1,7.71333788887187,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
-0.063,0,0,1,0,1,7.483806687665835,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
-0.199,1,0,1,0,1,7.483806687665835,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
-0.003,0,1,1,0,1,7.483806687665835,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
-0.045,0,0,1,0,1,7.101675971619444,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
-0.266,1,0,1,0,1,7.101675971619444,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
0.002,0,1,1,0,1,7.101675971619444,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.1,4
0.087,0,0,0,0,1,8.094073148069352,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
0.094,1,0,0,0,1,8.094073148069352,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
0.06,0,1,0,0,1,8.094073148069352,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
0.019,0,0,0,0,1,7.71333788887187,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
0.183,1,0,0,0,1,7.71333788887187,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
0.07,0,1,0,0,1,7.71333788887187,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
1.038,0,0,0,0,1,7.6676260915849905,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
-2.303,1,0,0,0,1,7.6676260915849905,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
1.21,0,1,0,0,1,7.6676260915849905,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
1.113,0,0,0,0,1,7.27931883541462,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
-2.303,1,0,0,0,1,7.27931883541462,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,4
1.275,0,1,0,0,1,7.27931883541462,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0.309,17.428571428571427,0
0.03,0,1,0,0,1,8.290292591224315,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0.309,17.428571428571427,0
0.3,0,0,0,0,1,8.290292591224315,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0.309,17.428571428571427,0
-0.5,1,0,0,0,1,8.290292591224315,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0.14,22.75,10
0.026,0,1,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,22.75,10
0.166,0,1,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,22.75,10
0.022,0,0,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,22.75,10
-0.3196,0,0,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,22.75,10
-0.043,0,1,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,22.75,10
0.084,0,1,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,22.75,10
0.111,0,0,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,22.75,10
-0.229,0,0,0,0,1,9.900483043515829,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.2852812,0,1,0,0,0,9.340139809511028,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.2718702,0,0,0,0,0,9.340139809511028,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
0.2193351,1,0,0,0,0,9.340139809511028,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-2.303,1,0,0,1,0,9.340139809511028,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.11885900400000005,0,1,0,1,0,9.340139809511028,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
1.275,0,0,0,1,0,9.340139809511028,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
0.6209436220000002,1,0,0,1,0,9.340139809511028,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.271,0,1,0,0,1,8.896177422274805,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.93,0,0,0,0,1,8.896177422274805,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
1.275,1,0,0,0,1,8.896177422274805,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.142,0,1,0,0,0,9.234056898593499,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.588,0,0,0,0,0,9.234056898593499,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
0.127,1,0,0,0,0,9.234056898593499,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-0.891,0,1,0,0,0,8.809862805379057,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
-2.303,0,0,0,0,0,8.809862805379057,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.148,2.3,4
1.275,1,0,0,0,0,8.809862805379057,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0.099,4.4,4
-0.115,0,1,0,0,1,9.629182277125986,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.533,0,0,0,0,1,9.629182277125986,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.406,1,0,0,0,1,9.629182277125986,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.105,0,1,0,0,1,9.683837890476173,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.521,0,0,0,0,1,9.683837890476173,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.372,1,0,0,0,1,9.683837890476173,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.087,0,1,0,0,1,9.969134833771983,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.871,0,0,0,0,1,9.969134833771983,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.561,1,0,0,0,1,9.969134833771983,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.157,0,1,0,0,1,9.464827539570322,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.884,0,0,0,0,1,9.464827539570322,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.319,1,0,0,0,1,9.464827539570322,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.14,0,1,0,0,1,9.520761931397454,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.874,0,0,0,0,1,9.520761931397454,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.261,1,0,0,0,1,9.520761931397454,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.131,0,1,0,0,1,9.81432841621631,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.303,0,0,0,0,1,9.81432841621631,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.385,1,0,0,0,1,9.81432841621631,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.023,0,1,0,0,1,8.20849175174038,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.303,0,0,0,0,1,8.20849175174038,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.303,1,0,0,0,1,8.20849175174038,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
0.206,0,1,0,0,1,8.485702524324866,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.097,0,0,0,0,1,8.485702524324866,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
0.878,1,0,0,0,1,8.485702524324866,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.91,0,1,0,0,1,8.385032287813898,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
1.275,0,0,0,0,1,8.385032287813898,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.303,1,0,0,0,1,8.385032287813898,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.167,0,1,0,0,1,9.129780864117766,4.5,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.967,0,0,0,0,1,9.129780864117766,4.5,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.018,1,0,0,0,1,9.129780864117766,4.5,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.083,0,1,0,0,1,9.210140351973516,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.02,0,0,0,0,1,9.210140351973516,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.105,1,0,0,0,1,9.210140351973516,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.029,0,1,0,0,1,8.758883680017025,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.019,0,0,0,0,1,8.758883680017025,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
0.247,1,0,0,0,1,8.758883680017025,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.415,0,1,0,0,1,8.579040594742317,3.0,1,0,0,0,0,1,1,1,0,0,0,0,0.099,4.4,4
-2.303,0,0,0,0,1,8.579040594742317,3.0,1,0,0,0,0,1,1,1,0,0,0,0,0.099,4.4,4
