label,idstudy,pubyear,reviewed,dollaryear,emissionyear,tolweight,scc,sccmean,sccbg,sccmed,stdev,stdlow,stdup,iie,mmi,dim,sce,fund,dicerice,page,cdr,prtp,rra,growth,ies,eweight,climatesens,hope,nordhaus,tol,pigou,dataset,citations,sjr,perstudy
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,540.3947977470557,0.0,0.0,1,,153.17312861311103,428.8847601167108,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,480.35093133071615,0.0,0.0,1,,145.51447218245548,398.2501343940887,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,915.6689628491777,0.0,0.0,1,,268.05297507294426,750.5483302042442,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,382.9328215327776,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1365.997960971724,0.0,0.0,1,,413.5674472553998,1095.1878695837438,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,390.2851317062069,0.0,0.0,1,,99.56253359852218,252.73566221163318,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,428.88476011671094,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,405.9087908247442,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,191.4664107663888,1263.678311058166,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,195.14256585310346,0.0,0.0,1,,53.61059501458887,1248.3609981968548,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,135.09869943676392,0.0,0.0,1,,38.29328215327776,1263.678311058166,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,270.19739887352785,0.0,0.0,1,,76.58656430655552,2067.8372362769987,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,38.29328215327776,1194.750403182266,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,105.07676622859417,0.0,0.0,1,,45.951938583933305,2389.500806364532,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,90.06579962450928,0.0,0.0,1,,38.29328215327776,2167.399769875521,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,105.07676622859417,0.0,0.0,1,,45.951938583933305,2780.0922843279645,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,90.06579962450928,0.0,0.0,1,,38.29328215327776,2496.7219963937096,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,168.4904414744221,482.4953551312998,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,168.4904414744221,520.7886372845775,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,160.83178504376656,459.51938583933315,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1080.7895954941114,0.0,0.0,1,,321.6635700875332,1041.577274569155,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,720.5263969960743,0.0,0.0,1,,206.78372362769989,643.3271401750663,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1831.3379256983553,0.0,0.0,1,,566.7405758685107,1807.44291763471,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,420.30706491437667,0.0,0.0,1,,114.87984645983326,283.37028793425543,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,168.4904414744221,536.1059501458886,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,168.4904414744221,482.4953551312998,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,660.4825305797347,0.0,0.0,1,,214.4423800583554,1539.3899425617658,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,210.15353245718833,0.0,0.0,1,,61.26925144524441,1462.8033782552104,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,38.29328215327776,1470.4620346858658,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,300.2193320816976,0.0,0.0,1,,84.24522073721106,2481.404683532399,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,195.14256585310346,0.0,0.0,1,,53.61059501458887,2083.15454913831,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,120.08773283267904,0.0,0.0,1,,53.61059501458886,2818.3855664812427,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,90.06579962450928,0.0,0.0,1,,38.29328215327776,2626.919155714854,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,120.08773283267904,0.0,0.0,1,,53.61059501458886,3500.005988809587,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,120.08773283267904,0.0,0.0,1,,53.61059501458886,3392.7847987804093,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,720.5263969960743,0.0,0.0,1,,206.78372362769989,735.2310173429329,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,735.5373636001592,0.0,0.0,1,,214.44238005835544,788.8416123575216,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,630.460597371565,0.0,0.0,1,,191.4664107663888,650.9857966057219,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1621.184393241167,0.0,0.0,1,,497.8126679926108,2060.1785798463434,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1621.184393241167,0.0,0.0,1,,497.8126679926108,2060.1785798463434,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,3422.5003857313527,0.0,0.0,1,,1110.505182445055,5070.030557093975,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,480.35093133071615,0.0,0.0,1,,130.19715932114437,359.956852240811,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,720.5263969960743,0.0,0.0,1,,206.78372362769989,934.3560845399772,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,720.5263969960743,0.0,0.0,1,,206.78372362769989,735.2310173429329,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,825.6031632246684,0.0,0.0,1,,275.71163150359985,2404.818119225843,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,255.18643226944297,0.0,0.0,1,,76.58656430655553,1998.9093284010987,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,165.12063264493366,0.0,0.0,1,,45.9519385839333,2014.22664126241,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,390.2851317062069,0.0,0.0,1,,114.87984645983329,3637.861804561387,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,390.2851317062069,0.0,0.0,1,,114.87984645983329,3637.861804561387,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,61.26925144524441,4143.333128984653,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,105.07676622859417,0.0,0.0,1,,45.951938583933305,3691.4723995759755,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,135.09869943676392,0.0,0.0,1,,53.61059501458886,4855.58817703562,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,180.13159924901856,0.0,0.0,1,,76.58656430655552,5705.699040838386,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,0,23,0.0,144
Marten & Newbold (2012),79,2012,1,2007,2015,0.022222222222222223,42.41748094131113,1.0,0.0,0,,,,0,1,0,1,0,1,0,2.5,,,,,0.0,,0,0,0,0.0,0,15,1.6,3
Marten & Newbold (2012),79,2012,1,2007,2015,0.022222222222222223,142.67698134804652,1.0,0.0,0,,90.50111889148016,90.50111889148016,0,1,0,1,0,1,0,3.0,,,,,0.0,,0,0,0,0.0,0,15,1.6,3
Marten & Newbold (2012),79,2012,1,2007,2015,0.022222222222222223,223.65580859964052,1.0,0.0,0,,,,0,1,0,1,0,1,0,5.0,,,,,0.0,,0,0,0,0.0,0,15,1.6,3
Perrissin-Fabert et al. (2012),80,2012,0,2010,2020,1.0,51.27708532575102,0.0,0.0,1,,21.327684444525723,55.50666592613759,0,1,0,1,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,7,0.0,1
Tol (2012),81,2012,1,1990,2015,1.0,48.3827390971691,1.0,0.0,0,,23.833861624221232,30.643536373998728,1,1,0,1,0,1,0,,3.0,,,,0.0,,0,0,1,0.0,0,30,1.65,1
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,535.1815370078741,1.0,0.0,0,,,,0,1,1,1,1,0,0,,0.1,1.0,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,209.68574015748032,1.0,0.0,0,,,,0,1,1,1,1,0,0,,0.1,1.5,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,88.81060314960631,1.0,0.0,0,,,,0,1,1,1,1,0,0,,0.1,2.0,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,147.60273595800524,1.0,0.0,0,,,,0,1,1,1,1,0,0,,1.0,1.0,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,64.55831181102361,1.0,0.0,0,,,,0,1,1,1,1,0,0,,1.0,1.5,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,73.54382152230971,1.0,0.0,0,,,,0,1,1,1,1,0,0,,1.0,1.5,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,470.63753333333335,1.0,0.0,0,,,,0,1,1,1,1,0,0,,1.0,1.5,,,1.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,28.988284514435698,1.0,0.0,0,,,,0,1,1,1,1,0,0,,1.0,2.0,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,14.336752755905511,1.0,0.0,0,,,,0,1,1,1,1,0,0,,3.0,1.0,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,5.537248818897638,1.0,0.0,0,,,,0,1,1,1,1,0,0,,3.0,1.5,,,0.0,,0,0,1,0.0,0,24,1.56,11
Anthoff & Tol (2013),82,2013,1,1995,2015,0.09090909090909091,1.0158776902887139,1.0,0.0,0,,,,0,1,1,1,1,0,0,,3.0,2.0,,,0.0,,0,0,1,0.0,0,24,1.56,11
van den Bijgaart et al. (2013),83,2013,0,2010,2015,0.25,233.59893758300134,0.0,0.0,1,2046.0485651214128,2046.0485651214128,2046.0485651214128,1,1,1,0,0,0,0,0.1,2.0,,,,0.0,3.0,0,0,0,1.0,0,3,0.0,4
van den Bijgaart et al. (2013),83,2013,0,2010,2015,0.25,38.778220451527226,0.0,0.0,1,284.10596026490066,284.10596026490066,284.10596026490066,1,1,1,0,0,0,0,1.0,2.0,,,,0.0,3.0,0,0,0,1.0,0,3,0.0,4
van den Bijgaart et al. (2013),83,2013,0,2010,2015,0.25,18.193891102257634,0.0,0.0,1,123.841059602649,123.841059602649,123.841059602649,1,1,1,0,0,0,0,2.0,2.0,,,,0.0,3.0,0,0,0,1.0,0,3,0.0,4
van den Bijgaart et al. (2013),83,2013,0,2010,2015,0.25,10.889774236387781,0.0,0.0,1,71.39072847682118,71.39072847682118,71.39072847682118,1,1,1,0,0,0,0,3.0,2.0,,,,0.0,3.0,0,0,0,1.0,0,3,0.0,4
Cai et al. (2013),84,2013,0,2005,2015,0.3333333333333333,171.9437992831541,0.0,1.0,0,,,,0,1,1,1,0,1,0,,,10.0,,0.5,0.0,3.0,0,0,0,1.0,0,18,0.0,3
Cai et al. (2013),84,2013,0,2005,2015,0.3333333333333333,286.5729988052568,0.0,1.0,0,,,,0,1,1,1,0,1,0,,,10.0,,0.8333333333333334,0.0,3.0,0,0,0,1.0,0,18,0.0,3
Cai et al. (2013),84,2013,0,2005,2015,0.3333333333333333,552.6764976958525,0.0,1.0,0,,,,0,1,1,1,0,1,0,,,10.0,,2.0,0.0,3.0,0,0,0,1.0,0,18,0.0,3
Dennig (2013),85,2013,0,2005,2015,1.0,126.16655401945724,0.0,1.0,0,,,,1,1,0,0,0,1,0,,0.1,1.5,,0.6666666666666666,1.0,,0,0,0,1.0,0,1,0.0,1
Foley et al. (2013),86,2013,1,2009,2009,1.0,246.34446124790517,0.0,1.0,0,,,,1,1,1,0,0,0,0,2.0,1.0,2.0,,,0.0,,0,0,0,1.0,0,3,0.81,1
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,48.54132729705191,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,33.70925506739716,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,44.046759954732295,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,38.65327914394874,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,36.85545220702089,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,37.30490894125286,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,23.37175018006203,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,32.36088486470127,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,28.765230990845577,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,24.720120382757916,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,-5.842937545015507,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,-1.3483702026958861,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,-8.53967795040728,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,-2.6967404053917723,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,-12.135331824262977,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,160.90551085504242,1.0,0.0,0,,80.26013111285037,80.26013111285037,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,98.88048153103166,1.0,0.0,0,,46.092246724808376,46.092246724808376,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,133.93810680112472,1.0,0.0,0,,66.04262217285975,66.04262217285975,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,129.44353945880508,1.0,0.0,0,,66.73056615382703,66.73056615382703,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,111.91472682375857,1.0,0.0,0,,59.39249702350927,59.39249702350927,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,177.535410021625,1.0,0.0,0,,235.96478547178012,235.96478547178012,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,100.22885173372755,1.0,0.0,0,,137.81811085378024,137.81811085378024,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,136.18539047228452,1.0,0.0,0,,195.6054052550325,195.6054052550325,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,142.92724148576394,1.0,0.0,0,,191.70705602955118,191.70705602955118,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,114.16201049491836,1.0,0.0,0,,181.84652563568673,181.84652563568673,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,36.85545220702089,1.0,0.0,0,,72.23411800156534,72.23411800156534,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,35.956538738556965,1.0,0.0,0,,76.36178188736906,76.36178188736906,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,16.180442432350635,1.0,0.0,0,,65.35467819189245,65.35467819189245,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,45.844586891660136,1.0,0.0,0,,74.2979499444672,74.2979499444672,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,-0.8989134684639243,1.0,0.0,0,,44.94567342319621,44.94567342319621,0,1,1,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,243.6055499537235,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,142.02832801730003,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,195.51367939090352,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,199.5587899989912,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,168.09681860275384,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,294.3941609219352,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,155.51203004425886,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,221.1327132421254,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,245.8528336248833,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,192.81693898551174,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,86.7451497067687,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,66.51959666633039,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,39.55219261241267,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2010,0.02127659574468085,99.7793949994956,1.0,0.0,0,,,,0,1,1,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
Greenstone et al. (2013),87,2013,1,2007,2015,0.02127659574468085,21.979967396861223,1.0,0.0,0,,,,0,1,1,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,0,23,2.42,47
