effect,se,n_obs,study_id
-0.054,0.05346534653,1350,35
0.109,0.2096153846,1350,35
0.102,0.1728813559,1150,35
-0.271,0.1204,1150,35
0.082,0.1093333333,1350,35
0.146,0.3395348837,1150,35
0.084,0.1,1350,35
-0.108,0.1542857143,1150,35
-0.108,0.1542857143,1150,35
-0.098,0.1180722892,1150,35
0.089,0.08725490196,1350,35
-0.079,0.06076923077,1350,35
-0.09,0.07692307692,1350,35
0.136,0.17,1350,35
-0.113,0.1153061224,1350,35
-0.108,0.1048543689,1350,35
-0.091,0.07338709677,1150,35
-0.103,0.09196428571,1350,35
-0.09,0.06923076923,1350,35
-0.165,0.222972973,1150,35
-0.148,0.1741176471,1350,35
-0.135,0.1391752577,1350,35
-0.125,0.1179245283,1350,35
-0.206,0.2985507246,1350,35
0.14,0.1333333333,1350,35
-0.141,0.1226086957,1350,35
-0.152,0.1407407407,1150,35
-0.173,0.1821052632,1150,35
0.172,0.1563636364,1150,35
0.335,0.5775862069,1150,35
0.12,0.07317073171,1350,35
-0.155,0.1201550388,1150,35
-0.186,0.1631578947,1150,35
0.128,0.07710843373,1350,35
-0.22,0.2156862745,1150,35
-0.151,0.1013422819,1350,35
-0.166,0.1092105263,1150,35
0.178,0.1219178082,1350,35
-0.15,0.08571428571,1150,35
-0.192,0.1381294964,1150,35
0.154,0.08508287293,1350,35
-0.204,0.1457142857,1350,35
-0.158,0.08144329897,1150,35
-0.178,0.1022988506,1150,35
-0.246,0.1937007874,1150,35
-0.127,0.0503968254,1350,35
-0.192,0.1136094675,1150,35
-0.19,0.1104651163,1350,35
-0.201,0.1233128834,1150,35
-0.425,0.5120481928,1150,35
-0.181,0.0887254902,1150,35
-0.179,0.08443396226,1150,35
-0.337,0.2808333333,1150,35
-0.233,0.1323863636,1150,35
0.219,0.1164893617,1150,35
-0.326,0.2546875,1150,35
-0.226,0.1061032864,1150,35
-0.163,0.05397350993,1350,35
0.219,0.09647577093,1350,35
-0.237,0.1128571429,1150,35
-0.237,0.1112676056,1150,35
-0.218,0.09159663866,1350,35
-0.309,0.1828402367,1150,35
-0.258,0.1264705882,1150,35
-0.25,0.1141552511,1150,35
-0.18,0.0578778135,1150,35
-0.215,0.08143939394,1150,35
-0.212,0.07881040892,1150,35
-0.231,0.09352226721,1350,35
-0.258,0.1003891051,1350,35
-0.188,0.05094850949,1350,35
-0.281,0.1119521912,1150,35
-0.2152,0.06023054755,1150,35
-0.273,0.1007380074,1150,35
-0.296,0.1179282869,1350,35
-0.232,0.06904761905,1350,35
-0.352,0.1585585586,1350,35
-0.192,0.04571428571,1350,35
-0.31,0.1087719298,1150,35
-0.307,0.105862069,1150,35
-0.352,0.1364341085,1350,35
-0.311,0.09873015873,1150,35
-0.275,0.07617728532,1350,35
-0.266,0.07112299465,1350,35
-0.322,0.1015772871,1350,35
-0.211,0.03801801802,1350,35
-0.24312,0.04899193548,1350,35
-0.306,0.07574257426,1150,35
-1.086,0.9443478261,1150,35
-0.506,0.1953667954,1150,35
-0.364,0.09918256131,1150,35
-0.347,0.08567901235,1350,35
-0.45,0.1437699681,1150,35
-0.656,0.2877192982,1150,35
-0.4,0.1066666667,1150,35
-1.016,0.6684210526,1150,35
-0.948,0.581595092,1150,35
-0.759,0.3216101695,1150,35
-0.318,0.04697193501,1350,35
-0.477,0.1032467532,1150,35
0.599,0.1290948276,1350,35
-0.618,0.1370288248,1350,35
-0.805,0.2124010554,1150,35
-3.363,2.319310345,1150,35
-1.026,0.1056642636,1350,35
-0.03407,0.00276172868,462,37
-0.02221,0.006321243523,525,37
-0.02149,0.00617,504,37
-0.01366,0.007812,504,37
-0.04,0.1818181818,43,41
-0.04,0.1739130435,167,41
-0.26,0.1187214612,169,41
-0.32,0.157635468,122,41
-0.45,0.2163461538,136,41
-0.65,0.1467268623,171,41
-1.35,0.1481888035,161,41
-0.6,0.1473684211,11,47
-0.136,0.2,16,50
-0.137,0.09133333333,16,50
-0.245,0.1701388889,16,50
-1.348,0.40973,16,50
-0.281,0.1206008584,16,50
-0.389,0.128807947,16,50
-0.62,0.3246073298,16,50
-0.435,0.1570397112,16,50
-0.621,0.2119453925,16,50
-0.619,0.1983974359,16,50
-0.712,0.2267515924,16,50
-0.827,0.2822525597,16,50
-1.2,0.5084745763,16,50
-0.973,0.2236781609,16,50
-1.469,0.1546315789,16,50
-0.1501,0.03119815668,38,51
-0.36956,0.06611615245,38,51
-0.33565,0.05143533123,38,51
-0.126,0.02535211268,384,53
-0.107,0.01801346801,480,53
-0.135,0.027,480,53
-0.112,0.01809369952,480,53
-0.113,0.01840390879,480,53
-0.113,0.01840390879,480,53
-0.13,0.02076677316,432,53
-0.136,0.01994134897,480,53
-0.162,0.02827225131,336,53
-0.115,0.01318807339,1152,53
-0.201,0.03401015228,288,53
-0.216,0.03529411765,864,53
-0.246,0.03622974963,480,53
-0.254,0.03718887262,816,53
-0.222,0.02820838628,480,53
-0.19,0.02054054054,480,53
-0.317,0.04198675497,768,53
-0.413,0.04969915764,720,53
-0.475,0.05878712871,672,53
-0.431,0.04624463519,480,53
-0.6,0.08333333333,480,53
-0.573,0.06987804878,480,53
-0.534,0.05650793651,480,53
-0.684,0.08571428571,480,53
-0.729,0.08091009989,480,53
-0.801,0.07930693069,480,53
-0.14,0.06666666667,21,56
-0.126,0.7875,47,61
-0.172,0.747826087,47,61
-0.519,0.7863636364,47,61
-0.577,0.7797297297,47,61
-2.033,6.776666667,47,61
0.472,0.3630769231,47,61
0.559,0.3583333333,47,61
-1.335,0.8668831169,47,61
-0.957,0.02342143906,47,61
-0.947,0.02167048055,47,61
0.044,0.06821705426,100,62
0.029,0.1169354839,100,62
-0.055,0.05795574289,100,62
-0.066,0.0401459854,100,62
-0.084,0.0523364486,100,62
-0.237,0.09920468815,100,62
-0.222,0.08179808401,100,62
-0.24,0.08313127814,100,62
-0.654,0.1248091603,100,62
-1.02,0.05454545455,10,66
-0.06944,0.01641025641,291,67
-0.03716,0.01675675676,291,67
0.02444,0.02643678161,234,67
0.0194,0.02771084337,234,67
-0.39004,0.10225,40,72
-0.00932,0.0007334963325,60,73
-0.01604,0.06,60,73
0.00896,0.6,60,73
-0.04808,0.5857142857,60,73
-0.04616,0.55,60,73
-0.1078,0.04792626728,60,73
-0.12384,0.04854771784,60,73
-0.3624,0.09036922282,18,81
-0.35,0.1785714286,38,82
-0.35,0.1785714286,38,82
-0.35,0.1785714286,38,82
-0.34,0.1734693878,38,82
-0.34,0.1734693878,38,82
-0.33,0.1683673469,38,82
-0.33,0.1683673469,38,82
-0.32,0.1632653061,38,82
-0.3,0.1530612245,38,82
-0.29,0.1479591837,38,82
-0.29,0.1479591837,38,82
-0.27,0.137755102,38,82
-0.26,0.1326530612,38,82
-0.26,0.1326530612,38,82
-0.25,0.1275510204,38,82
-0.24,0.1224489796,38,82
-0.35,0.09036922282,38,82
-0.17,0.085,168,84
0.39,0.312,87,84
-0.1744,0.02817447496,192,87
-0.1696,0.02472303207,192,87
-0.3288,0.1250190114,29,88
-0.3288,0.1250190114,21,89
-0.27,0.0292524377,20,90
-1.09,0.2564705882,20,90
-0.1363,0.09147651007,90,91
-0.1377,0.06202702703,90,91
-0.1953,0.105,90,91
-0.0505,0.04004758128,16,92
-0.058,0.02658111824,16,92
-0.1248,0.05349335619,16,92
-0.3288,0.1250190114,21,93
-0.8164,0.1072798949,21,93
-0.6118,0.1312875536,15,94
-0.24,0.1100917431,38,98
-0.19,0.1121,38,98
-0.18,0.07003891051,38,98
-0.6012,0.27,120,100
-0.7912,0.31,120,100
-0.82988,0.168,133,103
-0.90988,0.156,133,103
-0.95112,0.214,133,103
-0.90332,0.206,133,103
-0.83956,0.157,133,103
-0.7794,0.181,133,103
-0.7554,0.226,133,103
-0.64776,0.257,133,103
-0.7,0.2602230483,80,105
-0.19708,0.073,2616,109
-0.01,0.0196,616,114
-0.081,0.0509,616,114
-0.093,0.046,616,114
-0.132,0.036,616,114
-0.172,0.0568,616,114
-0.137,0.0197,616,114
-0.11,0.06875,484,118
-0.3,0.0625,522,118
-0.13,0.0619047619,569,118
-0.44,0.09777777778,623,118
-0.96,0.64,618,118
-0.164,1.824171123,46,129
-0.0413,0.02323125,46,129
-0.0447,0.018625,46,129
-0.0543,0.339375,100,131
0.0358,0.115483871,100,131
0.0437,0.1409677419,100,131
-0.0754,0.26,100,131
0.077,0.09746835443,100,131
-0.2031,0.5207692308,100,131
0.2587,0.5389583333,100,131
-0.141,0.118487395,100,131
0.1941,0.1320408163,100,131
-0.4624,0.4489320388,100,131
-0.5527,0.5314423077,100,131
-0.3975,0.272260274,100,131
-0.4483,0.2930065359,100,131
-0.4737,0.2754069767,100,131
-0.7649,0.7148598131,100,131
-0.556,0.2538812785,100,131
0.4946,0.1947244094,100,131
0.7811,0.4851552795,100,131
-0.6189,0.2600420168,100,131
0.9565,0.5114973262,100,131
-0.8569,0.272031746,100,131
-4.901,1.198288509,100,131
-0.7292,0.166582,1077,136
-0.4413,0.053112,1077,136
-0.4338,0.042296,1077,136
-0.3984,0.036071,1077,136
-0.3221,0.071684,1077,136
-0.3045,0.056071,1077,136
-0.3019,0.062551,1077,136
-0.3018,0.066837,1077,136
-0.2932,0.067653,1077,136
-0.2913,0.057041,1077,136
-0.2905,0.057398,1077,136
-0.2898,0.053265,1077,136
-0.2794,0.046837,1077,136
-0.268,0.046786,1077,136
-0.2167,0.045816,1077,136
-0.02,0.1,150,142
-0.05,0.07246376812,150,142
-0.163,0.05202702703,39,143
-0.16652,0.008,624,148
-0.02156,0.039,624,148
-0.06856,0.06,624,148
-0.07408,0.05,624,148
-0.08648,0.019,624,148
-0.1208,0.028,624,148
-0.12316,0.029,624,148
-0.14468,0.029,624,148
-0.11708,0.02,624,148
-0.14256,0.026,624,148
-0.1146,0.013,624,148
-0.139,0.018,624,148
-0.2126,0.017,624,148
-0.161,0.009,624,148
-0.04496,0.045,528,149
-0.03364,0.014,528,149
-0.0528,0.034,528,149
-0.10528,0.049,528,149
-0.09796,0.03,528,149
-0.09956,0.023,528,149
0.16792,0.067,528,149
-0.00038,0.01864,2688,150
0.00357,0.01949,2688,150
0.00639,0.01169,2688,150
-0.01352,0.01937,2688,150
0.01999,0.01889,2688,150
0.02283,0.02359,2688,150
0.01581,0.01092,2688,150
-0.02115,0.01613,2688,150
-0.02767,0.01947,2688,150
0.03788,0.02183,2688,150
-0.05129,0.03008,2688,150
-0.04205,0.01907,2688,150
-0.05138,0.02597,2688,150
0.0624,0.03614,2688,150
-0.06323,0.037,2688,150
-0.06908,0.0419,2688,150
0.05974,0.02853,2688,150
-0.07071,0.03932,2688,150
-0.0697,0.02936,2688,150
0.06748,0.02484,2688,150
-0.09593,0.04706,2688,150
0.0777,0.02819,2688,150
-0.0858,0.03023,2688,150
-0.0706,0.01961,2688,150
0.07242,0.01601,2688,150
0.14139,0.03969,2688,150
-0.08559,0.01266,2688,150
-0.13334,0.03,2688,150
0.16086,0.04249,2688,150
0.21149,0.05054,2688,150
-0.22812,0.0438,2688,150
-0.2622,0.0507,2688,150
-0.23599,0.03013,2688,150
-0.50356,0.04743,2688,150
-0.0031641,0.009692745987,1620,151
-0.00180061,0.002863711258,1620,151
-0.0056438,0.01055566985,1620,151
-0.0039354,0.005072372237,1620,151
-0.0210414,0.1225803069,1620,151
-0.0118374,0.01744773741,1620,151
-0.0243253,0.03813496082,1620,151
-0.0207017,0.02636682282,1620,151
0.0146503,0.01140456173,1620,151
0.0358771,0.03707008962,1620,151
0.0236368,0.01363992307,1620,151
-0.0336922,0.02622471298,1620,151
-0.075,0.04237288136,23,159
-0.231,0.08813429989,951,163
-0.498,0.05600539811,951,163
0.07,0.09589041096,46,164
-0.0828,0.0593220339,46,164
-0.0856,0.04109589041,46,164
-0.1996,0.1532258065,46,164
-0.312,0.2818181818,46,164
-0.28324,0.07715877437,166,169
-0.31256,0.03012512031,166,169
-0.75668,0.07015209125,166,169
-0.77264,0.07043158861,166,169
-0.0677,0.02461818182,40,171
-0.0602,0.01211267606,27,171
-0.062,0.026,38,174
-0.066,0.024,43,174
-0.172,0.131,23,174
-0.103,0.035,33,174
-0.199,0.072,28,174
-0.4552,0.1677290837,42,183
0.004,0.008,469,184
-0.007,0.02,455,184
-0.003,0.003,455,184
-0.013,0.022,432,184
-0.012,0.018,432,184
-0.025,0.029,255,184
-0.029,0.018,446,184
-0.035,0.026,239,184
-0.03,0.018,446,184
-0.043,0.013,469,184
-0.177,0.1254429483,88,186
-0.187,0.1243351064,88,186
-0.36,0.09983361065,88,186
-0.436,0.1368487131,88,186
-0.515,0.1030618371,88,186
-0.527,0.1055055055,88,186
-0.52,0.09597637505,88,186
-0.011,0.1222222222,1050,191
-0.04,0.08583690987,1050,191
-0.086,0.05537669028,1050,191
-0.11,0.08654602675,1050,191
-0.12,0.04801920768,1050,191
-0.152,0.05889190236,1050,191
-0.163,0.06266820454,1050,191
-0.211,0.1016377649,1050,191
-0.152,0.04608853851,1050,191
-0.136,0.0367666937,1050,191
-0.207,0.0776444111,1050,191
-0.197,0.06112317716,1050,191
-0.172,0.04494382022,1050,191
-0.208,0.04674157303,1050,191
-0.163,0.02633279483,1050,191
-0.233,0.04357583692,1050,191
-0.444,0.1502538071,1050,191
-0.158,0.01887694146,1050,191
-0.196,0.02462311558,1050,191
-0.214,0.02526564345,1050,191
-0.184,0.01862348178,1050,191
-0.063,0.04219691896,110,192
-0.101,0.09692898273,70,192
-0.103,0.05395495024,70,192
-0.132,0.05631399317,110,192
-0.164,0.04680365297,70,192
-0.211,0.05631171604,60,192
-0.177,0.03956191328,140,192
-0.251,0.06555236354,60,192
-0.201,0.03793884485,140,192
-0.223,0.03868,70,192
-0.041,0.01863636364,24,204
-0.2021,0.02495061728,1152,207
-0.1585,0.01268,1152,207
-0.205,0.021354,1152,207
-0.47,0.08952380952,477,212
-0.42,0.08536585366,477,212
-0.43,0.09492273731,477,212
-0.02,0.02,1620,213
-0.06,0.18,1620,213
-0.04,0.01,1620,213
-0.06,0.02,1620,213
-0.15,0.08,1620,213
-0.08,0.02,1620,213
-0.3,0.66,1620,213
-0.29,0.18,1620,213
-0.42,0.26,1620,213
-0.31,0.13,1620,213
-0.4,0.18,1620,213
-0.39,0.06,1620,213
-0.54,0.08,1620,213
-0.26358,0.07781721384,32,216
-0.27216,0.07951672644,32,216
-0.019,0.4554140127,294,217
0.01262,0.0987535954,294,217
0.05872,0.3672248804,294,217
-0.05052,0.1021337127,294,217
0.05332,0.1686746988,294,217
0.16942,0.6270531401,294,217
-0.13936,0.3185346919,294,217
0.0778,0.1370783087,294,217
-0.09808,0.1057068003,294,217
-0.2128,0.2350159593,294,217
-0.10308,0.05262294185,294,217
-0.09913,0.06140048293,294,217
-0.96114,0.5355604051,294,217
-1.06285,0.457837086,294,217
-0.425,0.0766,256,218
-0.305,0.0379,240,218
-0.407,0.0537,256,218
-0.383,0.0405,240,218
-0.493,0.0662,240,218
-0.3918,0.0399,736,218
-0.3974,0.0381,736,218
-0.4793,0.0516,240,218
-0.078,0.01147058824,2484,223
-0.019,0.009068,490,224
-0.08675,0.03911214953,14,233
-0.1274,0.02654867257,147,245
-0.14988,0.02383333333,147,245
-0.64432,0.1044684385,41,246
-0.00956,0.01842105263,912,251
-0.06156,0.1520618557,912,251
-0.05256,0.01545189504,912,251
-0.1204,0.01157587549,912,251
-0.26,0.4642857143,67,252
-0.70188,0.001319,6358,256
-0.175,0.07608695652,156,257
-0.143,0.04931034483,156,257
-0.251,0.1140909091,52,257
-0.329,0.1028125,52,257
-0.1296,0.0609,71,259
-0.1214,0.0512,71,259
-0.1829,0.0596,71,259
-0.3477,0.0999,71,259
-0.2067,0.1508,95,260
-0.0239,0.004,96,262
-0.0297,0.0259,70,263
-0.0931,0.0475,70,263
-0.1264,0.0181,70,263
-0.2369,0.0232,70,263
-0.574,0.05601,107,265
-0.085,0.107,18000,272
-0.17144,0.05702811245,1859,275
0.005,0.02,280,283
-0.288,0.12,41,286
-0.397,0.08,41,286
-0.381,0.04,41,286
-0.476,0.02,41,286
-0.806,0.05,41,286
-0.43,0.03,41,286
-0.49,0.01,41,286
-0.89,0.03,41,286
-0.932,0.03,41,286
-0.98,0.02,41,286
-0.032,0.0193986421,30,288
-0.10643,0.01406667839,32,291
-0.8609,0.09178228388,82905,293
-0.66736,0.06883384933,82905,293
-0.68127,0.08345588235,82905,293
-0.68543,0.08292978208,48027,293
-0.69232,0.1014662757,48027,293
-0.68,0.2108695652,22003,293
-0.82583,0.1016009852,22003,293
-0.73637,0.06003262643,24487,293
-0.07467,0.0060455655,24487,293
-0.07173,0.07868131868,17679,293
-0.08227,0.07819047619,17679,293
-0.15842,0.01608324873,612,294
-0.08317,0.03712946429,612,294
-0.15235,0.04291549296,612,294
-0.13812,0.01717910448,612,294
0.03,0.05214790061,48,297
-0.15,0.04,9996,298
-0.11,0.04,9996,298
-0.12,0.04,9996,298
-0.12,0.03,9996,298
-0.08,0.04,9996,298
-0.1,0.03,9996,298
-0.14,0.03,9996,298
-0.19,0.05,9996,298
-0.15,0.03,9996,298
-0.17,0.03,9996,298
-0.05,0.05,9996,298
-0.12,0.03,9996,298
-0.21,0.04,9996,298
-0.08,0.04,9996,298
-0.32,0.06,9996,298
-0.11,0.04,9996,298
-0.19,0.04,9996,298
-0.13,0.04,9996,298
-0.13,0.04,9996,298
-0.17,0.08,9996,298
-0.01,0.03,9996,298
-0.17,0.05,9996,298
-0.14,0.04,9996,298
-0.04,0.02,9996,298
-0.22,0.04,9996,298
-0.08,0.03,9996,298
-0.14,0.04,9996,298
-0.17,0.04,9996,298
-0.11,0.03,9996,298
-0.08,0.03,9996,298
-0.2,0.04,9996,298
-0.09,0.03,9996,298
-0.11,0.04,9996,298
-0.16,0.04,9996,298
-0.19,0.05,9996,298
-0.11,0.03,9996,298
-0.18,0.05,9996,298
-0.31,0.04,9996,298
-0.16,0.04,9996,298
-0.22184,0.02325,1776,302
-0.1419,0.04875,1776,302
-0.18316,0.02085,1728,302
-0.18125,0.02085,1728,302
-0.18121,0.0207,1728,302
-0.17821,0.0204,1680,302
-0.17971,0.0207,1680,302
-0.17866,0.02025,1680,302
-0.3115,0.07193995381,11672,304
-0.2533,0.06809139785,11672,304
-0.0877,0.1235211268,4689,304
-0.275,0.07971014493,6625,304
-0.933,0.2785074627,6087,304
-0.2066,0.06579617834,5571,304
-0.4026,0.07988095238,10461,304
-0.2301,0.078,11411,304
-0.2944,0.07548717949,8677,304
-0.2859,0.07425974026,11068,304
-0.3834,0.1688986784,10466,304
-0.3527,0.1625345622,2844,304
-0.1797,0.09408376963,3612,304
-0.3866,0.1147181009,3991,304
-0.116,0.03462686567,11672,304
-0.1444,0.04,44,308
-0.1636,0.06,44,308
-0.1748,0.04,44,308
-0.0608,0.08,44,308
-0.08932,0.032,376,312
-0.0802,0.025,376,312
-0.08924,0.031,376,312
-0.07544,0.024,376,312
-0.0034,0.026,14339,316
-0.0031,0.018,14339,316
0.0014,0.021,14339,316
0.0014,0.02,14339,316
0.0157,0.02,14339,316
0.0064,0.029,14339,316
-0.0037,0.022,14339,316
0.0051,0.016,14339,316
0.0074,0.02,14339,316
-0.0286,0.028,14339,316
0.0169,0.037,14339,316
0.0151,0.032,14339,316
-0.0359,0.041,14339,316
0.0485,0.038,14339,316
-0.0042,0.029,14339,316
-0.0169,0.039,14339,316
-0.1044,0.02,576,317
-0.104,0.02,576,317
-0.0956,0.02,576,317
-0.0988,0.02,1728,317
-0.1044,0.02,1728,317
-0.1164,0.03529411765,22,318
-0.1126,0.01734567901,22,318
-0.51,0.06,100,320
-0.041,0.02,580,321
-0.044,0.012,580,321
-0.029,0.016,580,321
-0.052,0.013,580,321
-0.07,0.11,106,324
-0.04,0.06,106,324
-0.16,0.08,106,324
-0.094,0.019,64512,325
-0.155,0.02,64512,325
-0.023,0.01,64512,325
-0.05,0.015,64512,325
-0.022,0.006,64512,325
-0.052,0.01,64512,325
-0.034,0.021,64512,325
-0.069,0.011,64512,325
-0.11778,0.03115352231,49,327
-0.1118,0.0196,768,329
-0.0928,0.0184,768,329
-0.0864,0.0337,768,329
-0.1389,0.0355,768,329
-0.118,0.0277,768,329
-0.1794,0.0722,768,329
0.04608,0.033,170,330
0.056,0.042,170,330
0.05084,0.042,170,330
-0.2702,0.059,170,330
-0.24964,0.05,170,330
-0.21744,0.05,170,330
-0.3446,0.067,170,330
-0.35132,0.068,170,330
-0.2884,0.079,170,330
-0.229,0.137,8096,332
-0.093,0.325,8096,332
-0.444,0.236,8096,332
-0.424,0.628,1232,332
-0.855,0.352,2215,332
-0.281,0.418,2899,332
-0.715,0.21,5197,332
-0.606,0.236,5606,332
-0.259,0.219,2490,332
-0.334,0.296,5552,332
-0.645,0.279,2554,332
-0.245,0.237,3933,332
-0.416,0.267,4163,332
-0.706,0.024,21918,332
-0.209,0.222,19026,332
-0.247,0.131,8096,332
-0.157,0.186,5485,332
0.129,0.549,5485,332
-0.186,0.182,5485,332
-0.562,0.348,5485,332
-0.461,0.187,8096,332
-0.508,0.24,8096,332
-0.511,0.204,8096,332
-0.152,0.07772020725,37,334
-0.1408,0.07407407407,37,334
-0.1288,0.0612244898,37,334
0.04038,0.0423,126,338
-0.22548,0.0482,126,338
-0.24152,0.214,126,338
0.07068,0.0414,126,338
-0.03644,0.0699,126,338
-0.212,0.114,126,338
-0.0752,0.01395176252,33,340
-0.36348,0.181,135,341
-0.28048,0.186,135,341
-0.41248,0.194,135,341
-0.792,0.24,135,341
-0.534,0.205,135,341
-0.647,0.257,135,341
-0.46564,0.1508305648,532,344
-0.8652,0.09727582293,1064,344
-0.0456,0.01151515152,5760,346
-0.0451,0.01086746988,5760,346
-0.0394,0.009380952381,5760,346
-0.0467,0.009628865979,5760,346
-0.0561,0.01007181329,5760,346
-0.0661,0.01103505843,5760,346
-0.0792,0.016,5760,346
-0.081,0.01857798165,5760,346
-0.0501,0.01415254237,5760,346
-0.0279,0.009457627119,5760,346
-0.024,0.008955223881,5760,346
-0.0271,0.009312714777,5760,346
-0.0283,0.009433333333,5760,346
-0.0345,0.01048632219,5760,346
-0.0425,0.0119047619,5760,346
-0.0566,0.01411471322,5760,346
-0.0828,0.02274725275,5760,346
-0.1275,0.04427083333,5760,346
-0.0912,0.03454545455,5760,346
-0.0821,0.02581761006,5760,346
-0.0875,0.01708984375,5760,346
-0.064,0.01132743363,5760,346
-0.0543,0.01172786177,5760,346
-0.0456,0.01131513648,5760,346
-0.0618,0.02631578947,204,348
0.0732,0.02004008016,34,348
-0.0408,0.01486988848,34,348
-0.0876,0.04201680672,34,348
-0.0504,0.01290322581,34,348
-0.1268,0.01662707838,34,348
-0.1424,0.007836990596,34,348
-0.0384,0.037,437,350
-0.06698,0.037,437,350
-0.0335,0.037,437,350
-0.047,0.037,437,350
-0.032,0.037,437,350
-0.056,0.037,437,350
0.028,0.037,437,350
-0.039,0.037,437,350
-0.033,0.038,437,350
-0.06782,0.038,437,350
-0.0339,0.038,437,350
-0.049,0.038,437,350
-0.034,0.038,437,350
-0.0558,0.038,437,350
0.028,0.038,437,350
-0.039,0.038,437,350
-0.136,0.017,123106,351
-0.141,0.018,244891,351
-0.034,0.004,3752378,353
-0.051,0.005,3752378,353
-0.05,0.004,3752378,353
-0.074,0.005,3752378,353
-0.036,0.004,3752378,353
-0.056,0.015,3752378,353
-0.053,0.004,3752378,353
-0.086,0.015,3752378,353
-0.071,0.005,3598571,353
-0.082,0.005,3598571,353
-0.087,0.006,3598571,353
-0.088,0.006,3598571,353
-0.1316,0.0641025641,42,354
-0.234,0.08203125,42,354
-0.418,0.1385135135,42,354
-0.51,0.169,1386,355
-0.64,0.15,1170,355
-0.42,0.184,1308,355
-1.01,0.302,1386,355
-0.48,0.188,1386,355
-0.5,0.281,1386,355
-0.38632,0.044,16,359
-0.38908,0.045,16,359
-0.3792,0.045,16,359
-0.38848,0.045,16,359
-0.35228,0.051,16,359
-0.1003,0.0691,16102,361
-0.4782,0.0576,16102,361
-0.5118,0.068,17759,361
-0.4398,0.0483,13649,361
-0.463,0.0908,16102,361
-0.24212,0.1795069337,38,365
-0.695,0.06,2695,366
-0.506,0.25,2695,366
-0.68,0.07,2693,366
-0.49,0.047,3650,366
-0.067,0.029,408,367
-0.086,0.028,408,367
-0.087,0.028,408,367
-0.012,0.037,408,367
-0.033,0.038,408,367
-0.096,0.037,408,367
-0.135,0.033,408,367
-0.146,0.032,408,367
-0.144,0.033,408,367
-0.013,0.03,408,367
-0.016,0.03,408,367
-0.006,0.03,408,367
-0.195,0.031,408,367
-0.03,0.032,408,367
-0.037,0.032,408,367
-0.0043,0.00159,2500,371
-0.0014,0.00154,2500,371
-0.12,0.05,152,377
-0.33,0.15,152,377
-0.3,0.11,152,377
-0.43,0.3747,29,380
0.0303,0.1641,27,383
-0.1784,0.03,45,390
0.1448,0.11,45,390
-0.012099,0.0030875823,40,391
-0.609,0.0505,12083,392
-0.671,0.0541,12083,392
-0.39,0.0905,12083,392
-0.356,0.0995,12083,392
-0.214,0.0124,12083,392
