premium_w;se_premium_w;interviewer_rated_beauty;photo_rated_beauty;software_rated_beauty;dummy_beauty;beauty_penalty;number_of_raters;salary;study_outcomes;teaching_research_outcomes;athletic_success;electoral_success;male_subjects;female_subjects;age_subject;high_skilled_workers;prostitutes;other_dressy_occupations;western_culture;panel_data;data_year;ols_method;iv_method;quasi_experimental_method;ageexp_control;education_control;ethnicity_control;cognitive_skill_control;noncognitive_skill_control;physicality_control;published_study;impact_factor;citations
-6.405645953610556;7.281484944586798;1;0;0;1;0;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;1;0;1;1;0;0
-6.313213203003054;5.866603159564067;1;0;0;0;0;0;1;0;0;0;0;1;0;3.675642227331916;0;0;0;0;1;3.737669618283368;1;0;0;1;1;0;0;0;1;1;4.744;1.435084525289323
-6.2;8.5;1;0;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.332204510175204;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;0;0;0;1;1.71;1.236762627148927
-6.045762928994858;14.10413130581982;0;1;0;1;1;1.6094379124341;0;1;0;0;0;0;1;3.091042453358316;0;0;0;1;1;3.449987545831587;0;0;0;1;1;0;1;0;0;1;2.518;1.658228076603532
-5.458680818802123;5.978839889158952;0;0;1;0;0;4.442651256490317;0;0;1;0;0;0;0;4.107096246147264;1;0;0;0;1;3.772760938094638;1;0;0;1;1;1;1;0;0;1;2.731;1.09861228866811
-5.37524714069733;7.161271749746921;1;0;0;1;0;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-5.323727200051668;7.281484944586798;1;0;0;1;0;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-5.300999999999999;8.778;0;1;0;0;0;2.772588722239781;1;0;0;0;0;0;1;4.110873864173311;1;0;0;0;0;3.931825632724326;1;0;0;1;1;0;0;0;0;1;1.893;.6931471805599453
-5.2;5.5;1;0;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.332204510175204;1;0;0;1;1;3.332204510175204;1;0;0;1;1;1;0;0;0;1;1.71;1.236762627148927
-5.106198561769988;9.204896062024821;1;0;0;1;0;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;1;0;1;1;0;0
-5.024404761904762;3.835423482370047;1;0;0;0;0;2.890371757896165;0;0;1;0;0;0;0;4.007333185232471;1;0;0;1;0;3.526360524616162;0;1;0;0;1;0;1;1;0;1;0;.1431008436406732
-4.831425544993127;9.45677132740361;1;0;0;1;0;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;1;0;1;1;0;0
-4.818500000000001;12.07512638981473;0;0;1;0;0;4.442651256490317;0;0;0;1;0;1;0;3.341447377256381;0;0;0;0;1;3.637586159726386;1;0;0;1;0;1;0;0;0;1;5.589;1.321755839982319
-4.8;5.1;1;0;0;0;0;1.386294361119891;1;0;0;0;0;0;0;3.332204510175204;1;0;0;1;1;3.332204510175204;1;0;0;1;1;1;0;0;0;1;1.71;1.236762627148927
-4.645484937958779;4.841311535483095;1;0;0;1;0;1.09861228866811;1;0;0;0;0;0;1;3.676300671907076;0;0;1;0;1;3.49650756146648;1;0;0;1;1;1;0;0;0;0;0;1.131402111491101
-4.634263187591251;3.959370490369224;1;0;0;0;0;0;1;0;0;0;0;0;1;3.6198508677035;0;0;0;0;1;3.737669618283368;0;0;0;0;0;0;0;0;1;1;4.744;1.435084525289323
-4.612639405204461;6.496675218597832;0;1;0;0;0;3.218875824868201;0;0;1;0;0;0;0;3.53968314775181;1;0;0;1;1;3.80666248977032;1;0;0;1;1;1;1;0;0;1;.64;1.6094379124341
-4.532886904761905;3.147838128306878;1;0;0;0;0;2.890371757896165;0;0;1;0;0;0;0;4.007333185232471;1;0;0;1;0;3.526360524616162;0;1;0;0;0;0;0;0;0;1;0;.1431008436406732
-4.478273809523809;3.131660006660006;1;0;0;0;0;2.890371757896165;0;0;1;0;0;0;0;4.007333185232471;1;0;0;1;0;3.526360524616162;0;1;0;0;0;0;0;0;0;1;0;.1431008436406732
-4.459226142305051;2.339266173012486;1;0;0;1;0;0;0;1;0;0;0;1;0;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
-4.413199999999999;1.6048;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;0;0;0;0;0;0;1;2.774;1.178654996341646
-4.366106080206985;9.289587404695714;0;0;1;0;0;4.442651256490317;0;0;1;0;0;0;0;4.107096246147264;1;0;0;0;1;3.772760938094638;1;0;0;1;1;1;1;0;0;1;2.731;1.09861228866811
-4.247338973096065;2.454018073344393;0;1;0;0;0;3.912023005428146;0;1;0;0;0;0;1;2.890371757896165;0;0;0;1;1;3.597312260588446;1;0;0;0;1;0;1;0;0;1;1.71;1.236762627148927
-4.2126;1.6048;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;0;0;1;0;1;0;1;2.774;1.178654996341646
-4.205669083717864;4.014502307185234;0;1;0;0;0;1.09861228866811;1;0;0;0;0;1;0;3.761200115693562;1;0;0;1;0;2.302585092994046;1;0;0;1;1;0;0;1;1;1;7.313;1.426185690147193
-4.199197882587937;3.824344618348805;1;0;0;1;0;0;1;0;0;0;0;0;1;1.945910149055313;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
-4.066232294617564;2.110136115525461;0;1;0;0;0;1.6094379124341;0;1;0;0;0;1;0;3.044522437723423;0;0;0;0;1;3.688879454113936;1;0;0;0;0;0;1;1;0;1;0;.1541506798272584
-3.948626656229758;3.599758478868754;1;0;0;1;0;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
-3.924528301886792;1.766037735849056;0;1;0;0;0;3.912023005428146;0;1;0;0;0;0;1;2.890371757896165;0;0;0;1;1;3.597312260588446;1;0;0;0;1;0;1;0;0;1;1.71;1.236762627148927
-3.824929085363327;4.812200907965569;0;1;0;0;0;3.912023005428146;1;0;0;0;0;0;1;3.178053830347946;0;0;0;1;1;3.610917912644224;1;0;0;1;1;0;1;0;0;1;6.481;2.054123733695546
-3.667783906584195;16.62728704318168;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;1;0;1;1;0;0
-3.665268999434406;4.013069054796451;1;0;0;1;1;0;1;0;0;0;0;0;1;3.713572066704308;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;11.49;4.060443010546419
-3.623425656189029;2.967707504531686;1;0;0;1;1;0;1;0;0;0;0;0;1;3.090132948975475;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
-3.622183882340368;5.854021584481426;1;0;0;0;0;0;1;0;0;0;0;0;1;3.6198508677035;1;0;1;0;1;3.737669618283368;1;0;0;1;1;0;0;0;1;1;4.744;1.435084525289323
-3.523899191605476;2.301040337315657;1;0;0;1;0;1.09861228866811;1;0;0;0;0;0;1;3.676300671907076;0;0;1;0;1;3.49650756146648;1;0;0;1;1;1;0;0;0;0;0;1.131402111491101
-3.512704908693635;2.983485247956685;1;0;0;1;1;0;1;0;0;0;0;0;1;3.090132948975475;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
-3.453829845366784;16.56615731140528;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;1;0;1;1;0;0
-3.445978267433289;3.953101048208384;1;0;0;1;0;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
-3.434662709710754;9.181998310626749;1;0;0;1;0;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-3.411764958312682;9.319384819015179;1;0;0;1;0;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-3.4102;2.206599999999999;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;1;0;1;1;1;0;1;2.774;1.178654996341646
-3.324676283729944;5.657296721174322;0;0;1;0;0;4.442651256490317;0;0;1;0;0;0;0;4.107096246147264;1;0;0;0;1;3.772760938094638;1;0;0;1;1;1;1;0;0;1;2.731;1.09861228866811
-3.227235081716937;3.981092578803076;1;0;0;1;1;0;1;0;0;0;0;0;1;3.713572066704308;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;1;11.49;4.060443010546419
-3.183187605824917;2.702239264309625;1;0;0;1;1;0;1;0;0;0;0;0;1;3.090132948975475;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
-3.154483255311487;1.44040331292762;0;1;0;1;0;3.332204510175204;0;1;0;0;0;0;1;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.964791991155557;16.13824918897046;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-2.941315258527576;3.304113403286713;1;0;0;1;0;0;1;0;0;0;0;0;1;2.19722457733622;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
-2.903662259379154;16.26050865252326;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-2.868672046955246;10.10095791181425;0;0;1;0;0;4.442651256490317;0;0;1;0;0;0;0;4.107096246147264;1;0;0;0;1;3.772760938094638;1;0;0;1;1;1;1;0;0;1;2.731;1.09861228866811
-2.857596648817203;1.951720178642496;1;0;0;1;1;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;0;1;0;1;1;2.518;2.850957789355288
-2.8084;1.6048;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;1;0;1;1;1;0;1;2.774;1.178654996341646
-2.8;2.477876106194691;0;1;0;0;0;2.302585092994046;0;0;0;0;0;0;0;3.549042508926137;1;0;0;0;1;3.784189633918261;1;0;0;1;0;0;0;0;0;1;4.011;1.981001468866583
-2.72596326971552;1.296362981634858;0;1;0;1;0;3.332204510175204;0;1;0;0;0;0;1;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.69606897660087;13.36413501332328;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;1;0;1;1;0;0
-2.678811670011164;4.782303870358739;1;0;0;1;1;0;1;0;0;0;0;0;1;3.32862668882732;0;1;0;0;1;3.433987204485146;1;0;0;1;1;0;1;1;1;1;.905;.1670540846631662
-2.66427289048474;1.292639138240574;0;1;0;1;0;3.332204510175204;0;1;0;0;0;0;1;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.6475;1.9415;0;0;0;0;0;0;1;0;0;0;0;1;0;3.746912485364546;0;0;0;1;1;3.828641396489095;1;0;0;0;0;0;0;0;0;1;2.774;1.178654996341646
-2.625135037810587;1.296362981634858;0;1;0;1;0;3.332204510175204;0;1;0;0;0;0;1;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.603101080856012;12.99226343034385;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-2.510133185111155;13.34089303938706;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;1;0;1;1;0;0
-2.510133185111155;13.06198935215249;1;0;0;1;1;1.386294361119891;0;1;0;0;0;1;0;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
-2.46308966510623;1.080302484695715;0;1;0;1;0;3.332204510175204;0;1;0;0;0;0;1;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.4;1.702127659574468;0;1;0;0;0;2.302585092994046;0;0;0;0;0;1;0;3.363841595118386;1;0;0;1;1;3.784189633918261;1;0;0;1;0;0;0;0;0;1;4.011;1.981001468866583
-2.384627136213644;1.826242353374759;1;0;0;1;1;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;0;1;0;1;1;2.518;2.850957789355288
-2.371429024209071;3.769302083815718;0;1;0;0;0;3.912023005428146;1;0;0;0;0;1;0;3.178053830347946;0;0;0;1;1;3.610917912644224;1;0;0;1;1;0;1;0;0;1;6.481;2.054123733695546
-2.339266173012486;3.216490987892167;1;0;0;1;0;0;0;1;0;0;0;1;0;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
-2.290241267554915;2.779082662092148;0;1;0;1;0;3.332204510175204;0;1;0;0;0;1;0;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.2;1.679389312977099;0;1;0;0;0;2.302585092994046;0;0;0;0;0;0;0;3.363841595118386;1;0;0;1;1;3.784189633918261;1;0;0;1;0;0;0;0;0;1;4.011;1.981001468866583
-2.149910114538141;2.366482527182949;1;0;0;1;1;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;0;1;0;1;1;2.518;2.850957789355288
-2.119959969292565;.9868779167396422;1;0;0;1;0;0;0;1;0;0;0;0;1;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
-2.118;1.9415;0;0;0;0;0;0;1;0;0;0;0;1;0;3.746912485364546;0;0;0;1;1;3.828641396489095;1;0;0;0;0;1;0;1;0;1;2.774;1.178654996341646
-2.099387828592005;1.404393230104429;0;1;0;1;0;3.332204510175204;0;1;0;0;0;0;1;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.095786820309687;2.61290312332326;0;1;0;1;0;3.332204510175204;0;1;0;0;0;1;0;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-2.010306867432604;1.315837222319523;1;0;0;1;0;0;0;1;0;0;0;1;0;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
-2.006;1.4042;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;1;0;1;1;1;0;1;2.774;1.178654996341646
-2.006;1.4042;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;1;0;1;1;1;0;1;2.774;1.178654996341646
-2.006;1.6048;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;1;0;1;1;1;0;1;2.774;1.178654996341646
-1.98985835694051;1.569288925031948;0;1;0;0;0;1.6094379124341;0;1;0;0;0;0;0;3.044522437723423;0;0;0;0;1;3.688879454113936;1;0;0;0;0;0;1;1;0;1;0;.1541506798272584
-1.980554555275477;2.61290312332326;0;1;0;1;0;3.332204510175204;0;1;0;0;0;1;0;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-1.927400000000002;9.921898766869171;0;0;1;0;0;4.442651256490317;0;0;0;1;0;1;0;3.250374491927572;0;0;0;0;1;3.637586159726386;1;0;0;1;0;1;0;0;0;1;5.589;1.321755839982319
-1.9274;11.23857668212483;0;0;1;0;0;4.442651256490317;0;0;0;1;0;1;0;3.250374491927572;0;0;0;0;1;3.637586159726386;0;0;0;1;0;1;0;0;0;1;5.589;1.321755839982319
-1.895870736086176;2.605397477008508;0;1;0;1;0;3.332204510175204;0;1;0;0;0;1;0;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-1.827551697666004;2.266164105105845;1;0;0;1;0;0;0;1;0;0;0;0;1;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
-1.783896764169923;3.044699200310732;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.931825632724326;0;0;0;1;1;3.091042453358316;0;0;0;1;1;0;1;0;1;0;0;.2006706954621512
-1.717898595806044;1.608245493946084;1;0;0;1;0;0;0;1;0;0;0;0;1;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
-1.714167347780133;1.567238717970407;1;0;0;1;1;0;0;1;0;0;0;0;1;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
-1.71;3.705;0;1;0;0;0;2.772588722239781;1;0;0;0;0;0;0;4.110873864173311;1;0;0;0;0;3.931825632724326;1;0;0;1;1;0;0;0;0;1;1.893;.6931471805599453
-1.7;5;0;1;0;0;0;2.302585092994046;0;0;0;0;0;0;1;3.363841595118386;1;0;0;1;1;3.784189633918261;1;0;0;1;0;0;0;0;0;1;4.011;1.981001468866583
-1.685631536509036;2.654487948514256;1;0;0;0;0;2.302585092994046;1;0;0;0;0;0;1;3.417726683613366;0;0;0;1;1;2.639057329615258;1;0;0;1;1;0;0;0;0;1;1.034;1.170071252650255
-1.670790703923134;4.256292550214796;1;0;0;1;0;0;1;0;0;0;0;0;1;1.945910149055313;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
-1.6048;1.4042;0;0;0;0;0;0;1;0;0;0;0;0;1;3.760734891214364;0;0;0;1;1;3.828641396489095;1;0;0;1;0;1;1;1;0;1;2.774;1.178654996341646
-1.587267994471486;3.050794692171384;1;0;0;0;0;2.302585092994046;1;0;0;0;0;0;1;3.417726683613366;0;0;0;1;1;3.277144732992177;1;0;0;1;1;0;0;0;0;1;1.034;1.170071252650255
-1.570039611091105;2.948651940357835;0;1;0;1;0;3.332204510175204;0;1;0;0;0;1;0;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-1.557732680195941;2.498250524842548;0;1;0;0;0;3.891820298110626;0;0;1;0;0;0;0;3.793464669304011;1;0;0;1;1;3.761200115693562;0;1;0;1;1;1;1;0;0;1;2.083;1.55814461804655
-1.548433561397191;3.156587252547515;0;1;0;1;1;3.332204510175204;0;1;0;0;0;1;0;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
-1.462561231630511;2.100769769069279;0;1;0;0;0;3.891820298110626;0;0;1;0;0;0;0;3.793464669304011;1;0;0;1;1;3.761200115693562;0;1;0;1;1;1;1;0;0;1;2.083;1.55814461804655
-1.454003424229922;2.402799020340728;1;0;0;1;0;0;1;0;0;0;0;1;0;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
-1.454003424229922;2.120116782653584;1;0;0;1;0;0;1;0;0;0;0;1;0;1.945910149055313;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
-1.431319307844708;6.044701004469692;1;0;0;1;1;1.09861228866811;1;0;0;0;0;1;0;3.676300671907076;0;0;1;0;1;3.49650756146648;1;0;0;1;1;1;0;0;0;0;0;1.131402111491101
