"row","idstudy","translog"
528,123,0
529,123,0
530,123,0
531,123,0
532,123,0
533,123,0
534,123,0
535,123,0
536,123,0
537,123,0
538,123,0
539,123,0
540,123,0
541,123,0
542,123,0
543,123,0
544,123,0
545,123,0
546,123,0
547,122,0
548,122,0
549,122,0
550,122,0
551,122,0
552,122,0
553,122,0
554,122,0
555,122,0
556,122,0
557,122,0
558,122,0
559,122,0
560,122,0
561,122,0
562,122,0
563,122,0
564,122,0
565,122,0
566,122,0
567,122,0
568,122,0
569,122,0
570,122,0
571,122,0
572,122,0
573,122,0
574,122,0
575,122,0
576,122,0
577,122,0
578,122,0
579,122,0
580,122,0
581,122,0
582,122,0
583,122,0
584,122,0
585,122,0
586,122,0
587,122,0
588,122,0
589,122,0
590,122,0
591,122,0
592,122,0
593,122,0
594,122,0
595,122,0
596,122,0
597,122,0
598,122,0
599,122,0
600,122,0
601,122,0
602,122,0
603,122,0
604,122,0
605,122,0
606,122,0
607,122,0
608,122,0
609,122,0
610,122,0
611,122,0
612,122,0
613,122,0
614,122,0
615,122,0
616,122,0
617,122,0
618,122,0
619,122,0
620,122,0
621,122,0
622,122,0
623,122,0
624,122,0
625,122,0
626,122,0
627,122,0
628,122,0
629,122,0
630,122,0
631,122,0
632,122,0
633,122,0
634,122,0
635,122,0
636,122,0
637,122,0
638,122,0
639,122,0
640,122,0
641,122,0
642,122,0
643,122,0
644,122,0
645,122,0
646,122,0
647,122,0
648,122,0
649,122,0
650,122,0
651,122,0
652,122,0
653,122,0
654,122,0
655,122,0
656,122,0
657,122,0
658,122,0
659,122,0
660,122,0
661,121,0
662,121,0
663,121,0
664,121,0
665,121,0
666,121,0
667,121,0
668,121,0
669,121,0
670,121,0
671,121,0
672,121,0
673,121,0
674,121,0
675,121,0
676,121,0
677,121,0
678,121,0
679,121,0
680,121,0
681,121,0
682,121,0
683,121,0
684,121,0
685,121,0
686,121,0
687,121,0
688,121,0
689,121,0
690,121,0
691,121,0
692,121,0
693,121,0
694,121,0
695,121,0
696,121,0
697,121,0
698,121,0
699,121,0
700,121,0
701,121,0
702,121,0
703,121,0
704,121,0
705,121,0
706,121,0
707,121,0
708,121,0
709,121,0
710,121,0
711,121,0
712,121,0
713,121,0
714,121,0
715,121,0
716,121,0
717,121,0
718,121,0
719,121,0
720,121,0
721,121,0
722,121,0
723,121,0
724,121,0
725,121,0
726,121,0
727,121,0
728,121,0
729,121,0
730,121,0
731,121,0
732,121,0
733,121,0
734,121,0
735,121,0
736,121,0
737,121,0
738,121,0
739,121,0
740,121,0
741,121,0
742,121,0
743,121,0
744,121,0
745,121,0
746,121,0
747,121,0
748,121,0
749,121,0
750,121,0
751,121,0
752,121,0
753,121,0
754,121,0
755,121,0
756,121,0
757,121,0
758,121,0
759,121,0
760,120,0
761,120,0
762,120,0
763,120,0
764,120,0
765,120,0
766,120,0
767,120,0
768,120,0
769,120,0
770,120,0
771,120,0
772,120,0
773,120,0
774,120,0
775,120,0
776,120,0
777,120,0
778,120,0
779,120,0
780,120,0
781,120,0
782,120,0
783,120,0
784,120,0
785,120,0
786,120,0
787,120,0
788,120,0
789,120,0
790,120,0
791,120,0
792,120,0
793,120,0
794,120,0
795,120,0
796,120,0
797,120,0
798,120,0
799,120,0
800,120,0
801,119,0
802,118,0
803,118,0
804,118,0
805,118,0
806,118,0
807,118,0
808,117,0
809,117,0
810,117,0
811,117,0
812,117,0
813,117,0
814,117,0
815,117,0
816,117,0
817,117,0
818,117,0
819,117,0
820,117,0
821,117,0
822,117,0
823,117,0
824,115,0
825,115,0
826,115,0
827,115,0
828,115,0
829,115,0
830,115,0
831,115,0
832,115,0
833,115,0
834,115,0
835,115,0
836,115,0
837,114,0
838,114,0
839,113,1
840,112,0
841,112,0
842,112,0
843,112,0
844,112,0
845,112,0
846,112,0
847,112,0
848,112,0
849,112,0
850,112,0
851,112,0
852,112,0
853,112,0
854,112,0
855,112,0
856,112,0
857,112,0
858,112,0
859,112,0
860,112,0
861,112,0
862,111,0
863,111,0
864,111,0
865,111,0
866,111,0
867,111,0
868,111,0
869,111,0
870,111,0
871,111,0
872,111,0
873,111,0
874,111,0
875,111,0
876,111,0
877,111,0
878,111,0
879,111,0
880,111,0
881,111,0
882,111,0
883,111,0
884,111,0
885,111,0
886,111,0
887,111,0
888,111,0
889,111,0
890,111,0
891,111,0
892,111,0
893,111,0
894,111,0
895,111,0
896,111,0
897,111,0
898,111,0
899,111,0
900,111,0
901,111,0
902,111,0
903,111,0
904,111,0
905,111,0
906,111,0
907,111,0
908,111,0
909,111,0
910,111,0
911,111,0
912,111,0
913,111,0
914,111,0
915,111,0
916,111,0
917,111,0
918,111,0
919,111,0
920,111,0
921,111,0
922,111,0
923,111,0
924,111,0
925,111,0
926,111,0
927,111,0
928,111,0
929,111,0
930,111,0
931,111,0
932,111,0
933,111,0
934,111,0
935,110,0
936,110,0
937,110,0
938,110,0
939,110,0
940,110,0
941,109,1
942,109,1
943,109,1
944,109,1
945,109,1
946,109,1
947,109,1
948,109,1
949,109,1
950,108,1
951,108,1
952,107,0
953,102,0
954,102,0
955,102,0
956,102,0
957,102,0
958,102,0
959,102,0
960,102,0
961,102,0
962,102,0
963,102,0
964,102,0
965,102,0
966,102,0
967,102,0
968,102,0
969,102,0
970,102,0
971,103,0
972,103,0
973,103,0
974,103,0
975,103,0
976,103,0
977,103,0
978,103,0
979,103,0
980,103,0
981,103,0
982,103,0
983,103,0
984,103,0
985,103,0
986,103,0
987,103,0
988,103,0
989,105,1
990,105,1
991,105,1
992,105,1
993,105,1
994,105,1
995,105,1
996,104,0
997,104,0
998,104,0
999,104,0
1000,104,0
1001,104,0
1002,104,0
1003,104,0
1004,104,0
1005,104,0
1006,104,0
1007,104,0
1008,104,0
1009,104,0
1010,104,0
1011,104,0
1012,104,0
1013,104,0
1014,104,0
1015,104,0
1016,104,0
1017,104,0
1018,104,0
1019,104,0
1020,104,0
1021,104,0
1022,104,0
1023,101,1
1024,101,1
1025,101,1
1026,101,1
1027,101,1
1028,101,1
1029,101,1
1030,101,1
1031,101,1
1032,101,1
1033,101,1
1034,101,1
1035,101,1
1036,101,1
1037,101,1
1038,101,1
1039,100,1
1040,100,1
1041,100,1
1042,100,1
1043,100,1
1044,100,1
1045,100,1
1046,100,1
1047,100,1
1048,100,1
1049,100,1
1050,100,1
1051,100,1
1052,100,1
1053,99,0
1054,99,0
1055,99,0
1056,99,0
1057,99,0
1058,99,0
1059,99,0
1060,99,0
1061,99,0
1062,99,0
1063,99,0
1064,99,0
1065,99,0
1066,99,0
1067,99,0
1068,99,0
1069,99,0
1070,99,0
1071,99,0
1072,99,0
1073,99,0
1074,99,0
1075,99,0
1076,99,0
1077,99,0
1078,99,0
1079,99,0
1080,99,0
1081,98,0
1082,98,0
1083,98,0
1084,98,0
1085,98,0
1086,98,0
1087,98,0
1088,98,0
1089,98,0
1090,98,0
1091,98,0
1092,98,0
1093,98,0
1094,98,0
1095,98,0
1096,98,0
1097,98,0
1098,98,0
1099,98,0
1100,98,0
1101,96,1
1102,95,0
1103,95,0
1104,95,0
1105,95,0
1106,95,0
1107,95,0
1108,95,0
1109,95,0
1110,95,0
1111,95,0
1112,95,0
1113,95,0
1114,95,0
1115,95,0
1116,95,0
1117,95,0
1118,95,0
1119,95,0
1120,94,0
1121,90,0
1122,90,0
1123,90,0
1124,90,0
1125,90,0
1126,90,0
1127,90,0
1128,90,0
1129,90,0
1130,90,0
1131,90,0
1132,90,0
1133,90,0
1134,90,0
1135,90,0
1136,90,0
1137,90,0
1138,90,0
1139,90,0
1140,90,0
1141,90,0
1142,90,0
1143,90,0
1144,90,0
1145,90,0
1146,90,0
1147,90,0
1148,90,0
1149,90,0
1150,90,0
1151,90,0
1152,90,0
1153,90,0
1154,90,0
1155,90,0
1156,90,0
1157,90,0
1158,90,0
1159,90,0
1160,90,0
1161,90,0
1162,90,0
1163,90,0
1164,90,0
1165,90,0
1166,90,0
1167,90,0
1168,90,0
1169,90,0
1170,90,0
1171,90,0
1172,90,0
1173,90,0
1174,90,0
1175,90,0
1176,90,0
1177,90,0
1178,90,0
1179,90,0
1180,90,0
1181,90,0
1182,90,0
1183,90,0
1184,90,0
1185,90,0
1186,90,0
1187,90,0
1188,90,0
1189,90,0
1190,90,0
1191,90,0
1192,90,0
1193,90,0
1194,90,0
1195,90,0
1196,90,0
1197,90,0
1198,90,0
1199,90,0
1200,90,0
1201,90,0
1202,90,0
1203,90,0
1204,90,0
1205,90,0
1206,90,0
1207,90,0
1208,90,0
1209,90,0
1210,90,0
1211,91,1
1212,91,1
1213,91,1
1214,91,1
1215,91,1
1216,91,1
1217,91,1
1218,91,1
1219,91,1
1220,91,1
1221,91,1
1222,91,1
1223,92,0
1224,92,0
1225,92,0
1226,92,0
1227,92,0
1228,92,0
1229,92,0
1230,92,0
1231,92,0
1232,92,0
1233,92,0
1234,92,0
1235,92,0
1236,89,0
1237,89,0
1238,89,0
1239,89,0
1240,89,0
1241,89,0
1242,89,0
1243,88,0
1244,88,0
1245,88,0
1246,88,0
1247,88,0
1248,88,0
1249,88,0
1250,88,0
1251,88,0
1252,88,0
1253,88,0
1254,88,0
1255,88,0
1256,88,0
1257,88,0
1258,88,0
1259,88,0
1260,88,0
1261,88,0
1262,88,0
1263,88,0
1264,88,0
1265,88,0
1266,88,0
1267,88,0
1268,88,0
1269,88,0
1270,88,0
1271,88,0
1272,88,0
1273,88,0
1274,88,0
1275,88,0
1276,88,0
1277,88,0
1278,88,0
1279,88,0
1280,88,0
1281,88,0
1282,88,0
1283,88,0
1284,88,0
1285,88,0
1286,87,0
1287,87,0
1288,87,0
1289,86,0
1290,85,0
1291,85,0
1292,85,0
1293,85,0
1294,85,0
1295,85,0
1296,85,0
1297,85,0
1298,85,0
1299,85,0
1300,85,0
1301,85,0
1302,85,0
1303,85,0
1304,85,0
1305,85,0
1306,85,0
1307,85,0
1308,85,0
1309,85,0
1310,85,0
1311,85,0
1312,85,0
1313,85,0
1314,85,0
1315,85,0
1316,85,0
1317,85,0
1318,85,0
1319,85,0
1320,85,0
1321,85,0
1322,85,0
1323,85,0
1324,85,0
1325,85,0
1326,85,0
1327,85,0
1328,85,0
1329,85,0
1330,85,0
1331,85,0
1332,85,0
1333,85,0
1334,85,0
1335,85,0
1336,85,0
1337,85,0
1338,85,0
1339,85,0
1340,85,0
1341,85,0
1342,85,0
1343,85,0
1344,85,0
1345,85,0
1346,85,0
1347,85,0
1348,85,0
1349,85,0
1350,85,0
1351,85,0
1352,85,0
1353,85,0
1354,84,0
1355,84,0
1356,84,0
1357,84,0
1358,83,0
1359,83,0
1360,83,0
1361,83,0
1362,83,0
1363,83,0
1364,83,0
1365,83,0
1366,83,0
1367,83,0
1368,83,0
1369,83,0
1370,83,0
1371,83,0
1372,83,0
1373,83,0
1374,83,0
1375,83,0
1376,83,0
1377,82,0
1378,82,0
1379,82,0
1380,82,0
1381,82,0
1382,82,0
1383,82,0
1384,81,0
1385,75,0
1386,75,0
1387,75,0
1388,75,0
1389,75,0
1390,75,0
1391,75,0
1392,75,0
1393,75,0
1394,75,0
1395,75,0
1396,75,0
1397,75,0
1398,75,0
1399,75,0
1400,75,0
1401,75,0
1402,75,0
1403,76,0
1404,76,0
1405,76,0
1406,76,0
1407,76,0
1408,76,0
1409,76,0
1410,76,0
1411,76,0
1412,76,0
1413,76,0
1414,76,0
1415,76,0
1416,76,0
1417,76,0
1418,76,0
1419,76,0
1420,76,0
1421,76,0
1422,76,0
1423,76,0
1424,76,0
1425,76,0
1426,76,0
1427,77,0
1428,77,0
1429,77,0
1430,77,0
1431,77,0
1432,77,0
1433,77,0
1434,77,0
1435,77,0
1436,78,0
1437,78,0
1438,78,0
1439,78,0
1440,78,0
1441,78,0
1442,78,0
1443,79,0
1444,73,0
1445,73,0
1446,73,0
1447,73,0
1448,73,0
1449,72,0
1450,72,0
1451,72,0
1452,72,0
1453,71,0
1454,71,0
1455,71,0
1456,71,0
1457,71,0
1458,71,0
1459,71,0
1460,71,0
1461,70,0
1462,70,0
1463,70,0
1464,70,0
1465,70,0
1466,69,0
1467,69,0
1468,69,0
1469,69,0
1470,69,0
1471,69,0
1472,69,0
1473,69,0
1474,69,0
1475,69,0
1476,69,0
1477,69,0
1478,69,0
1479,69,0
1480,69,0
1481,69,0
1482,68,1
1483,68,1
1484,68,1
1485,68,1
1486,68,1
1487,68,1
1488,68,1
1489,68,1
1490,68,1
1491,68,1
1492,68,1
1493,68,1
1494,68,1
1495,68,1
1496,68,1
1497,68,1
1498,68,1
1499,67,1
1500,67,1
1501,67,1
1502,67,1
1503,67,1
1504,67,1
1505,65,0
1506,65,0
1507,65,0
1508,64,0
1509,64,0
1510,64,0
1511,64,0
1512,64,0
1513,64,0
1514,64,0
1515,64,0
1516,64,0
1517,64,0
1518,64,0
1519,64,0
1520,64,0
1521,64,0
1522,64,0
1523,64,0
1524,64,0
1525,64,0
1526,64,0
1527,64,0
1528,64,0
1529,64,0
1530,64,0
1531,64,0
1532,64,0
1533,64,0
1534,64,0
1535,64,0
1536,64,0
1537,64,0
1538,64,0
1539,64,0
1540,64,0
1541,64,0
1542,64,0
1543,64,0
1544,64,0
1545,64,0
1546,64,0
1547,64,0
1548,64,0
1549,64,0
1550,64,0
1551,64,0
1552,64,0
1553,64,0
1554,64,0
1555,64,0
1556,64,0
1557,64,0
1558,64,0
1559,64,0
1560,64,0
1561,64,0
1562,64,0
1563,64,0
1564,64,0
1565,64,0
1566,64,0
1567,64,0
1568,64,0
1569,64,0
1570,64,0
1571,64,0
1572,64,0
1573,64,0
1574,64,0
1575,64,0
1576,64,0
1577,64,0
1578,64,0
1579,64,0
1580,64,0
1581,64,0
1582,64,0
1583,64,0
1584,64,0
1585,64,0
1586,64,0
1587,64,0
1588,64,0
1589,64,0
1590,64,0
1591,64,0
1592,64,0
1593,64,0
1594,64,0
1595,64,0
1596,64,0
1597,64,0
1598,64,0
1599,64,0
1600,64,0
1601,64,0
1602,64,0
1603,64,0
1604,64,0
1605,64,0
1606,64,0
1607,64,0
1608,64,0
1609,64,0
1610,64,0
1611,64,0
1612,64,0
1613,64,0
1614,64,0
1615,64,0
1616,64,0
1617,64,0
1618,64,0
1619,64,0
1620,64,0
1621,64,0
1622,63,0
1623,63,0
1624,63,0
1625,63,0
1626,61,0
1627,61,0
1628,61,0
1629,61,0
1630,61,0
1631,61,0
1632,61,0
1633,61,0
1634,61,0
1635,62,0
1636,62,0
1637,62,0
1638,62,0
1639,62,0
1640,62,0
1641,62,0
1642,62,0
1643,62,0
1644,62,0
1645,62,0
1646,62,0
1647,62,0
1648,62,0
1649,62,0
1650,62,0
1651,62,0
1652,62,0
1653,62,0
1654,62,0
1655,62,0
1656,62,0
1657,62,0
1658,62,0
1659,62,0
1660,62,0
1661,62,0
1662,62,0
1663,62,0
1664,62,0
1665,62,0
1666,62,0
1667,62,0
1668,62,0
1669,62,0
1670,62,0
1671,62,0
1672,62,0
1673,59,0
1674,59,0
1675,59,0
1676,59,0
1677,59,0
1678,59,0
1679,59,0
1680,59,0
1681,59,0
1682,59,0
1683,59,0
1684,59,0
1685,59,0
1686,59,0
1687,59,0
1688,59,0
1689,59,0
1690,59,0
1691,59,0
1692,59,0
1693,59,0
1694,59,0
1695,59,0
1696,59,0
1697,58,0
1698,58,0
1699,58,0
1700,58,0
1701,58,0
1702,58,0
1703,58,0
1704,58,0
1705,58,0
1706,58,0
1707,58,0
1708,58,0
1709,136,0
1710,136,0
1711,93,0
1712,93,0
1713,93,0
1714,93,0
1715,93,0
1716,93,0
1717,106,0
1718,106,0
1719,106,0
1720,106,0
1721,106,0
1722,106,0
1723,106,0
1724,106,0
1725,106,0
1726,5,0
1727,5,0
1728,5,0
1729,5,0
1730,5,0
1731,5,0
1732,5,0
1733,5,0
1734,5,0
1735,5,0
1736,5,0
1737,5,0
1738,5,0
1739,5,0
1740,5,0
1741,5,0
1742,5,0
1743,5,0
1744,5,0
1745,5,0
1746,5,0
1747,5,0
1748,5,0
1749,5,0
1750,5,0
1751,5,0
1752,5,0
1753,5,0
1754,5,0
1755,5,0
1756,5,0
1757,5,0
1758,5,0
1759,5,0
1760,5,0
1761,5,0
1762,5,0
1763,5,0
1764,5,0
1765,5,0
1766,5,0
1767,5,0
1768,5,0
1769,5,0
1770,5,0
1771,5,0
1772,5,0
1773,5,0
1774,5,0
1775,5,0
1776,5,0
1777,5,0
1778,5,0
1779,5,0
1780,5,0
1781,5,0
1782,5,0
1783,5,0
1784,5,0
1785,5,0
1786,5,0
1787,5,0
1788,5,0
1789,5,0
1790,5,0
1791,5,0
1792,5,0
1793,5,0
1794,5,0
1795,5,0
1796,5,0
1797,5,0
1798,17,0
1799,17,0
1800,17,0
1801,17,0
1802,17,0
1803,17,0
1804,17,0
1805,17,0
1806,17,0
1807,17,0
1808,17,0
1809,17,0
1810,17,0
1811,17,0
1812,17,0
1813,17,0
1814,17,0
1815,17,0
1816,17,0
1817,17,0
1818,17,0
1819,17,0
1820,17,0
1821,17,0
1822,17,0
1823,17,0
1824,17,0
1825,17,0
1826,17,0
1827,17,0
1828,17,0
1829,17,0
1830,17,0
1831,17,0
1832,17,0
1833,17,0
1834,8,0
1835,8,0
1836,8,0
1837,8,0
1838,8,0
1839,8,0
1840,8,0
1841,8,0
1842,8,0
1843,8,0
1844,8,0
1845,8,0
1846,8,0
1847,8,0
1848,8,0
1849,8,0
1850,8,0
1851,8,0
1852,8,0
1853,8,0
1854,8,0
1855,8,0
1856,8,0
1857,8,0
1858,8,0
1859,8,0
1860,8,0
1861,8,0
1862,8,0
1863,8,0
1864,30,0
1865,30,0
1866,30,0
1867,30,0
1868,30,0
1869,30,0
1870,30,0
1871,30,0
1872,30,0
1873,30,0
1874,30,0
1875,30,0
1876,30,0
1877,30,0
1878,30,0
1879,30,0
1880,30,0
1881,30,0
1882,30,0
1883,30,0
1884,30,0
1885,30,0
1886,30,0
1887,30,0
1888,30,0
1889,30,0
1890,27,0
1891,27,0
1892,27,0
1893,27,0
1894,27,0
1895,27,0
1896,27,0
1897,27,0
1898,27,0
1899,27,0
1900,27,0
1901,27,0
1902,27,0
1903,27,0
1904,27,0
1905,38,0
1906,38,0
1907,38,0
1908,38,0
1909,38,0
1910,38,0
1911,38,0
1912,39,0
1913,39,0
1914,39,0
1915,39,0
1916,39,0
1917,39,0
1918,39,0
1919,39,0
1920,39,0
1921,39,0
1922,39,0
1923,39,0
1924,39,0
1925,39,0
1926,39,0
1927,39,0
1928,39,0
1929,39,0
1930,39,0
1931,39,0
1932,39,0
1933,39,0
1934,39,0
1935,39,0
1936,39,0
1937,39,0
1938,39,0
1939,39,0
1940,39,0
1941,39,0
1942,39,0
1943,39,0
1944,39,0
1945,39,0
1946,39,0
1947,39,0
1948,39,0
1949,39,0
1950,39,0
1951,39,0
1952,39,0
1953,39,0
1954,39,0
1955,39,0
1956,39,0
1957,39,0
1958,39,0
1959,39,0
1960,39,0
1961,39,0
1962,39,0
1963,40,0
1964,40,0
1965,40,0
1966,40,0
1967,40,0
1968,40,0
1969,40,0
1970,40,0
1971,40,0
1972,40,0
1973,40,0
1974,40,0
1975,40,0
1976,40,0
1977,40,0
1978,40,0
1979,40,0
1980,40,0
1981,40,0
1982,40,0
1983,40,0
1984,40,0
1985,40,0
1986,40,0
1987,40,0
1988,40,0
1989,40,0
1990,40,0
1991,40,0
1992,40,0
1993,40,0
1994,40,0
1995,40,0
1996,40,0
1997,40,0
1998,40,0
1999,40,0
2000,40,0
2001,40,0
2002,40,0
2003,40,0
2004,40,0
2005,40,0
2006,40,0
2007,40,0
2008,40,0
2009,40,0
2010,40,0
2011,40,0
2012,40,0
2013,41,1
2014,41,1
2015,41,1
2016,41,1
2017,41,1
2018,41,1
2019,41,1
2020,41,1
2021,41,1
2022,41,1
2023,41,1
2024,41,1
2025,41,1
2026,41,1
2027,41,1
2028,41,1
2029,42,0
2030,42,0
2031,42,0
2032,42,0
2033,42,0
2034,42,0
2035,42,0
2036,42,0
2037,42,0
2038,42,0
2039,42,0
2040,42,0
2041,42,0
2042,42,0
2043,42,0
2044,42,0
2045,42,0
2046,42,0
2047,42,0
2048,42,0
2049,42,0
2050,42,0
2051,42,0
2052,42,0
2053,43,0
2054,43,0
2055,43,0
2056,43,0
2057,43,0
2058,43,0
2059,43,0
2060,43,0
2061,43,0
2062,43,0
2063,43,0
2064,43,0
2065,43,0
2066,43,0
2067,43,0
2068,43,0
2069,43,0
2070,43,0
2071,43,0
2072,43,0
2073,43,0
2074,44,0
2075,44,0
2076,44,0
2077,44,0
2078,44,0
2079,44,0
2080,44,0
2081,44,0
2082,44,0
2083,138,0
2084,138,0
2085,138,0
2086,138,0
2087,138,0
2088,138,0
2089,138,0
2090,138,0
2091,138,0
2092,138,0
2093,138,0
2094,138,0
2095,138,0
2096,138,0
2097,138,0
2098,138,0
2099,138,0
2100,138,0
2101,138,0
2102,138,0
2103,138,0
2104,138,0
2105,49,0
2106,51,0
2107,51,0
2108,51,0
2109,51,0
2110,51,0
2111,51,0
2112,51,0
2113,51,0
2114,51,0
2115,51,0
2116,51,0
2117,51,0
2118,51,0
2119,51,0
2120,51,0
2121,51,0
2122,51,0
2123,51,0
2124,51,0
2125,51,0
2126,51,0
2127,51,0
2128,52,0
2129,52,0
2130,52,0
2131,52,0
2132,52,0
2133,52,0
2134,52,0
2135,52,0
2136,52,0
2137,52,0
2138,52,0
2139,52,0
