effect,se,n_obs,study_id
0.3609166666666667,0.008967494336235,9239.0,11
0.4195833333333333,0.008967494336235,9239.0,11
0.33175,0.0093577231185828,14194.0,11
0.4908333333333333,0.1704282407407407,78.0,16
0.4975,0.117612293144208,78.0,16
0.8119333333333326,0.2622324159021406,78.0,16
0.3266666666666666,0.1408045977011494,78.0,16
0.7933333333333333,0.1747430249632892,78.0,16
0.0658333333333333,0.0382751937984496,136.0,20
0.0249999999999999,0.0883080183680678,136.0,20
0.0166666666666666,0.073227885178676,136.0,20
0.2174999999999999,0.0254088785046728,4925.0,30
0.3,0.0383631713554987,4925.0,30
0.18,0.0287539936102236,4925.0,30
0.1,0.0209643605870021,10126.0,30
0.1124999999999999,0.0279156327543424,10126.0,30
0.065,0.0221088435374149,10126.0,30
0.8119333333333326,0.1508928571428571,96.0,40
0.8119333333333326,0.1151241534988713,96.0,40
0.2283333333333333,0.0842558425584256,96.0,40
0.3883333333333333,0.1298773690078037,96.0,40
0.3741666666666667,0.1527210884353741,96.0,40
0.57,0.1565934065934065,96.0,40
0.0225,0.2045454545454545,96.0,40
0.2791666666666667,0.1766877637130801,96.0,40
0.4066666666666667,0.1084444444444444,180.0,42
0.365,0.0842956120092378,180.0,42
0.5499999999999999,0.0734312416555407,180.0,42
0.5599999999999999,0.0783216783216783,180.0,42
0.0366666666666666,0.1145833333333333,132.0,42
0.0291666666666666,0.0972222222222222,132.0,42
0.1708333333333333,0.0918458781362007,132.0,42
0.1625,0.0923295454545454,132.0,42
0.3,0.1013513513513513,180.0,42
0.34,0.1014925373134328,180.0,42
0.04,0.0952380952380952,132.0,42
0.17,0.0829268292682927,132.0,42
0.44,0.1313432835820895,180.0,42
0.62,0.0971786833855799,180.0,42
0.04,0.1176470588235294,132.0,42
0.1899999999999999,0.0855855855855855,132.0,42
0.22,0.2178217821782178,180.0,42
0.24,0.2666666666666666,180.0,42
0.15,0.1056338028169014,132.0,42
0.25,0.1106194690265486,132.0,42
0.3899999999999999,0.0612244897959183,180.0,42
0.45,0.0687022900763358,180.0,42
-0.02,0.1666666666666666,132.0,42
0.09,0.1475409836065574,132.0,42
0.35,0.1682692307692307,180.0,42
0.54,0.1141649048625792,180.0,42
0.08,0.1290322580645161,132.0,42
0.1899999999999999,0.1111111111111111,132.0,42
0.43,0.1257309941520467,119.0,43
0.4291666666666667,0.0729875283446712,119.0,43
0.16,0.1073825503355704,119.0,43
0.4108333333333333,0.1333874458874459,119.0,43
0.365,0.2198795180722891,119.0,43
0.0583333333333333,0.0482093663911845,120.0,70
-0.0521666666666666,0.0509259259259259,120.0,70
0.1758333333333333,0.0714769647696476,120.0,70
0.1191666666666666,0.0595833333333333,120.0,70
0.1266666666666666,0.0989583333333333,120.0,70
0.285,0.0529739776951672,240.0,70
0.3458333333333334,0.0778903903903903,240.0,70
0.3591666666666666,0.0627913752913752,240.0,70
0.32,0.0522875816993464,240.0,70
0.1791666666666666,0.1126834381551362,240.0,70
