study_id,study,country,premium,se_premium,precision_premium,tstat_premium,nobs,instrument,weight,interviewer_rated_beauty,photo_rated_beauty,software_rated_beauty,self_rated_beauty,dummy_beauty,categorical_beauty,beauty_penalty,number_of_raters,salary,study_outcomes,teaching_research_outcomes,athletic_success,electoral_success,other_outcomes,male_subjects,female_subjects,mix_gender_subjects,age_subject,high_skilled_workers,prostitutes,other_dressy_occupations,non_dressy_occupation,western_culture,other_cultures,panel_data,cross_section,data_year,ols_method,iv_method,quasi_experimental_method,other_method,ageexp_control,education_control,ethnicity_control,cognitive_skill_control,noncognitive_skill_control,physicality_control,publication_year,published_study,high_quality,impact_factor,citations,interrater_pairwise,pubyear,datyear,reference
2,Ahn & Lee (2014),World,0.2690526315789474,1.408652521355745,0.7098982785602506,0.19100000000000006,774,27.820855486487112,0.07142857142857142,0,1,0,0,1,0,1,2.772588722239781,1,0,0,0,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,0.7858017135862914,0.8458576034298075,1.1822320872274146,0.9290000000000002,774,27.820855486487112,0.07142857142857142,0,1,0,0,1,0,1,2.772588722239781,1,0,0,0,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,0.2622096238938053,0.46847593466096354,2.134581364832968,0.5597077768435782,774,27.820855486487112,0.07142857142857142,0,1,0,0,0,1,0,2.772588722239781,0,0,0,1,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,0.4505724557522125,0.3762834797871027,2.657570830815612,1.1974282155760378,774,27.820855486487112,0.07142857142857142,0,1,0,0,0,1,0,2.772588722239781,0,0,0,1,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,0.13263157894736843,2.326111893741332,0.42990193321766396,0.057018572195184906,774,27.820855486487112,0.07142857142857142,0,1,0,0,0,1,0,2.772588722239781,1,0,0,0,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,1.2183157894736842,2.1217921459130857,0.471299699136959,0.5741918650327541,774,27.820855486487112,0.07142857142857142,0,1,0,0,0,1,0,2.772588722239781,1,0,0,0,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,0.23010232300884956,0.11751906180227252,8.509257857099932,1.9579999999999997,399,19.974984355438178,0.07142857142857142,0,1,0,0,1,0,1,2.772588722239781,0,0,0,1,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,0.20227599557522125,0.21518722933534176,4.647115923601711,0.94,375,19.364916731037084,0.07142857142857142,0,1,0,0,1,0,1,2.772588722239781,0,0,0,1,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,-0.5608421052631578,0.8199445983379501,1.2195945945945947,-0.6839999999999999,399,19.974984355438178,0.07142857142857142,0,1,0,0,1,0,1,2.772588722239781,1,0,0,0,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
2,Ahn & Lee (2014),World,0.3107368421052632,0.6859532938306031,1.4578252032520322,0.453,375,19.364916731037084,0.07142857142857142,0,1,0,0,1,0,1,2.772588722239781,1,0,0,0,0,0,0,1,0,3.2924979647388146,0,0,0,1,0,1,1,0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,3.044522437723423,1,0,1.212,0.28768207245178085,0.735,2014,2001.0,"Ahn, S. C. & Y. H. Lee (2014): Beauty and Productivity: the case of he ladies professional golf association. Contemporary Economic Policy 32(1): pp. 155-168."
3,Anyzova & Mateju (2018),Czech Republic,0.0,7.1,0.14084507042253522,0.0,1031,32.109188716004645,0.25,1,1,0,1,1,0,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,3.6888794541139363,0,0,0,1,1,0,0,1,3.7727609380946383,0,0,0,1,0,1,0,1,1,0,3.2188758248682006,1,0,2.535,0.1823215567939546,,2018,2013.5,"Anyzova, P. & P. Mateju (2018): Beauty still matters: The role of attractiveness in labour market outcomes. International Sociology 33(3): pp. 269-291."
3,Anyzova & Mateju (2018),Czech Republic,9.697044833112322,5.108653037727422,0.19574631367896705,1.8981607796614115,1031,32.109188716004645,0.25,1,1,0,1,1,0,1,0.6931471805599453,1,0,0,0,0,0,1,0,0,3.6888794541139363,0,0,0,1,1,0,0,1,3.7727609380946383,0,0,0,1,0,1,0,1,1,0,3.2188758248682006,1,0,2.535,0.1823215567939546,,2018,2013.5,"Anyzova, P. & P. Mateju (2018): Beauty still matters: The role of attractiveness in labour market outcomes. International Sociology 33(3): pp. 269-291."
3,Anyzova & Mateju (2018),Czech Republic,17.468496881387164,6.922557832321864,0.1444552756686172,2.5234165325171625,1031,32.109188716004645,0.25,1,1,0,1,1,0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,3.6888794541139363,0,0,0,1,1,0,0,1,3.7727609380946383,0,0,0,1,0,1,0,1,1,0,3.2188758248682006,1,0,2.535,0.1823215567939546,,2018,2013.5,"Anyzova, P. & P. Mateju (2018): Beauty still matters: The role of attractiveness in labour market outcomes. International Sociology 33(3): pp. 269-291."
3,Anyzova & Mateju (2018),Czech Republic,5.446086410960371,5.556158615935173,0.17998046296446257,0.9801891535891158,1031,32.109188716004645,0.25,1,1,0,1,1,0,1,0.6931471805599453,1,0,0,0,0,0,0,1,0,3.6888794541139363,0,0,0,1,1,0,0,1,3.7727609380946383,0,0,0,1,0,1,0,1,1,0,3.2188758248682006,1,0,2.535,0.1823215567939546,,2018,2013.5,"Anyzova, P. & P. Mateju (2018): Beauty still matters: The role of attractiveness in labour market outcomes. International Sociology 33(3): pp. 269-291."
4,Arunachalam & Shah (2012),Ecuador,12.41194296905368,2.630439465475856,0.3801646124629963,4.718581488743104,1960,44.27188724235731,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,0,1,0,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,10.67192409340616,2.5897230237857043,0.3861416803323553,4.120874701807202,1960,44.27188724235731,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,0,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,6.438801479426259,3.320890606158099,0.30112404128749326,1.9388779225327257,1960,44.27188724235731,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,4.791240563888244,3.2694867055933137,0.3058584083823427,1.4654412130477765,1960,44.27188724235731,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,28.017911277827,5.12071645111308,0.1952851733828441,5.471482661715589,923,30.380915061926625,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,0,1,0,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,16.41602364321124,5.820801182160562,0.1717976561482247,2.8202343851775313,923,30.380915061926625,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,0,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,16.41602364321124,5.820801182160562,0.1717976561482247,2.8202343851775313,923,30.380915061926625,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,11.015539386621676,6.6609323631973,0.1501291329011472,1.6537533765519472,923,30.380915061926625,0.041666666666666664,1,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,10.884620487920008,3.002335109993192,0.33307407846363546,3.625384938440363,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,0,1,0,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,9.109972242231407,2.913602697708762,0.3432176942952426,3.126703668072325,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,0,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,5.716472001206191,3.292713222789001,0.3037009093531012,1.7360977450578623,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,6.825092324942114,3.9191021825820163,0.2551604815113985,1.7414938439919798,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,17.808771270061285,5.002975676402229,0.1998810437389786,3.5596357891685857,923,30.380915061926625,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,0,1,0,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,11.27279556384089,4.784315916358207,0.20901629772834776,2.3561979938025654,923,30.380915061926625,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,0,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,9.567380015178415,4.596720206005334,0.2175464146574684,2.08134921996758,923,30.380915061926625,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,5.214458787374171,4.49225331376022,0.22260543432332727,1.1607668631245178,923,30.380915061926625,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,8.001793368051088,3.4582813008808984,0.2891609770857213,2.3138063887436973,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,0,1,0,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,5.649541080317604,3.5994164381449067,0.277822812998928,1.5695713950868395,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,0,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,3.201291555625901,3.746311409626409,0.2669292246849608,0.8545182729337338,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Ecuador,-2.678811670011164,4.7823038703587395,0.2091042365998767,-0.5601508692525253,1960,44.27188724235731,0.041666666666666664,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,3.32862668882732,0,1,0,0,0,1,1,0,3.4339872044851463,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2001.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,8.170800603313387,3.1469452221330982,0.3177684800379743,2.596422888408258,923,30.380915061926625,0.041666666666666664,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,0,1,0,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,4.105014844764492,3.5128659404024987,0.28466785153931085,1.1685657563960854,923,30.380915061926625,0.041666666666666664,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,0,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
4,Arunachalam & Shah (2012),Mexico,4.877897134936514,3.825896149207796,0.26137667124264824,1.2749685157937571,923,30.380915061926625,0.041666666666666664,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,3.3214324131932926,0,1,0,0,0,1,1,0,3.4965075614664802,1,0,0,0,1,1,0,1,1,1,2.9444389791664403,1,0,0.905,0.16705408466316624,,2012,2003.0,"Arunachalam, R. & M. Shah (2012): The Prostitute's Allure: The Return to Beauty in Commercial Sex Work. The B.E. Journal of Economic Analysis & Policy 12(1): pp. 1-27."
