id,idstudy,study,excess,se,new,mpc,mpc_se,exo_var,cumul,months,lags_include,pay_amount,pay_data_quality,dollars_year,account_cons,account_inc,ir,micro,panel,quasipan,tastes,yearfe,sepgov,seplab_total,habits,totalc,food,category,cat,ml,tsls,ols,MA_control,ES_short_run,ES_long_run,LC_not_bind,decrease,LC_bind,increase,country,annual,monthly,startyear,endyear,years,periods,obs,csunits,avyear,out,y_actual_current,y_actual_lagged,GDP_proxy,v5,v_nr,inst_c,inst_y,inst_in,inst_ir,inst_inf,inst_cy,inst_other,levels_euler_exact,levels_other,secord,es_trend,shift_dummy,switch,top,impact,pubyear2,yearcits,pubyear,countryyear
11,1,Campbell and Mankiw (1989),1.095,0.341,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,France,0,0,1970,1986,17.0,68.0,68,1.0,1978.0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,France1970
12,1,Campbell and Mankiw (1989),0.646,0.182,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,Germany,0,0,1962,1986,25.0,100.0,100,1.0,1974.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,Germany1962
13,1,Campbell and Mankiw (1989),0.4,0.094,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,Italy,0,0,1973,1986,14.0,56.0,56,1.0,1979.5,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,Italy1973
14,1,Campbell and Mankiw (1989),0.553,0.096,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,Japan,0,0,1959,1986,28.0,112.0,112,1.0,1972.5,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,Japan1959
15,1,Campbell and Mankiw (1989),0.221,0.153,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,UK,0,0,1957,1986,30.0,120.0,120,1.0,1971.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,UK1957
16,1,Campbell and Mankiw (1989),0.478,0.158,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,USA,0,0,1953,1986,34.0,136.0,136,1.0,1969.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,USA1953
17,1,Campbell and Mankiw (1989),0.294,0.041,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,USA,0,0,1953,1986,34.0,136.0,136,1.0,1969.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,USA1953
18,1,Campbell and Mankiw (1989),0.438,0.189,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,USA,0,0,1953,1986,34.0,136.0,136,1.0,1969.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,USA1953
19,1,Campbell and Mankiw (1989),0.467,0.152,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,USA,0,0,1953,1986,34.0,136.0,136,1.0,1969.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,USA1953
20,1,Campbell and Mankiw (1989),0.657,0.212,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,USA,0,0,1953,1986,34.0,136.0,136,1.0,1969.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.016,1989,66.55555555555556,1989,USA1953
21,2,Koenig (1990),0.106,0.0462,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,USA,0,0,1951,1986,35.0,140.0,140,1.0,1968.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.525,1989,2.2222222222222223,1990,USA1951
22,2,Koenig (1990),0.0319,0.0412,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,USA,0,0,1951,1986,35.0,140.0,140,1.0,1968.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.525,1989,2.2222222222222223,1990,USA1951
23,2,Koenig (1990),0.2186,0.1733,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,USA,0,0,1951,1986,35.0,140.0,140,1.0,1968.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.525,1989,2.2222222222222223,1990,USA1951
24,2,Koenig (1990),-0.3606,0.3069,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,USA,0,0,1959,1986,27.0,108.0,108,1.0,1972.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.525,1989,2.2222222222222223,1990,USA1959
25,2,Koenig (1990),0.2314,0.1564,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,USA,0,0,1951,1986,35.0,140.0,140,1.0,1968.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.525,1989,2.2222222222222223,1990,USA1951
26,3,Campbell and Mankiw (1991),0.351,0.117,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,USA,0,0,1953,1985,33.0,132.0,132,1.0,1969.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,USA1953
27,3,Campbell and Mankiw (1991),0.363,0.121,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,USA,0,0,1953,1985,33.0,132.0,132,1.0,1969.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,USA1953
28,3,Campbell and Mankiw (1991),0.337227,0.1453856667109932,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,USA,0,0,1953,1985,33.0,132.0,132,1.0,1969.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,USA1953
29,3,Campbell and Mankiw (1991),0.203,0.092,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
30,3,Campbell and Mankiw (1991),0.372,0.106,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
31,3,Campbell and Mankiw (1991),0.113832,0.07946159887643843,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
32,3,Campbell and Mankiw (1991),0.657,0.138,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
33,3,Campbell and Mankiw (1991),0.632,0.144,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
34,3,Campbell and Mankiw (1991),0.73944,0.18885182763214126,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
35,3,Campbell and Mankiw (1991),0.225,0.107,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Canada1970
36,3,Campbell and Mankiw (1991),0.236,0.111,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,Canada,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Canada1970
37,3,Campbell and Mankiw (1991),0.20201599999999997,0.12746074633392038,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,Canada,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Canada1970
38,3,Campbell and Mankiw (1991),0.401,0.208,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,France,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,France1970
39,3,Campbell and Mankiw (1991),0.974,0.346,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,France,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,France1970
40,3,Campbell and Mankiw (1991),0.3896,0.23030895639553403,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,France,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,France1970
41,3,Campbell and Mankiw (1991),0.035,0.366,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Japan,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Japan1970
42,3,Campbell and Mankiw (1991),0.017,0.439,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,Japan,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Japan1970
43,3,Campbell and Mankiw (1991),0.357,0.173,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Sweden,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Sweden1970
44,3,Campbell and Mankiw (1991),0.245,0.428,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,Sweden,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Sweden1970
45,3,Campbell and Mankiw (1991),0.63945,1.861928002474854,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,Sweden,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Sweden1970
46,3,Campbell and Mankiw (1991),0.385,0.104,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,USA,0,0,1953,1985,33.0,132.0,132,1.0,1969.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,USA1953
47,3,Campbell and Mankiw (1991),0.4,0.114,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,USA,0,0,1953,1985,33.0,132.0,132,1.0,1969.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,USA1953
48,3,Campbell and Mankiw (1991),0.36800000000000005,0.1400416166716166,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,USA,0,0,1953,1985,33.0,132.0,132,1.0,1969.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,USA1953
49,3,Campbell and Mankiw (1991),0.017,0.062,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
50,3,Campbell and Mankiw (1991),0.24,0.126,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
51,3,Campbell and Mankiw (1991),0.031920000000000004,0.07088924434637457,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
52,3,Campbell and Mankiw (1991),0.938,0.36,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
53,3,Campbell and Mankiw (1991),1.17,0.482,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
54,3,Campbell and Mankiw (1991),1.3688999999999998,0.5923817570621162,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,UK,0,0,1955,1988,33.5,134.0,134,1.0,1971.5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,UK1955
55,3,Campbell and Mankiw (1991),0.482,0.149,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Canada1970
56,3,Campbell and Mankiw (1991),0.056,0.246,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,Canada,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Canada1970
57,3,Campbell and Mankiw (1991),0.07783999999999999,0.40157001531488873,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,Canada,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Canada1970
58,3,Campbell and Mankiw (1991),0.3,0.164,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,France,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,France1970
59,3,Campbell and Mankiw (1991),0.649,0.239,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,France,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,France1970
60,3,Campbell and Mankiw (1991),0.21546800000000002,0.20305713690486232,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,France,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,France1970
61,3,Campbell and Mankiw (1991),0.018,0.362,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Japan,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Japan1970
62,3,Campbell and Mankiw (1991),-0.012,0.362,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,Japan,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Japan1970
63,3,Campbell and Mankiw (1991),0.257,0.123,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Sweden,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Sweden1970
64,3,Campbell and Mankiw (1991),0.123,0.664,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,Sweden,0,0,1970,1988,18.25,73.0,73,1.0,1979.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.667,1991,22.64,1991,Sweden1970
65,4,Wirjanto (1991),0.163,0.032,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
66,4,Wirjanto (1991),0.131,0.029,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
67,4,Wirjanto (1991),0.233,0.032,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
68,4,Wirjanto (1991),0.207,0.041,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
69,4,Wirjanto (1991),0.079,0.066,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
70,4,Wirjanto (1991),0.0009,0.044,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
71,4,Wirjanto (1991),0.189,0.189,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
72,4,Wirjanto (1991),0.18,0.04,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
73,4,Wirjanto (1991),0.247,0.055,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
74,4,Wirjanto (1991),0.165,0.04,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,Canada,0,0,1953,1986,33.25,133.0,133,1.0,1969.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.277,1989,0.6666666666666666,1991,Canada1953
