growths,inlevels,who,idstudy,Author,pubyear,authoryear,idirf,location,Country,idcountry,Model,shock,brackets,scale,first_irf,last_irf,Transmission_lags,Journal,horizon,estimateraw,lowerboundraw,upperboundraw,seraw,est,LB,UB,SE_l,SE_u,monthly,quarterly,annually,panel,ts,crosssec,Start_orig,End_orig,start,end,length_y,cross_units,time_units,nobs,midyear,list_of_vars,no_vars,cpi,gdp_defl,gdp_log,gdp_gr,other_econ,ir,foreign_ir,output_gap,indprod,credit,eq_prices,consump,res_invest,ms,exchan,mci,shadow,lrir,hpi_def,real_hp,hpi_source,ir_def,regimes,lags_q,time_trend,season,season_adj,season_dum,DSGE,BVAR,FAVAR,SVAR,DVAR,VECM,LevVAR,LogVAR,cholesky,sign_rest,sign_restr_hp,sign_restr_other,srlr_restr,nonrecursive,other_ident,citations,impact,journalyn,city,housing_type,developed,comment,comment_1,comment_2,concat,ext_crisis1,ext_ir_level,ext_ir_long,ext_10bond,ext_spread,ext_floating,ext_fdi,ext_tourism,ext_income,ext_infl,ext_creditgdp,ext_populgr,ext_activepop,ext_pti_std,ext_tourism_yoy,ext_hp,ext_dwell,ext_floating_dummy,ext_permits,ext_maturity,ext_ownership,ext_hp_ltavg,ext_hp_long,ext_boom
0,1,DE,21,Giuliodori,2004,Giuliodori2004,2,34-35,France,31,VAR,60.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,8.0,-0.0105340453938585,-0.0246728971962617,0.00156208277703601,,-0.0175567423230975,-0.04112149532710283,0.0026034712950600168,0.011782376502002666,0.010080106809078759,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,flats per sqm,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,France19791998,2.0,9.056884149999998,4.0,9.927866300000002,0.87098215,22.911434460833334,0.9247968122235714,1.3872981620134068,12604.405677169732,5.132952794999999,120.68000000000002,0.47864915094034516,65.2460940323106,86.3031752440165,-13.064346767062446,0.9033333333333334,535.8288684,0.0,86.124673925515,15.0,48.89368421052633,0.30503746253746394,9.25,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,2,34-35,France,31,VAR,60.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,12.0,-0.0156608811748998,-0.0359679572763684,-0.00156208277703606,,-0.026101468624833004,-0.059946595460614,-0.0026034712950601,0.016922563417890495,0.011748998664886452,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,flats per sqm,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,France19791998,2.0,9.056884149999998,4.0,9.927866300000002,0.87098215,22.911434460833334,0.9247968122235714,1.3872981620134068,12604.405677169732,5.132952794999999,120.68000000000002,0.47864915094034516,65.2460940323106,86.3031752440165,-13.064346767062446,0.9033333333333334,535.8288684,0.0,86.124673925515,15.0,48.89368421052633,0.30503746253746394,9.25,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,2,34-35,France,31,VAR,60.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,16.0,-0.0104539385847797,-0.033324432576769,0.00536715620827766,,-0.017423230974632834,-0.055540720961281674,0.008945260347129433,0.019058744993324418,0.013184245660881133,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,flats per sqm,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,France19791998,2.0,9.056884149999998,4.0,9.927866300000002,0.87098215,22.911434460833334,0.9247968122235714,1.3872981620134068,12604.405677169732,5.132952794999999,120.68000000000002,0.47864915094034516,65.2460940323106,86.3031752440165,-13.064346767062446,0.9033333333333334,535.8288684,0.0,86.124673925515,15.0,48.89368421052633,0.30503746253746394,9.25,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,2,34-35,France,31,VAR,60.0,2SE,2.0,0,1,25 quarters,DNB Workig Paper,24.0,-0.0023230974632844,-0.0332042723631509,0.0182643524699599,,-0.003871829105474,-0.05534045393858483,0.030440587449933162,0.025734312416555417,0.01715620827770358,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,flats per sqm,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,France19791998,2.0,9.056884149999998,4.0,9.927866300000002,0.87098215,22.911434460833334,0.9247968122235714,1.3872981620134068,12604.405677169732,5.132952794999999,120.68000000000002,0.47864915094034516,65.2460940323106,86.3031752440165,-13.064346767062446,0.9033333333333334,535.8288684,0.0,86.124673925515,15.0,48.89368421052633,0.30503746253746394,9.25,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,3,34-35,Netherlands,38,VAR,66.0,2SE,2.0,1,0,25 quarters,DNB Workig Paper,1.0,-0.00759410222181909,-0.0142254306043364,-0.000644470076940642,,-0.011506215487604683,-0.02155368273384303,-0.0009764698135464273,0.005023733623119173,0.005264872837029128,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,existing houses,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Netherlands19791998,0.0,6.020784470588235,3.0,7.69504145,1.253774294117647,23.75252006833334,2.1564684807735297,0.49115950151377397,17488.47228765725,2.758153141,153.85999999999999,0.596177149125741,68.20903514480726,72.81062815353569,12.141532210835152,11.523333333333333,440.7438801,0.0,70.08677449288251,30.0,48.89368421052633,-0.5840126540126545,10.75,1.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,3,34-35,Netherlands,38,VAR,66.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,2.0,-0.0131404847997857,-0.0210980788588066,-0.00534212902361789,,-0.019909825454220757,-0.03196678614970697,-0.00809413488426953,0.006028480347743108,0.0059078452849756135,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,existing houses,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Netherlands19791998,0.0,6.020784470588235,3.0,7.69504145,1.253774294117647,23.75252006833334,2.1564684807735297,0.49115950151377397,17488.47228765725,2.758153141,153.85999999999999,0.596177149125741,68.20903514480726,72.81062815353569,12.141532210835152,11.523333333333333,440.7438801,0.0,70.08677449288251,30.0,48.89368421052633,-0.5840126540126545,10.75,1.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,3,34-35,Netherlands,38,VAR,66.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,4.0,-0.00868958903044362,-0.0193262397560016,0.001681722158141,,-0.013166043985520634,-0.029282181448487273,0.002548063875971212,0.00805806873148332,0.007857053930745924,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,existing houses,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Netherlands19791998,0.0,6.020784470588235,3.0,7.69504145,1.253774294117647,23.75252006833334,2.1564684807735297,0.49115950151377397,17488.47228765725,2.758153141,153.85999999999999,0.596177149125741,68.20903514480726,72.81062815353569,12.141532210835152,11.523333333333333,440.7438801,0.0,70.08677449288251,30.0,48.89368421052633,-0.5840126540126545,10.75,1.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,3,34-35,Netherlands,38,VAR,66.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,8.0,-0.00201601022995805,-0.0123607097033398,0.00827589782138183,,-0.0030545609544818937,-0.018728348035363333,0.012539239123305802,0.00783689354044072,0.007796900038893848,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,existing houses,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Netherlands19791998,0.0,6.020784470588235,3.0,7.69504145,1.253774294117647,23.75252006833334,2.1564684807735297,0.49115950151377397,17488.47228765725,2.758153141,153.85999999999999,0.596177149125741,68.20903514480726,72.81062815353569,12.141532210835152,11.523333333333333,440.7438801,0.0,70.08677449288251,30.0,48.89368421052633,-0.5840126540126545,10.75,1.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,3,34-35,Netherlands,38,VAR,66.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,12.0,-0.00425459116888501,-0.0149176808063004,0.00532096061379747,,-0.00644635025588638,-0.022602546676212726,0.008062061536056772,0.008078098210163174,0.007254205895971576,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,existing houses,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Netherlands19791998,0.0,6.020784470588235,3.0,7.69504145,1.253774294117647,23.75252006833334,2.1564684807735297,0.49115950151377397,17488.47228765725,2.758153141,153.85999999999999,0.596177149125741,68.20903514480726,72.81062815353569,12.141532210835152,11.523333333333333,440.7438801,0.0,70.08677449288251,30.0,48.89368421052633,-0.5840126540126545,10.75,1.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,3,34-35,Netherlands,38,VAR,66.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,16.0,-0.00373462590235746,-0.0152200866608777,0.00647753340504673,,-0.005658524094481,-0.02306073736496621,0.009814444553101107,0.008701106635242605,0.007736484323791053,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,existing houses,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Netherlands19791998,0.0,6.020784470588235,3.0,7.69504145,1.253774294117647,23.75252006833334,2.1564684807735297,0.49115950151377397,17488.47228765725,2.758153141,153.85999999999999,0.596177149125741,68.20903514480726,72.81062815353569,12.141532210835152,11.523333333333333,440.7438801,0.0,70.08677449288251,30.0,48.89368421052633,-0.5840126540126545,10.75,1.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,3,34-35,Netherlands,38,VAR,66.0,2SE,2.0,0,1,25 quarters,DNB Workig Paper,24.0,-0.0013153790657387,-0.0132515973509247,0.0102498304367172,,-0.001992998584452576,-0.020078177804431364,0.015530046116238183,0.009042589609989394,0.008761522350345378,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,existing houses,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Netherlands19791998,0.0,6.020784470588235,3.0,7.69504145,1.253774294117647,23.75252006833334,2.1564684807735297,0.49115950151377397,17488.47228765725,2.758153141,153.85999999999999,0.596177149125741,68.20903514480726,72.81062815353569,12.141532210835152,11.523333333333333,440.7438801,0.0,70.08677449288251,30.0,48.89368421052633,-0.5840126540126545,10.75,1.0
