study_id,experiment_id,include,bma,study,publication_year,data_year,country,cohens_d,se_cohens_d,pcc,se_pcc,t_adjusted,precision_pcc,weight,weight_pref,weight_exp,weight_exp_pref,observations,n_obs,preferred,preferred_reasoning,effect_result,effect_effort,effect_gpa,effect_charity,effect_game,effect_work,effect_positive,task_app,task_napp,task_cog,task_man,perf_quan,perf_qual,reward_scaled,framing_pos,framing_neg,all_paid,reward_own,reward_else,control_zero,control_nonzero,mot_alt,mot_rec,mot_fai,mot_mon,location_lab,location_field,crowding_out,subject_st,subject_emp,subject_mix,male,female,mid_age,data_avgyear,developed_country,ols_method,logit_method,probit_method,tobit_method,fe_method,re_method,mean_method,did_method,other_method,data_cross,data_panel,impact_factor,citations,reference
2,4,1,1,Ariely et al. (2009a),2009,2008.3,United States,0.4683333333333333,0.1758056712962963,0.2279990346797543,0.08113844650525064,2.81,12.3246135842062,0.125,0.5,0.25,0.5,151,5.017279836814924,0,,1,0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.21890816214616693,1.0,0.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,2.996,7.605043872042632,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.379235242360859,4.096425728425925,"Ariely, D., A. Bracha, & S. Meier (2009a): “Doing good or doing well? Image motivation and monetary incentives in behaving prosocially.” American Economic Review 99(1): pp. 545–555."
2,4,1,1,Ariely et al. (2009a),2009,2008.3,United States,-0.009244044841969121,0.16667022718187668,-0.004621973051432181,0.0833324432187925,-0.05546426905181473,12.000128177862996,0.125,0.5,0.25,0.5,151,5.017279836814924,0,,1,0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.3481903845503446,1.0,0.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,2.996,7.605043872042632,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.391692271540216,4.096425728425925,"Ariely, D., A. Bracha, & S. Meier (2009a): “Doing good or doing well? Image motivation and monetary incentives in behaving prosocially.” American Economic Review 99(1): pp. 545–555."
3,5,1,1,Lazear (2000),2000,1994.3,United States,0.4083401983568134,0.011815612079610948,0.20004322388478815,0.005556756219021893,36.0,179.96110690924303,0.2,0.5,0.2,0.5,31104,10.345091707260165,1,"The OLS results are presented as the main takeaway of the study in the conclusion. The author states: 'The coefficient on PPPFLAG is .36, indicating that there is a 36% gain in productivity, as measured by UAD, associated with a move to PPP,' which is emphasized in the conclusion.",1,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.5995381052348555,0.0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.37,3.332204510175204,7.598048390559176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3666210760865205,5.10594547390058,"Lazear, E. P. (2000): “Performance pay and productivity.” American Economic Review 90(5): pp. 1346–1361."
3,5,1,1,Lazear (2000),2000,1994.3,United States,0.2394308311287828,0.012143115064951346,0.11886666033371532,0.005943333016685766,20.0,168.25575770237404,0.2,0.5,0.2,0.5,31104,10.345091707260165,1,"The OLS results are presented as the main takeaway of the study in the conclusion. The author states: 'The coefficient on PPPFLAG is .36, indicating that there is a 36% gain in productivity, as measured by UAD, associated with a move to PPP,' which is emphasized in the conclusion.",1,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.5995381052348555,0.0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.37,3.332204510175204,7.598048390559176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3666210760865205,5.10594547390058,"Lazear, E. P. (2000): “Performance pay and productivity.” American Economic Review 90(5): pp. 1346–1361."
3,5,1,1,Lazear (2000),2000,1994.3,United States,0.3174462123287604,0.01162891635059129,0.15676075000628745,0.005601454171333731,27.98572392300088,178.52507035006155,0.2,0.3333333333333333,0.2,0.3333333333333333,31104,10.345091707260165,0,,1,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.5995381052348555,0.0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.37,3.332204510175204,7.598048390559176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3666210760865205,5.10594547390058,"Lazear, E. P. (2000): “Performance pay and productivity.” American Economic Review 90(5): pp. 1346–1361."
3,5,1,1,Lazear (2000),2000,1994.3,United States,0.022441341122671026,0.010161289340324536,0.01121996426747303,0.005079685315124605,2.208791208791209,196.8625885195154,0.2,0.3333333333333333,0.2,0.3333333333333333,38764,10.565247259854441,0,,1,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.5995381052348555,0.0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.37,3.332204510175204,7.598048390559176,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3666210760865205,5.10594547390058,"Lazear, E. P. (2000): “Performance pay and productivity.” American Economic Review 90(5): pp. 1346–1361."
3,5,1,1,Lazear (2000),2000,1994.3,United States,0.00980686538869247,0.010160647766776028,0.004903373747194096,0.005080140664583905,0.965204326206529,196.84494308818637,0.2,0.3333333333333333,0.2,0.3333333333333333,38764,10.565247259854441,0,,1,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.5995381052348555,0.0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.37,3.332204510175204,7.598048390559176,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3666210760865205,5.10594547390058,"Lazear, E. P. (2000): “Performance pay and productivity.” American Economic Review 90(5): pp. 1346–1361."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.0369965189503044,0.03238303129816377,0.018495095368120832,0.01618320844710573,1.1428571428571428,61.79244389445185,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.03582047151955868,0.032386580936012335,0.01790736385891638,0.01618550194940519,1.1063829787234043,61.783687841497525,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.043202237933888964,0.03241679734383191,0.02159608109877103,0.016197060824078274,1.3333333333333333,61.73959651453658,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.06031103913666666,0.032435399983915904,0.03014181787072653,0.016195603632032162,1.8611111111111114,61.74515150655881,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.03668821462571853,0.03238284744713747,0.018341021638006487,0.016183254386476314,1.1333333333333333,61.79226848436982,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.04065847795914129,0.03238957577981989,0.020325039468018606,0.016184753650459262,1.255813953488372,61.786544398321674,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.039048176594091946,0.0324140296469974,0.019520368166728006,0.016197752308561537,1.205128205128205,61.73696084187167,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,0.04950906197786069,0.0324257894036136,0.02474694984799924,0.01619800353687223,1.527777777777778,61.73600331199187,0.015625,0.0625,0.015625,0.0625,3821,8.2482674474469,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,2.8622008809294686,7.601402334583733,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,-0.008696454454733358,0.045222418172326875,-0.0043481861218094995,0.022610567833409395,-0.19230769230769232,44.22710687178758,0.015625,0.0625,0.015625,0.0625,1960,7.580699752224563,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.8622008809294686,7.601402334583733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,-0.02317812503500522,0.045308783373101985,-0.01158828435342661,0.022649828508970193,-0.5116279069767442,44.1504446536521,0.015625,0.0625,0.015625,0.0625,1960,7.580699752224563,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.8622008809294686,7.601402334583733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
4,6,1,1,Angrist & Lavy (2009),2009,2001.0,Israel,-0.00904431263292269,0.045222487940956284,-0.004522110078353376,0.02261055039176688,-0.19999999999999998,44.227140988311696,0.015625,0.0625,0.015625,0.0625,1960,7.580699752224563,1,"In the footnote of Table 2 on p. 1394, the authors note: 'The table reports OLS estimates and logit marginal effects. Panel A shows treatment effects. Results from 2000 and 2002 are specification checks.'",1,0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.1681699750227266,1.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.8622008809294686,7.601402334583733,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3666210760865205,3.660351370499398,"Angrist, J., & Lavy, V. (2009). ""The Effects of High Stakes High School Achievement Awards: Evidence from a Randomized Trial."" American Economic Review, 99(4), 1384–1414."
