idstudy,study,pub_year,effect_true,effect,se_effect,t_stat,weight,estimate_category,note_on_estimate_category,pcc,se_pcc,sample_size,weight_pcc,test_in_math,test_in_reading,test_in_writing,test_in_languages,test_in_other_subjects,class_kindergarten,class_primary_school,class_secondary_school,class_size,female_students,male_students,minority_students,disadvantaged_students,advantaged_students,general_population_students,longitudinal_data,crosssectional_data,mid_year,data_year,country,country_usa,country_scandinavia,country_other,method_experiment,method_rdd,method_instrument,method_fe,method_ols,number_of_variables,control_students_gender,control_students_age,control_students_ethnicity,control_household_income,control_parental_education,control_family_status,control_peers_ability,control_teachers_experience,control_teachers_gender,control_teachers_education,control_school_size,control_rural_population,citations,publication_year,impact_factor,top5_journal,bibliography,orige,origse,average_test_score,sd_test_score,average_class_size,sd_class_size,table_primary_study
1,Akabayashi & Nakamura (2014),2014,1,-1.3479840283406885,1.0657780179531058,-1.264788732394366,0.004,neutral,,-0.04989393212676369,0.03944843185969067,647.0,0.004,0,0,0,1,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.791759469228055,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.1347,0.1065,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-1.3339738008746387,1.0917970118186278,-1.221814848762603,0.004,neutral,,-0.04824024391114507,0.03948245019284267,647.0,0.004,0,0,0,1,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.1333,0.1091,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,2.7650184634783392,0.7875749296986801,3.5108005082592117,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.14739743159426133,0.04198399517360973,557.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.2763,0.0787,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.26819578292153273,1.0657780179531058,-0.25164319248826295,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",-0.009607338320824771,0.03817841534208351,689.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0268,0.1065,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.19514245399141375,1.0947992034184955,-0.17824497257769653,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",-0.006815208586699421,0.03823506766076496,689.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.6094379124341003,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0195,0.1094,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.3312418065187587,1.072783131686131,-0.3087686567164179,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",-0.011796623053391204,0.03820537738137574,689.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0331,0.1072,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.2311687531898286,1.1048065087513885,-0.2092391304347826,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",-0.008283572287404494,0.03958902080214096,644.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.791759469228055,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0231,0.1104,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,0.0840613647963013,1.1188167362174388,0.07513416815742396,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.0029769109392320053,0.03962126702454027,644.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.0084,0.1118,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,2.41976642949353,0.8466180311627488,2.8581560283687946,0.004,neutral,,0.12065326419663003,0.04221367308120306,555.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.2418,0.0846,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.7925785823651267,1.1578452270157216,-0.6845289541918756,0.004,neutral,,-0.026126515437992947,0.038167144396158884,689.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0792,0.1157,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.7235281755681648,1.1688532628819037,-0.6190068493150686,0.004,neutral,,-0.023661691849058284,0.0382252504560167,689.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.6094379124341003,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0723,0.1168,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.6294595054389704,1.1088094308845458,-0.5676895306859205,0.004,neutral,,-0.021685201512571146,0.038199051313082405,689.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0629,0.1108,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.5534039849089836,1.1218189278173067,-0.4933095450490633,0.004,neutral,,-0.019526588225280507,0.039582830742385985,644.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.791759469228055,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0553,0.1121,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,-0.19714391505799234,1.1248211194171747,-0.17526690391459074,0.004,neutral,,-0.006944160136465319,0.039620487276076234,644.0,0.004,1,0,0,0,0,0,1,0,3.030616675407493,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",-0.0197,0.1124,50.0,9.9927,32.32,4.72,2
1,Akabayashi & Nakamura (2014),2014,1,4.575150300601202,2.447895791583166,1.8690135079819894,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.07922869539402262,0.0423906488934729,555.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.4566,0.2443,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,1.7364729458917836,2.3847695390781563,0.7281512605042018,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.04309189348211591,0.05917986525530055,288.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.1733,0.238,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,2.135270541082164,2.496993987975952,0.8551364365971108,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.050767037346467814,0.05936717835166484,288.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.6094379124341003,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.2131,0.2492,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,1.872745490981964,2.471943887775551,0.7576003242805027,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.04490995031003611,0.0592792120999781,288.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.1869,0.2467,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,2.1462925851703405,2.62124248496994,0.8188073394495413,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.049405552564551335,0.06033843394438202,280.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.791759469228055,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.2142,0.2616,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,3.381763527054108,2.5871743486973946,1.3071262587141752,0.004,discounted,"On page 266, the authors state, 'Finally, a comparison between OLS and IV estimators implies a positive correlation between class size and unobserved factors, suggesting that lower-achieving students are assigned to smaller classes,' thereby implying the possibility of biased OLS results. ",0.07886447707292137,0.060334245867343095,280.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,0,0,1,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.3375,0.2582,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,5.208416833667335,3.1452905811623246,1.6559413826059255,0.004,neutral,,0.10026949695082803,0.0605513564695362,272.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.5198,0.3139,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,1.3757515030060121,3.7775551102204408,0.3641909814323607,0.004,neutral,,0.021567793820959996,0.05922110903497392,288.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.1373,0.377,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,1.713426853707415,3.781563126252505,0.45310015898251194,0.004,neutral,,0.026924244542896478,0.05942228006133994,288.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.6094379124341003,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.171,0.3774,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,0.5881763527054109,3.2715430861723447,0.17978560490045942,0.004,neutral,,0.010667705871156275,0.05933570642133772,288.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.0587,0.3265,50.0,9.98,35.71,3.57,3
1,Akabayashi & Nakamura (2014),2014,1,0.5921843687374749,3.3667334669338675,0.17589285714285713,0.004,neutral,,0.010625476243008674,0.06040879894502394,280.0,0.004,0,0,0,1,0,0,0,1,3.1822118404966093,0,0,0,0,0,1,0,1,2010.0,3.349904087274605,Japan,0,0,1,0,0,1,0,0,1.791759469228055,0,0,0,0,0,0,0,0,0,0,1,0,1.6274564179367788,2.995732273553991,0.072,0,"Akabayashi, H., & Nakamura, R. (2014). Can Small Class Policy Close the Gap? An Empirical Analysis of Class Size Effects in J apan. The Japanese Economic Review, 65(3), 253-281.",0.0591,0.336,50.0,9.98,35.71,3.57,3
